TimeStamp,Unit,,,TimeStamp,,Values
16:12:23.515 -> 95.7,kPa,,,12:23.5,->,95.7
16:12:23.609 -> 97.7,kPa,,,12:23.6,->,97.7
16:12:23.702 -> 95.7,kPa,,,12:23.7,->,95.7
16:12:23.796 -> 97.7,kPa,,,12:23.8,->,97.7
16:12:23.890 -> 95.7,kPa,,,12:23.9,->,95.7
16:12:23.984 -> 97.7,kPa,,,12:24.0,->,97.7
16:12:24.077 -> 95.7,kPa,,,12:24.1,->,95.7
16:12:24.218 -> 91.8,kPa,,,12:24.2,->,91.8
16:12:24.312 -> 87.9,kPa,,,12:24.3,->,87.9
16:12:24.390 -> 87.9,kPa,,,12:24.4,->,87.9
16:12:24.484 -> 91.8,kPa,,,12:24.5,->,91.8
16:12:24.593 -> 91.8,kPa,,,12:24.6,->,91.8
16:12:24.687 -> 93.8,kPa,,,12:24.7,->,93.8
16:12:24.781 -> 93.8,kPa,,,12:24.8,->,93.8
16:12:24.922 -> 93.8,kPa,,,12:24.9,->,93.8
16:12:25.016 -> 93.8,kPa,,,12:25.0,->,93.8
16:12:25.109 -> 93.8,kPa,,,12:25.1,->,93.8
16:12:25.203 -> 93.8,kPa,,,12:25.2,->,93.8
16:12:25.297 -> 95.7,kPa,,,12:25.3,->,95.7
16:12:25.391 -> 93.8,kPa,,,12:25.4,->,93.8
16:12:25.531 -> 95.7,kPa,,,12:25.5,->,95.7
16:12:25.625 -> 95.7,kPa,,,12:25.6,->,95.7
16:12:25.719 -> 93.8,kPa,,,12:25.7,->,93.8
16:12:25.812 -> 93.8,kPa,,,12:25.8,->,93.8
16:12:25.906 -> 93.8,kPa,,,12:25.9,->,93.8
16:12:26.016 -> 93.8,kPa,,,12:26.0,->,93.8
16:12:26.109 -> 93.8,kPa,,,12:26.1,->,93.8
16:12:26.204 -> 93.8,kPa,,,12:26.2,->,93.8
16:12:26.298 -> 93.8,kPa,,,12:26.3,->,93.8
16:12:26.392 -> 93.8,kPa,,,12:26.4,->,93.8
16:12:26.532 -> 91.8,kPa,,,12:26.5,->,91.8
16:12:26.626 -> 89.9,kPa,,,12:26.6,->,89.9
16:12:26.720 -> 89.9,kPa,,,12:26.7,->,89.9
16:12:26.813 -> 95.7,kPa,,,12:26.8,->,95.7
16:12:26.923 -> 97.7,kPa,,,12:26.9,->,97.7
16:12:27.017 -> 95.7,kPa,,,12:27.0,->,95.7
16:12:27.111 -> 91.8,kPa,,,12:27.1,->,91.8
16:12:27.205 -> 91.8,kPa,,,12:27.2,->,91.8
16:12:27.298 -> 89.9,kPa,,,12:27.3,->,89.9
16:12:27.439 -> 86.0,kPa,,,12:27.4,->,86
16:12:27.533 -> 86.0,kPa,,,12:27.5,->,86
16:12:27.627 -> 86.0,kPa,,,12:27.6,->,86
16:12:27.721 -> 91.8,kPa,,,12:27.7,->,91.8
16:12:27.814 -> 89.9,kPa,,,12:27.8,->,89.9
16:12:27.908 -> 86.0,kPa,,,12:27.9,->,86
16:12:28.002 -> 84.0,kPa,,,12:28.0,->,84
16:12:28.111 -> 76.2,kPa,,,12:28.1,->,76.2
16:12:28.205 -> 74.3,kPa,,,12:28.2,->,74.3
16:12:28.314 -> 70.3,kPa,,,12:28.3,->,70.3
16:12:28.408 -> 76.2,kPa,,,12:28.4,->,76.2
16:12:28.549 -> 84.0,kPa,,,12:28.5,->,84
16:12:28.642 -> 89.9,kPa,,,12:28.6,->,89.9
16:12:28.736 -> 91.8,kPa,,,12:28.7,->,91.8
16:12:28.830 -> 95.7,kPa,,,12:28.8,->,95.7
16:12:28.924 -> 95.7,kPa,,,12:28.9,->,95.7
16:12:29.018 -> 93.8,kPa,,,12:29.0,->,93.8
16:12:29.112 -> 93.8,kPa,,,12:29.1,->,93.8
16:12:29.205 -> 93.8,kPa,,,12:29.2,->,93.8
16:12:29.315 -> 89.9,kPa,,,12:29.3,->,89.9
16:12:29.455 -> 91.8,kPa,,,12:29.5,->,91.8
16:12:29.549 -> 91.8,kPa,,,12:29.5,->,91.8
16:12:29.643 -> 93.8,kPa,,,12:29.6,->,93.8
16:12:29.737 -> 93.8,kPa,,,12:29.7,->,93.8
16:12:29.830 -> 95.7,kPa,,,12:29.8,->,95.7
16:12:29.924 -> 91.8,kPa,,,12:29.9,->,91.8
16:12:30.018 -> 89.9,kPa,,,12:30.0,->,89.9
16:12:30.112 -> 87.9,kPa,,,12:30.1,->,87.9
16:12:30.253 -> 87.9,kPa,,,12:30.3,->,87.9
16:12:30.347 -> 91.8,kPa,,,12:30.3,->,91.8
16:12:30.440 -> 89.9,kPa,,,12:30.4,->,89.9
16:12:30.519 -> 87.9,kPa,,,12:30.5,->,87.9
16:12:30.660 -> 87.9,kPa,,,12:30.7,->,87.9
16:12:30.754 -> 89.9,kPa,,,12:30.8,->,89.9
16:12:30.847 -> 91.8,kPa,,,12:30.8,->,91.8
16:12:30.941 -> 95.7,kPa,,,12:30.9,->,95.7
16:12:31.035 -> 95.7,kPa,,,12:31.0,->,95.7
16:12:31.129 -> 97.7,kPa,,,12:31.1,->,97.7
16:12:31.222 -> 95.7,kPa,,,12:31.2,->,95.7
16:12:31.316 -> 95.7,kPa,,,12:31.3,->,95.7
16:12:31.457 -> 97.7,kPa,,,12:31.5,->,97.7
16:12:31.551 -> 97.7,kPa,,,12:31.6,->,97.7
16:12:31.644 -> 97.7,kPa,,,12:31.6,->,97.7
16:12:31.738 -> 97.7,kPa,,,12:31.7,->,97.7
16:12:31.831 -> 95.7,kPa,,,12:31.8,->,95.7
16:12:31.941 -> 87.9,kPa,,,12:31.9,->,87.9
16:12:32.035 -> 84.0,kPa,,,12:32.0,->,84
16:12:32.129 -> 82.1,kPa,,,12:32.1,->,82.1
16:12:32.269 -> 87.9,kPa,,,12:32.3,->,87.9
16:12:32.363 -> 91.8,kPa,,,12:32.4,->,91.8
16:12:32.457 -> 93.8,kPa,,,12:32.5,->,93.8
16:12:32.551 -> 93.8,kPa,,,12:32.6,->,93.8
16:12:32.644 -> 93.8,kPa,,,12:32.6,->,93.8
16:12:32.738 -> 93.8,kPa,,,12:32.7,->,93.8
16:12:32.832 -> 93.8,kPa,,,12:32.8,->,93.8
16:12:32.973 -> 95.7,kPa,,,12:33.0,->,95.7
16:12:33.067 -> 95.7,kPa,,,12:33.1,->,95.7
16:12:33.161 -> 97.7,kPa,,,12:33.2,->,97.7
16:12:33.254 -> 93.8,kPa,,,12:33.3,->,93.8
16:12:33.348 -> 87.9,kPa,,,12:33.3,->,87.9
16:12:33.442 -> 86.0,kPa,,,12:33.4,->,86
16:12:33.536 -> 84.0,kPa,,,12:33.5,->,84
16:12:33.629 -> 86.0,kPa,,,12:33.6,->,86
16:12:33.770 -> 87.9,kPa,,,12:33.8,->,87.9
16:12:33.864 -> 91.8,kPa,,,12:33.9,->,91.8
16:12:33.958 -> 93.8,kPa,,,12:34.0,->,93.8
16:12:34.051 -> 93.8,kPa,,,12:34.1,->,93.8
16:12:34.145 -> 93.8,kPa,,,12:34.1,->,93.8
16:12:34.254 -> 93.8,kPa,,,12:34.3,->,93.8
16:12:34.349 -> 95.7,kPa,,,12:34.3,->,95.7
16:12:34.443 -> 95.7,kPa,,,12:34.4,->,95.7
16:12:34.583 -> 95.7,kPa,,,12:34.6,->,95.7
16:12:34.677 -> 93.8,kPa,,,12:34.7,->,93.8
16:12:34.771 -> 91.8,kPa,,,12:34.8,->,91.8
16:12:34.864 -> 87.9,kPa,,,12:34.9,->,87.9
16:12:34.958 -> 87.9,kPa,,,12:35.0,->,87.9
16:12:35.052 -> 84.0,kPa,,,12:35.1,->,84
16:12:35.146 -> 82.1,kPa,,,12:35.1,->,82.1
16:12:35.286 -> 80.1,kPa,,,12:35.3,->,80.1
16:12:35.380 -> 78.2,kPa,,,12:35.4,->,78.2
16:12:35.474 -> 78.2,kPa,,,12:35.5,->,78.2
16:12:35.568 -> 84.0,kPa,,,12:35.6,->,84
16:12:35.661 -> 87.9,kPa,,,12:35.7,->,87.9
16:12:35.755 -> 91.8,kPa,,,12:35.8,->,91.8
16:12:35.849 -> 93.8,kPa,,,12:35.8,->,93.8
16:12:35.943 -> 93.8,kPa,,,12:35.9,->,93.8
16:12:36.084 -> 87.9,kPa,,,12:36.1,->,87.9
16:12:36.177 -> 86.0,kPa,,,12:36.2,->,86
16:12:36.271 -> 80.1,kPa,,,12:36.3,->,80.1
16:12:36.365 -> 72.3,kPa,,,12:36.4,->,72.3
16:12:36.459 -> 68.4,kPa,,,12:36.5,->,68.4
16:12:36.552 -> 64.5,kPa,,,12:36.6,->,64.5
16:12:36.647 -> 62.5,kPa,,,12:36.6,->,62.5
16:12:36.787 -> 64.5,kPa,,,12:36.8,->,64.5
16:12:36.850 -> 70.3,kPa,,,12:36.9,->,70.3
16:12:36.990 -> 76.2,kPa,,,12:37.0,->,76.2
16:12:37.084 -> 80.1,kPa,,,12:37.1,->,80.1
16:12:37.178 -> 84.0,kPa,,,12:37.2,->,84
16:12:37.272 -> 87.9,kPa,,,12:37.3,->,87.9
16:12:37.366 -> 91.8,kPa,,,12:37.4,->,91.8
16:12:37.459 -> 93.8,kPa,,,12:37.5,->,93.8
16:12:37.553 -> 91.8,kPa,,,12:37.6,->,91.8
16:12:37.694 -> 87.9,kPa,,,12:37.7,->,87.9
16:12:37.787 -> 89.9,kPa,,,12:37.8,->,89.9
16:12:37.881 -> 89.9,kPa,,,12:37.9,->,89.9
16:12:37.975 -> 91.8,kPa,,,12:38.0,->,91.8
16:12:38.069 -> 89.9,kPa,,,12:38.1,->,89.9
16:12:38.162 -> 91.8,kPa,,,12:38.2,->,91.8
16:12:38.256 -> 91.8,kPa,,,12:38.3,->,91.8
16:12:38.412 -> 91.8,kPa,,,12:38.4,->,91.8
16:12:38.460 -> 93.8,kPa,,,12:38.5,->,93.8
16:12:38.600 -> 95.7,kPa,,,12:38.6,->,95.7
16:12:38.663 -> 93.8,kPa,,,12:38.7,->,93.8
16:12:38.804 -> 95.7,kPa,,,12:38.8,->,95.7
16:12:38.897 -> 95.7,kPa,,,12:38.9,->,95.7
16:12:38.991 -> 97.7,kPa,,,12:39.0,->,97.7
16:12:39.085 -> 97.7,kPa,,,12:39.1,->,97.7
16:12:39.179 -> 95.7,kPa,,,12:39.2,->,95.7
16:12:39.272 -> 97.7,kPa,,,12:39.3,->,97.7
16:12:39.366 -> 97.7,kPa,,,12:39.4,->,97.7
16:12:39.491 -> 95.7,kPa,,,12:39.5,->,95.7
16:12:39.585 -> 95.7,kPa,,,12:39.6,->,95.7
16:12:39.678 -> 95.7,kPa,,,12:39.7,->,95.7
16:12:39.772 -> 91.8,kPa,,,12:39.8,->,91.8
16:12:39.867 -> 93.8,kPa,,,12:39.9,->,93.8
16:12:39.960 -> 93.8,kPa,,,12:40.0,->,93.8
16:12:40.117 -> 93.8,kPa,,,12:40.1,->,93.8
16:12:40.210 -> 93.8,kPa,,,12:40.2,->,93.8
16:12:40.304 -> 91.8,kPa,,,12:40.3,->,91.8
16:12:40.413 -> 89.9,kPa,,,12:40.4,->,89.9
16:12:40.492 -> 89.9,kPa,,,12:40.5,->,89.9
16:12:40.585 -> 91.8,kPa,,,12:40.6,->,91.8
16:12:40.679 -> 91.8,kPa,,,12:40.7,->,91.8
16:12:40.773 -> 91.8,kPa,,,12:40.8,->,91.8
16:12:40.867 -> 89.9,kPa,,,12:40.9,->,89.9
16:12:40.976 -> 91.8,kPa,,,12:41.0,->,91.8
16:12:41.117 -> 93.8,kPa,,,12:41.1,->,93.8
16:12:41.211 -> 95.7,kPa,,,12:41.2,->,95.7
16:12:41.305 -> 93.8,kPa,,,12:41.3,->,93.8
16:12:41.398 -> 93.8,kPa,,,12:41.4,->,93.8
16:12:41.492 -> 95.7,kPa,,,12:41.5,->,95.7
16:12:41.586 -> 95.7,kPa,,,12:41.6,->,95.7
16:12:41.680 -> 86.0,kPa,,,12:41.7,->,86
16:12:41.820 -> 80.1,kPa,,,12:41.8,->,80.1
16:12:41.867 -> 74.3,kPa,,,12:41.9,->,74.3
16:12:42.008 -> 72.3,kPa,,,12:42.0,->,72.3
16:12:42.102 -> 78.2,kPa,,,12:42.1,->,78.2
16:12:42.196 -> 84.0,kPa,,,12:42.2,->,84
16:12:42.290 -> 87.9,kPa,,,12:42.3,->,87.9
16:12:42.384 -> 91.8,kPa,,,12:42.4,->,91.8
16:12:42.513 -> 93.8,kPa,,,12:42.5,->,93.8
16:12:42.603 -> 95.7,kPa,,,12:42.6,->,95.7
16:12:42.697 -> 95.7,kPa,,,12:42.7,->,95.7
16:12:42.791 -> 95.7,kPa,,,12:42.8,->,95.7
16:12:42.884 -> 97.7,kPa,,,12:42.9,->,97.7
16:12:43.025 -> 95.7,kPa,,,12:43.0,->,95.7
16:12:43.119 -> 95.7,kPa,,,12:43.1,->,95.7
16:12:43.213 -> 93.8,kPa,,,12:43.2,->,93.8
16:12:43.306 -> 93.8,kPa,,,12:43.3,->,93.8
16:12:43.400 -> 91.8,kPa,,,12:43.4,->,91.8
16:12:43.494 -> 91.8,kPa,,,12:43.5,->,91.8
16:12:43.603 -> 93.8,kPa,,,12:43.6,->,93.8
16:12:43.697 -> 95.7,kPa,,,12:43.7,->,95.7
16:12:43.791 -> 93.8,kPa,,,12:43.8,->,93.8
16:12:43.885 -> 95.7,kPa,,,12:43.9,->,95.7
16:12:44.025 -> 93.8,kPa,,,12:44.0,->,93.8
16:12:44.119 -> 89.9,kPa,,,12:44.1,->,89.9
16:12:44.213 -> 91.8,kPa,,,12:44.2,->,91.8
16:12:44.307 -> 91.8,kPa,,,12:44.3,->,91.8
16:12:44.416 -> 89.9,kPa,,,12:44.4,->,89.9
16:12:44.510 -> 89.9,kPa,,,12:44.5,->,89.9
16:12:44.604 -> 87.9,kPa,,,12:44.6,->,87.9
16:12:44.697 -> 89.9,kPa,,,12:44.7,->,89.9
16:12:44.791 -> 89.9,kPa,,,12:44.8,->,89.9
16:12:44.885 -> 91.8,kPa,,,12:44.9,->,91.8
16:12:45.025 -> 91.8,kPa,,,12:45.0,->,91.8
16:12:45.119 -> 89.9,kPa,,,12:45.1,->,89.9
16:12:45.213 -> 91.8,kPa,,,12:45.2,->,91.8
16:12:45.307 -> 93.8,kPa,,,12:45.3,->,93.8
16:12:45.401 -> 93.8,kPa,,,12:45.4,->,93.8
16:12:45.542 -> 93.8,kPa,,,12:45.5,->,93.8
16:12:45.635 -> 93.8,kPa,,,12:45.6,->,93.8
16:12:45.729 -> 95.7,kPa,,,12:45.7,->,95.7
16:12:45.823 -> 93.8,kPa,,,12:45.8,->,93.8
16:12:45.917 -> 93.8,kPa,,,12:45.9,->,93.8
16:12:46.010 -> 89.9,kPa,,,12:46.0,->,89.9
16:12:46.120 -> 86.0,kPa,,,12:46.1,->,86
16:12:46.214 -> 82.1,kPa,,,12:46.2,->,82.1
16:12:46.307 -> 78.2,kPa,,,12:46.3,->,78.2
16:12:46.448 -> 72.3,kPa,,,12:46.4,->,72.3
16:12:46.542 -> 68.4,kPa,,,12:46.5,->,68.4
16:12:46.620 -> 66.4,kPa,,,12:46.6,->,66.4
16:12:46.714 -> 58.6,kPa,,,12:46.7,->,58.6
16:12:46.808 -> 56.7,kPa,,,12:46.8,->,56.7
16:12:46.949 -> 60.6,kPa,,,12:46.9,->,60.6
16:12:47.044 -> 64.5,kPa,,,12:47.0,->,64.5
16:12:47.137 -> 68.4,kPa,,,12:47.1,->,68.4
16:12:47.230 -> 76.2,kPa,,,12:47.2,->,76.2
16:12:47.324 -> 86.0,kPa,,,12:47.3,->,86
16:12:47.418 -> 89.9,kPa,,,12:47.4,->,89.9
16:12:47.512 -> 93.8,kPa,,,12:47.5,->,93.8
16:12:47.605 -> 89.9,kPa,,,12:47.6,->,89.9
16:12:47.746 -> 87.9,kPa,,,12:47.7,->,87.9
16:12:47.840 -> 91.8,kPa,,,12:47.8,->,91.8
16:12:47.933 -> 95.7,kPa,,,12:47.9,->,95.7
16:12:48.028 -> 97.7,kPa,,,12:48.0,->,97.7
16:12:48.121 -> 95.7,kPa,,,12:48.1,->,95.7
16:12:48.215 -> 97.7,kPa,,,12:48.2,->,97.7
16:12:48.309 -> 95.7,kPa,,,12:48.3,->,95.7
16:12:48.450 -> 97.7,kPa,,,12:48.5,->,97.7
16:12:48.543 -> 97.7,kPa,,,12:48.5,->,97.7
16:12:48.621 -> 95.7,kPa,,,12:48.6,->,95.7
16:12:48.715 -> 93.8,kPa,,,12:48.7,->,93.8
16:12:48.856 -> 93.8,kPa,,,12:48.9,->,93.8
16:12:48.950 -> 95.7,kPa,,,12:48.9,->,95.7
16:12:49.044 -> 95.7,kPa,,,12:49.0,->,95.7
16:12:49.137 -> 97.7,kPa,,,12:49.1,->,97.7
16:12:49.231 -> 97.7,kPa,,,12:49.2,->,97.7
16:12:49.325 -> 95.7,kPa,,,12:49.3,->,95.7
16:12:49.419 -> 95.7,kPa,,,12:49.4,->,95.7
16:12:49.560 -> 93.8,kPa,,,12:49.6,->,93.8
16:12:49.653 -> 91.8,kPa,,,12:49.7,->,91.8
16:12:49.747 -> 91.8,kPa,,,12:49.7,->,91.8
16:12:49.841 -> 91.8,kPa,,,12:49.8,->,91.8
16:12:49.935 -> 91.8,kPa,,,12:49.9,->,91.8
16:12:50.028 -> 93.8,kPa,,,12:50.0,->,93.8
16:12:50.122 -> 89.9,kPa,,,12:50.1,->,89.9
16:12:50.263 -> 86.0,kPa,,,12:50.3,->,86
16:12:50.356 -> 84.0,kPa,,,12:50.4,->,84
16:12:50.450 -> 86.0,kPa,,,12:50.5,->,86
16:12:50.544 -> 89.9,kPa,,,12:50.5,->,89.9
16:12:50.638 -> 87.9,kPa,,,12:50.6,->,87.9
16:12:50.732 -> 84.0,kPa,,,12:50.7,->,84
16:12:50.872 -> 84.0,kPa,,,12:50.9,->,84
16:12:50.966 -> 86.0,kPa,,,12:51.0,->,86
16:12:51.060 -> 87.9,kPa,,,12:51.1,->,87.9
16:12:51.154 -> 87.9,kPa,,,12:51.2,->,87.9
16:12:51.247 -> 91.8,kPa,,,12:51.2,->,91.8
16:12:51.341 -> 93.8,kPa,,,12:51.3,->,93.8
16:12:51.435 -> 95.7,kPa,,,12:51.4,->,95.7
16:12:51.576 -> 95.7,kPa,,,12:51.6,->,95.7
16:12:51.669 -> 97.7,kPa,,,12:51.7,->,97.7
16:12:51.763 -> 95.7,kPa,,,12:51.8,->,95.7
16:12:51.857 -> 95.7,kPa,,,12:51.9,->,95.7
16:12:51.951 -> 89.9,kPa,,,12:52.0,->,89.9
16:12:52.044 -> 86.0,kPa,,,12:52.0,->,86
16:12:52.138 -> 87.9,kPa,,,12:52.1,->,87.9
16:12:52.279 -> 91.8,kPa,,,12:52.3,->,91.8
16:12:52.373 -> 93.8,kPa,,,12:52.4,->,93.8
16:12:52.466 -> 93.8,kPa,,,12:52.5,->,93.8
16:12:52.560 -> 95.7,kPa,,,12:52.6,->,95.7
16:12:52.654 -> 95.7,kPa,,,12:52.7,->,95.7
16:12:52.748 -> 95.7,kPa,,,12:52.7,->,95.7
16:12:52.857 -> 93.8,kPa,,,12:52.9,->,93.8
16:12:52.951 -> 91.8,kPa,,,12:53.0,->,91.8
16:12:53.045 -> 91.8,kPa,,,12:53.0,->,91.8
16:12:53.185 -> 87.9,kPa,,,12:53.2,->,87.9
16:12:53.279 -> 87.9,kPa,,,12:53.3,->,87.9
16:12:53.373 -> 89.9,kPa,,,12:53.4,->,89.9
16:12:53.467 -> 89.9,kPa,,,12:53.5,->,89.9
16:12:53.561 -> 89.9,kPa,,,12:53.6,->,89.9
16:12:53.686 -> 89.9,kPa,,,12:53.7,->,89.9
16:12:53.779 -> 93.8,kPa,,,12:53.8,->,93.8
16:12:53.873 -> 93.8,kPa,,,12:53.9,->,93.8
16:12:53.967 -> 93.8,kPa,,,12:54.0,->,93.8
16:12:54.061 -> 93.8,kPa,,,12:54.1,->,93.8
16:12:54.155 -> 93.8,kPa,,,12:54.2,->,93.8
16:12:54.248 -> 93.8,kPa,,,12:54.2,->,93.8
16:12:54.389 -> 93.8,kPa,,,12:54.4,->,93.8
16:12:54.483 -> 95.7,kPa,,,12:54.5,->,95.7
16:12:54.576 -> 95.7,kPa,,,12:54.6,->,95.7
16:12:54.670 -> 95.7,kPa,,,12:54.7,->,95.7
16:12:54.764 -> 97.7,kPa,,,12:54.8,->,97.7
16:12:54.858 -> 97.7,kPa,,,12:54.9,->,97.7
16:12:54.952 -> 95.7,kPa,,,12:55.0,->,95.7
16:12:55.046 -> 97.7,kPa,,,12:55.0,->,97.7
16:12:55.186 -> 97.7,kPa,,,12:55.2,->,97.7
16:12:55.280 -> 95.7,kPa,,,12:55.3,->,95.7
16:12:55.374 -> 95.7,kPa,,,12:55.4,->,95.7
16:12:55.468 -> 93.8,kPa,,,12:55.5,->,93.8
16:12:55.561 -> 95.7,kPa,,,12:55.6,->,95.7
16:12:55.655 -> 93.8,kPa,,,12:55.7,->,93.8
16:12:55.796 -> 91.8,kPa,,,12:55.8,->,91.8
16:12:55.889 -> 93.8,kPa,,,12:55.9,->,93.8
16:12:55.983 -> 93.8,kPa,,,12:56.0,->,93.8
16:12:56.093 -> 93.8,kPa,,,12:56.1,->,93.8
16:12:56.187 -> 93.8,kPa,,,12:56.2,->,93.8
16:12:56.281 -> 89.9,kPa,,,12:56.3,->,89.9
16:12:56.375 -> 86.0,kPa,,,12:56.4,->,86
16:12:56.468 -> 87.9,kPa,,,12:56.5,->,87.9
16:12:56.562 -> 89.9,kPa,,,12:56.6,->,89.9
16:12:56.703 -> 93.8,kPa,,,12:56.7,->,93.8
16:12:56.796 -> 91.8,kPa,,,12:56.8,->,91.8
16:12:56.890 -> 91.8,kPa,,,12:56.9,->,91.8
16:12:56.984 -> 91.8,kPa,,,12:57.0,->,91.8
16:12:57.080 -> 95.7,kPa,,,12:57.1,->,95.7
16:12:57.188 -> 95.7,kPa,,,12:57.2,->,95.7
16:12:57.282 -> 93.8,kPa,,,12:57.3,->,93.8
16:12:57.375 -> 93.8,kPa,,,12:57.4,->,93.8
16:12:57.469 -> 93.8,kPa,,,12:57.5,->,93.8
16:12:57.610 -> 93.8,kPa,,,12:57.6,->,93.8
16:12:57.688 -> 93.8,kPa,,,12:57.7,->,93.8
16:12:57.782 -> 93.8,kPa,,,12:57.8,->,93.8
16:12:57.876 -> 89.9,kPa,,,12:57.9,->,89.9
16:12:57.969 -> 82.1,kPa,,,12:58.0,->,82.1
16:12:58.063 -> 76.2,kPa,,,12:58.1,->,76.2
16:12:58.204 -> 70.3,kPa,,,12:58.2,->,70.3
16:12:58.298 -> 66.4,kPa,,,12:58.3,->,66.4
16:12:58.391 -> 68.4,kPa,,,12:58.4,->,68.4
16:12:58.485 -> 72.3,kPa,,,12:58.5,->,72.3
16:12:58.579 -> 80.1,kPa,,,12:58.6,->,80.1
16:12:58.673 -> 84.0,kPa,,,12:58.7,->,84
16:12:58.813 -> 89.9,kPa,,,12:58.8,->,89.9
16:12:58.907 -> 93.8,kPa,,,12:58.9,->,93.8
16:12:59.001 -> 95.7,kPa,,,12:59.0,->,95.7
16:12:59.095 -> 95.7,kPa,,,12:59.1,->,95.7
16:12:59.189 -> 95.7,kPa,,,12:59.2,->,95.7
16:12:59.282 -> 95.7,kPa,,,12:59.3,->,95.7
16:12:59.376 -> 91.8,kPa,,,12:59.4,->,91.8
16:12:59.517 -> 91.8,kPa,,,12:59.5,->,91.8
16:12:59.610 -> 93.8,kPa,,,12:59.6,->,93.8
16:12:59.704 -> 93.8,kPa,,,12:59.7,->,93.8
16:12:59.798 -> 95.7,kPa,,,12:59.8,->,95.7
16:12:59.892 -> 95.7,kPa,,,12:59.9,->,95.7
16:12:59.985 -> 95.7,kPa,,,13:00.0,->,95.7
16:13:00.095 -> 95.7,kPa,,,13:00.1,->,95.7
16:13:00.189 -> 95.7,kPa,,,13:00.2,->,95.7
16:13:00.284 -> 95.7,kPa,,,13:00.3,->,95.7
16:13:00.377 -> 95.7,kPa,,,13:00.4,->,95.7
16:13:00.502 -> 95.7,kPa,,,13:00.5,->,95.7
16:13:00.596 -> 97.7,kPa,,,13:00.6,->,97.7
16:13:00.690 -> 95.7,kPa,,,13:00.7,->,95.7
16:13:00.784 -> 93.8,kPa,,,13:00.8,->,93.8
16:13:00.924 -> 93.8,kPa,,,13:00.9,->,93.8
16:13:01.018 -> 89.9,kPa,,,13:01.0,->,89.9
16:13:01.112 -> 86.0,kPa,,,13:01.1,->,86
16:13:01.206 -> 87.9,kPa,,,13:01.2,->,87.9
16:13:01.300 -> 89.9,kPa,,,13:01.3,->,89.9
16:13:01.394 -> 91.8,kPa,,,13:01.4,->,91.8
16:13:01.487 -> 93.8,kPa,,,13:01.5,->,93.8
16:13:01.628 -> 93.8,kPa,,,13:01.6,->,93.8
16:13:01.722 -> 95.7,kPa,,,13:01.7,->,95.7
16:13:01.816 -> 95.7,kPa,,,13:01.8,->,95.7
16:13:01.909 -> 93.8,kPa,,,13:01.9,->,93.8
16:13:02.003 -> 93.8,kPa,,,13:02.0,->,93.8
16:13:02.097 -> 89.9,kPa,,,13:02.1,->,89.9
16:13:02.191 -> 86.0,kPa,,,13:02.2,->,86
16:13:02.332 -> 82.1,kPa,,,13:02.3,->,82.1
16:13:02.426 -> 82.1,kPa,,,13:02.4,->,82.1
16:13:02.519 -> 84.0,kPa,,,13:02.5,->,84
16:13:02.613 -> 86.0,kPa,,,13:02.6,->,86
16:13:02.707 -> 87.9,kPa,,,13:02.7,->,87.9
16:13:02.816 -> 91.8,kPa,,,13:02.8,->,91.8
16:13:02.910 -> 93.8,kPa,,,13:02.9,->,93.8
16:13:03.004 -> 93.8,kPa,,,13:03.0,->,93.8
16:13:03.098 -> 93.8,kPa,,,13:03.1,->,93.8
16:13:03.239 -> 89.9,kPa,,,13:03.2,->,89.9
16:13:03.333 -> 87.9,kPa,,,13:03.3,->,87.9
16:13:03.427 -> 87.9,kPa,,,13:03.4,->,87.9
16:13:03.520 -> 91.8,kPa,,,13:03.5,->,91.8
16:13:03.614 -> 91.8,kPa,,,13:03.6,->,91.8
16:13:03.692 -> 93.8,kPa,,,13:03.7,->,93.8
16:13:03.833 -> 93.8,kPa,,,13:03.8,->,93.8
16:13:03.927 -> 91.8,kPa,,,13:03.9,->,91.8
16:13:04.021 -> 93.8,kPa,,,13:04.0,->,93.8
16:13:04.114 -> 95.7,kPa,,,13:04.1,->,95.7
16:13:04.208 -> 93.8,kPa,,,13:04.2,->,93.8
16:13:04.302 -> 95.7,kPa,,,13:04.3,->,95.7
16:13:04.396 -> 93.8,kPa,,,13:04.4,->,93.8
16:13:04.521 -> 89.9,kPa,,,13:04.5,->,89.9
16:13:04.614 -> 87.9,kPa,,,13:04.6,->,87.9
16:13:04.708 -> 84.0,kPa,,,13:04.7,->,84
16:13:04.849 -> 82.1,kPa,,,13:04.8,->,82.1
16:13:04.942 -> 84.0,kPa,,,13:04.9,->,84
16:13:05.036 -> 86.0,kPa,,,13:05.0,->,86
16:13:05.130 -> 89.9,kPa,,,13:05.1,->,89.9
16:13:05.224 -> 91.8,kPa,,,13:05.2,->,91.8
16:13:05.317 -> 93.8,kPa,,,13:05.3,->,93.8
16:13:05.411 -> 93.8,kPa,,,13:05.4,->,93.8
16:13:05.521 -> 93.8,kPa,,,13:05.5,->,93.8
16:13:05.614 -> 93.8,kPa,,,13:05.6,->,93.8
16:13:05.755 -> 93.8,kPa,,,13:05.8,->,93.8
16:13:05.849 -> 93.8,kPa,,,13:05.8,->,93.8
16:13:05.943 -> 95.7,kPa,,,13:05.9,->,95.7
16:13:06.037 -> 95.7,kPa,,,13:06.0,->,95.7
16:13:06.130 -> 97.7,kPa,,,13:06.1,->,97.7
