TimeStamp,Unit,,,TimeStamp,,Values
16:11:40.756 -> 95.7,kPa,,,11:40.8,->,95.7
16:11:40.850 -> 95.7,kPa,,,11:40.8,->,95.7
16:11:40.943 -> 93.8,kPa,,,11:40.9,->,93.8
16:11:41.037 -> 91.8,kPa,,,11:41.0,->,91.8
16:11:41.180 -> 91.8,kPa,,,11:41.2,->,91.8
16:11:41.275 -> 93.8,kPa,,,11:41.3,->,93.8
16:11:41.371 -> 93.8,kPa,,,11:41.4,->,93.8
16:11:41.466 -> 91.8,kPa,,,11:41.5,->,91.8
16:11:41.560 -> 89.9,kPa,,,11:41.6,->,89.9
16:11:41.654 -> 87.9,kPa,,,11:41.7,->,87.9
16:11:41.748 -> 86.0,kPa,,,11:41.7,->,86
16:11:41.890 -> 84.0,kPa,,,11:41.9,->,84
16:11:41.984 -> 76.2,kPa,,,11:42.0,->,76.2
16:11:42.078 -> 74.3,kPa,,,11:42.1,->,74.3
16:11:42.173 -> 76.2,kPa,,,11:42.2,->,76.2
16:11:42.268 -> 78.2,kPa,,,11:42.3,->,78.2
16:11:42.362 -> 82.1,kPa,,,11:42.4,->,82.1
16:11:42.456 -> 82.1,kPa,,,11:42.5,->,82.1
16:11:42.550 -> 80.1,kPa,,,11:42.6,->,80.1
16:11:42.643 -> 84.0,kPa,,,11:42.6,->,84
16:11:42.785 -> 87.9,kPa,,,11:42.8,->,87.9
16:11:42.880 -> 89.9,kPa,,,11:42.9,->,89.9
16:11:42.975 -> 89.9,kPa,,,11:43.0,->,89.9
16:11:43.056 -> 93.8,kPa,,,11:43.1,->,93.8
16:11:43.183 -> 95.7,kPa,,,11:43.2,->,95.7
16:11:43.278 -> 93.8,kPa,,,11:43.3,->,93.8
16:11:43.372 -> 95.7,kPa,,,11:43.4,->,95.7
16:11:43.466 -> 95.7,kPa,,,11:43.5,->,95.7
16:11:43.576 -> 95.7,kPa,,,11:43.6,->,95.7
16:11:43.671 -> 95.7,kPa,,,11:43.7,->,95.7
16:11:43.765 -> 95.7,kPa,,,11:43.8,->,95.7
16:11:43.859 -> 95.7,kPa,,,11:43.9,->,95.7
16:11:43.954 -> 97.7,kPa,,,11:44.0,->,97.7
16:11:44.098 -> 95.7,kPa,,,11:44.1,->,95.7
16:11:44.193 -> 97.7,kPa,,,11:44.2,->,97.7
16:11:44.286 -> 97.7,kPa,,,11:44.3,->,97.7
16:11:44.380 -> 97.7,kPa,,,11:44.4,->,97.7
16:11:44.474 -> 95.7,kPa,,,11:44.5,->,95.7
16:11:44.568 -> 97.7,kPa,,,11:44.6,->,97.7
16:11:44.661 -> 95.7,kPa,,,11:44.7,->,95.7
16:11:44.802 -> 95.7,kPa,,,11:44.8,->,95.7
16:11:44.896 -> 95.7,kPa,,,11:44.9,->,95.7
16:11:44.992 -> 93.8,kPa,,,11:45.0,->,93.8
16:11:45.086 -> 89.9,kPa,,,11:45.1,->,89.9
16:11:45.181 -> 84.0,kPa,,,11:45.2,->,84
16:11:45.277 -> 80.1,kPa,,,11:45.3,->,80.1
16:11:45.372 -> 76.2,kPa,,,11:45.4,->,76.2
16:11:45.465 -> 72.3,kPa,,,11:45.5,->,72.3
16:11:45.559 -> 74.3,kPa,,,11:45.6,->,74.3
16:11:45.701 -> 80.1,kPa,,,11:45.7,->,80.1
16:11:45.796 -> 86.0,kPa,,,11:45.8,->,86
16:11:45.891 -> 86.0,kPa,,,11:45.9,->,86
16:11:45.970 -> 89.9,kPa,,,11:46.0,->,89.9
16:11:46.111 -> 93.8,kPa,,,11:46.1,->,93.8
16:11:46.205 -> 95.7,kPa,,,11:46.2,->,95.7
16:11:46.299 -> 95.7,kPa,,,11:46.3,->,95.7
16:11:46.392 -> 97.7,kPa,,,11:46.4,->,97.7
16:11:46.486 -> 97.7,kPa,,,11:46.5,->,97.7
16:11:46.580 -> 95.7,kPa,,,11:46.6,->,95.7
16:11:46.674 -> 91.8,kPa,,,11:46.7,->,91.8
16:11:46.817 -> 93.8,kPa,,,11:46.8,->,93.8
16:11:46.911 -> 93.8,kPa,,,11:46.9,->,93.8
16:11:47.005 -> 95.7,kPa,,,11:47.0,->,95.7
16:11:47.100 -> 91.8,kPa,,,11:47.1,->,91.8
16:11:47.195 -> 91.8,kPa,,,11:47.2,->,91.8
16:11:47.290 -> 91.8,kPa,,,11:47.3,->,91.8
16:11:47.385 -> 93.8,kPa,,,11:47.4,->,93.8
16:11:47.478 -> 93.8,kPa,,,11:47.5,->,93.8
16:11:47.619 -> 93.8,kPa,,,11:47.6,->,93.8
16:11:47.713 -> 93.8,kPa,,,11:47.7,->,93.8
16:11:47.808 -> 93.8,kPa,,,11:47.8,->,93.8
16:11:47.901 -> 95.7,kPa,,,11:47.9,->,95.7
16:11:47.996 -> 95.7,kPa,,,11:48.0,->,95.7
16:11:48.108 -> 95.7,kPa,,,11:48.1,->,95.7
16:11:48.203 -> 97.7,kPa,,,11:48.2,->,97.7
16:11:48.297 -> 93.8,kPa,,,11:48.3,->,93.8
16:11:48.409 -> 93.8,kPa,,,11:48.4,->,93.8
16:11:48.503 -> 91.8,kPa,,,11:48.5,->,91.8
16:11:48.598 -> 91.8,kPa,,,11:48.6,->,91.8
16:11:48.678 -> 91.8,kPa,,,11:48.7,->,91.8
16:11:48.820 -> 91.8,kPa,,,11:48.8,->,91.8
16:11:48.915 -> 89.9,kPa,,,11:48.9,->,89.9
16:11:49.009 -> 82.1,kPa,,,11:49.0,->,82.1
16:11:49.121 -> 78.2,kPa,,,11:49.1,->,78.2
16:11:49.216 -> 72.3,kPa,,,11:49.2,->,72.3
16:11:49.310 -> 68.4,kPa,,,11:49.3,->,68.4
16:11:49.404 -> 66.4,kPa,,,11:49.4,->,66.4
16:11:49.500 -> 64.5,kPa,,,11:49.5,->,64.5
16:11:49.595 -> 64.5,kPa,,,11:49.6,->,64.5
16:11:49.690 -> 70.3,kPa,,,11:49.7,->,70.3
16:11:49.833 -> 76.2,kPa,,,11:49.8,->,76.2
16:11:49.928 -> 82.1,kPa,,,11:49.9,->,82.1
16:11:50.023 -> 82.1,kPa,,,11:50.0,->,82.1
16:11:50.131 -> 86.0,kPa,,,11:50.1,->,86
16:11:50.229 -> 86.0,kPa,,,11:50.2,->,86
16:11:50.291 -> 89.9,kPa,,,11:50.3,->,89.9
16:11:50.395 -> 93.8,kPa,,,11:50.4,->,93.8
16:11:50.528 -> 95.7,kPa,,,11:50.5,->,95.7
16:11:50.623 -> 93.8,kPa,,,11:50.6,->,93.8
16:11:50.718 -> 95.7,kPa,,,11:50.7,->,95.7
16:11:50.812 -> 97.7,kPa,,,11:50.8,->,97.7
16:11:50.906 -> 97.7,kPa,,,11:50.9,->,97.7
16:11:51.001 -> 95.7,kPa,,,11:51.0,->,95.7
16:11:51.096 -> 95.7,kPa,,,11:51.1,->,95.7
16:11:51.207 -> 93.8,kPa,,,11:51.2,->,93.8
16:11:51.303 -> 93.8,kPa,,,11:51.3,->,93.8
16:11:51.398 -> 93.8,kPa,,,11:51.4,->,93.8
16:11:51.524 -> 91.8,kPa,,,11:51.5,->,91.8
16:11:51.622 -> 93.8,kPa,,,11:51.6,->,93.8
16:11:51.714 -> 93.8,kPa,,,11:51.7,->,93.8
16:11:51.809 -> 91.8,kPa,,,11:51.8,->,91.8
16:11:51.903 -> 87.9,kPa,,,11:51.9,->,87.9
16:11:51.998 -> 87.9,kPa,,,11:52.0,->,87.9
16:11:52.140 -> 91.8,kPa,,,11:52.1,->,91.8
16:11:52.236 -> 93.8,kPa,,,11:52.2,->,93.8
16:11:52.330 -> 93.8,kPa,,,11:52.3,->,93.8
16:11:52.425 -> 93.8,kPa,,,11:52.4,->,93.8
16:11:52.525 -> 93.8,kPa,,,11:52.5,->,93.8
16:11:52.615 -> 91.8,kPa,,,11:52.6,->,91.8
16:11:52.710 -> 91.8,kPa,,,11:52.7,->,91.8
16:11:52.806 -> 87.9,kPa,,,11:52.8,->,87.9
16:11:52.948 -> 84.0,kPa,,,11:52.9,->,84
16:11:53.043 -> 86.0,kPa,,,11:53.0,->,86
16:11:53.137 -> 87.9,kPa,,,11:53.1,->,87.9
16:11:53.232 -> 87.9,kPa,,,11:53.2,->,87.9
16:11:53.328 -> 91.8,kPa,,,11:53.3,->,91.8
16:11:53.427 -> 91.8,kPa,,,11:53.4,->,91.8
16:11:53.519 -> 87.9,kPa,,,11:53.5,->,87.9
16:11:53.613 -> 89.9,kPa,,,11:53.6,->,89.9
16:11:53.724 -> 91.8,kPa,,,11:53.7,->,91.8
16:11:53.835 -> 93.8,kPa,,,11:53.8,->,93.8
16:11:53.915 -> 89.9,kPa,,,11:53.9,->,89.9
16:11:54.010 -> 89.9,kPa,,,11:54.0,->,89.9
16:11:54.152 -> 91.8,kPa,,,11:54.2,->,91.8
16:11:54.247 -> 91.8,kPa,,,11:54.2,->,91.8
16:11:54.341 -> 95.7,kPa,,,11:54.3,->,95.7
16:11:54.435 -> 95.7,kPa,,,11:54.4,->,95.7
16:11:54.531 -> 97.7,kPa,,,11:54.5,->,97.7
16:11:54.657 -> 97.7,kPa,,,11:54.7,->,97.7
16:11:54.738 -> 97.7,kPa,,,11:54.7,->,97.7
16:11:54.833 -> 97.7,kPa,,,11:54.8,->,97.7
16:11:54.935 -> 97.7,kPa,,,11:54.9,->,97.7
16:11:55.008 -> 95.7,kPa,,,11:55.0,->,95.7
16:11:55.151 -> 95.7,kPa,,,11:55.2,->,95.7
16:11:55.262 -> 95.7,kPa,,,11:55.3,->,95.7
16:11:55.357 -> 95.7,kPa,,,11:55.4,->,95.7
16:11:55.452 -> 93.8,kPa,,,11:55.5,->,93.8
16:11:55.565 -> 93.8,kPa,,,11:55.6,->,93.8
16:11:55.657 -> 95.7,kPa,,,11:55.7,->,95.7
16:11:55.752 -> 93.8,kPa,,,11:55.8,->,93.8
16:11:55.846 -> 93.8,kPa,,,11:55.8,->,93.8
16:11:55.941 -> 95.7,kPa,,,11:55.9,->,95.7
16:11:56.052 -> 95.7,kPa,,,11:56.1,->,95.7
16:11:56.147 -> 95.7,kPa,,,11:56.1,->,95.7
16:11:56.241 -> 95.7,kPa,,,11:56.2,->,95.7
16:11:56.336 -> 95.7,kPa,,,11:56.3,->,95.7
16:11:56.416 -> 93.8,kPa,,,11:56.4,->,93.8
16:11:56.542 -> 91.8,kPa,,,11:56.5,->,91.8
16:11:56.648 -> 89.9,kPa,,,11:56.6,->,89.9
16:11:56.733 -> 86.0,kPa,,,11:56.7,->,86
16:11:56.827 -> 82.1,kPa,,,11:56.8,->,82.1
16:11:56.971 -> 80.1,kPa,,,11:57.0,->,80.1
16:11:57.065 -> 78.2,kPa,,,11:57.1,->,78.2
16:11:57.145 -> 80.1,kPa,,,11:57.1,->,80.1
16:11:57.241 -> 80.1,kPa,,,11:57.2,->,80.1
16:11:57.368 -> 76.2,kPa,,,11:57.4,->,76.2
16:11:57.464 -> 72.3,kPa,,,11:57.5,->,72.3
16:11:57.558 -> 68.4,kPa,,,11:57.6,->,68.4
16:11:57.653 -> 70.3,kPa,,,11:57.7,->,70.3
16:11:57.748 -> 76.2,kPa,,,11:57.7,->,76.2
16:11:57.843 -> 76.2,kPa,,,11:57.8,->,76.2
16:11:57.937 -> 82.1,kPa,,,11:57.9,->,82.1
16:11:58.032 -> 89.9,kPa,,,11:58.0,->,89.9
16:11:58.174 -> 93.8,kPa,,,11:58.2,->,93.8
16:11:58.238 -> 95.7,kPa,,,11:58.2,->,95.7
16:11:58.382 -> 91.8,kPa,,,11:58.4,->,91.8
16:11:58.476 -> 95.7,kPa,,,11:58.5,->,95.7
16:11:58.572 -> 95.7,kPa,,,11:58.6,->,95.7
16:11:58.667 -> 95.7,kPa,,,11:58.7,->,95.7
16:11:58.760 -> 93.8,kPa,,,11:58.8,->,93.8
16:11:58.858 -> 93.8,kPa,,,11:58.9,->,93.8
16:11:58.967 -> 95.7,kPa,,,11:59.0,->,95.7
16:11:59.062 -> 95.7,kPa,,,11:59.1,->,95.7
16:11:59.157 -> 95.7,kPa,,,11:59.2,->,95.7
16:11:59.269 -> 95.7,kPa,,,11:59.3,->,95.7
16:11:59.363 -> 95.7,kPa,,,11:59.4,->,95.7
16:11:59.457 -> 95.7,kPa,,,11:59.5,->,95.7
16:11:59.555 -> 93.8,kPa,,,11:59.6,->,93.8
16:11:59.647 -> 91.8,kPa,,,11:59.6,->,91.8
16:11:59.774 -> 93.8,kPa,,,11:59.8,->,93.8
16:11:59.869 -> 93.8,kPa,,,11:59.9,->,93.8
16:11:59.949 -> 93.8,kPa,,,11:59.9,->,93.8
16:12:00.044 -> 95.7,kPa,,,12:00.0,->,95.7
16:12:00.192 -> 91.8,kPa,,,12:00.2,->,91.8
16:12:00.282 -> 89.9,kPa,,,12:00.3,->,89.9
16:12:00.376 -> 89.9,kPa,,,12:00.4,->,89.9
16:12:00.470 -> 87.9,kPa,,,12:00.5,->,87.9
16:12:00.563 -> 86.0,kPa,,,12:00.6,->,86
16:12:00.657 -> 82.1,kPa,,,12:00.7,->,82.1
16:12:00.751 -> 76.2,kPa,,,12:00.8,->,76.2
16:12:00.892 -> 72.3,kPa,,,12:00.9,->,72.3
16:12:00.985 -> 64.5,kPa,,,12:01.0,->,64.5
16:12:01.079 -> 62.5,kPa,,,12:01.1,->,62.5
16:12:01.188 -> 66.4,kPa,,,12:01.2,->,66.4
16:12:01.282 -> 78.2,kPa,,,12:01.3,->,78.2
16:12:01.376 -> 87.9,kPa,,,12:01.4,->,87.9
16:12:01.470 -> 91.8,kPa,,,12:01.5,->,91.8
16:12:01.563 -> 93.8,kPa,,,12:01.6,->,93.8
16:12:01.674 -> 93.8,kPa,,,12:01.7,->,93.8
16:12:01.783 -> 95.7,kPa,,,12:01.8,->,95.7
16:12:01.887 -> 91.8,kPa,,,12:01.9,->,91.8
16:12:01.971 -> 95.7,kPa,,,12:02.0,->,95.7
16:12:02.065 -> 91.8,kPa,,,12:02.1,->,91.8
16:12:02.158 -> 89.9,kPa,,,12:02.2,->,89.9
16:12:02.299 -> 91.8,kPa,,,12:02.3,->,91.8
16:12:02.393 -> 91.8,kPa,,,12:02.4,->,91.8
16:12:02.487 -> 89.9,kPa,,,12:02.5,->,89.9
16:12:02.596 -> 89.9,kPa,,,12:02.6,->,89.9
16:12:02.674 -> 87.9,kPa,,,12:02.7,->,87.9
16:12:02.768 -> 87.9,kPa,,,12:02.8,->,87.9
16:12:02.861 -> 93.8,kPa,,,12:02.9,->,93.8
16:12:02.962 -> 93.8,kPa,,,12:03.0,->,93.8
16:12:03.096 -> 95.7,kPa,,,12:03.1,->,95.7
16:12:03.190 -> 95.7,kPa,,,12:03.2,->,95.7
16:12:03.284 -> 91.8,kPa,,,12:03.3,->,91.8
16:12:03.378 -> 87.9,kPa,,,12:03.4,->,87.9
16:12:03.471 -> 84.0,kPa,,,12:03.5,->,84
16:12:03.565 -> 84.0,kPa,,,12:03.6,->,84
16:12:03.706 -> 82.1,kPa,,,12:03.7,->,82.1
16:12:03.784 -> 82.1,kPa,,,12:03.8,->,82.1
16:12:03.878 -> 86.0,kPa,,,12:03.9,->,86
16:12:03.971 -> 91.8,kPa,,,12:04.0,->,91.8
16:12:04.112 -> 93.8,kPa,,,12:04.1,->,93.8
16:12:04.206 -> 95.7,kPa,,,12:04.2,->,95.7
16:12:04.300 -> 95.7,kPa,,,12:04.3,->,95.7
16:12:04.394 -> 95.7,kPa,,,12:04.4,->,95.7
16:12:04.488 -> 97.7,kPa,,,12:04.5,->,97.7
16:12:04.582 -> 97.7,kPa,,,12:04.6,->,97.7
16:12:04.676 -> 95.7,kPa,,,12:04.7,->,95.7
16:12:04.769 -> 95.7,kPa,,,12:04.8,->,95.7
16:12:04.911 -> 95.7,kPa,,,12:04.9,->,95.7
16:12:05.004 -> 95.7,kPa,,,12:05.0,->,95.7
16:12:05.098 -> 93.8,kPa,,,12:05.1,->,93.8
16:12:05.192 -> 93.8,kPa,,,12:05.2,->,93.8
16:12:05.286 -> 93.8,kPa,,,12:05.3,->,93.8
16:12:05.380 -> 89.9,kPa,,,12:05.4,->,89.9
16:12:05.474 -> 89.9,kPa,,,12:05.5,->,89.9
16:12:05.614 -> 89.9,kPa,,,12:05.6,->,89.9
16:12:05.709 -> 91.8,kPa,,,12:05.7,->,91.8
16:12:05.803 -> 91.8,kPa,,,12:05.8,->,91.8
16:12:05.897 -> 91.8,kPa,,,12:05.9,->,91.8
16:12:05.990 -> 89.9,kPa,,,12:06.0,->,89.9
16:12:06.084 -> 91.8,kPa,,,12:06.1,->,91.8
16:12:06.178 -> 93.8,kPa,,,12:06.2,->,93.8
16:12:06.287 -> 95.7,kPa,,,12:06.3,->,95.7
16:12:06.381 -> 93.8,kPa,,,12:06.4,->,93.8
16:12:06.522 -> 95.7,kPa,,,12:06.5,->,95.7
16:12:06.615 -> 95.7,kPa,,,12:06.6,->,95.7
16:12:06.709 -> 95.7,kPa,,,12:06.7,->,95.7
16:12:06.803 -> 97.7,kPa,,,12:06.8,->,97.7
16:12:06.899 -> 97.7,kPa,,,12:06.9,->,97.7
16:12:06.991 -> 93.8,kPa,,,12:07.0,->,93.8
16:12:07.085 -> 91.8,kPa,,,12:07.1,->,91.8
16:12:07.226 -> 91.8,kPa,,,12:07.2,->,91.8
16:12:07.273 -> 89.9,kPa,,,12:07.3,->,89.9
16:12:07.413 -> 89.9,kPa,,,12:07.4,->,89.9
16:12:07.507 -> 91.8,kPa,,,12:07.5,->,91.8
16:12:07.601 -> 95.7,kPa,,,12:07.6,->,95.7
16:12:07.695 -> 95.7,kPa,,,12:07.7,->,95.7
16:12:07.788 -> 95.7,kPa,,,12:07.8,->,95.7
16:12:07.882 -> 91.8,kPa,,,12:07.9,->,91.8
16:12:08.054 -> 87.9,kPa,,,12:08.1,->,87.9
16:12:08.132 -> 84.0,kPa,,,12:08.1,->,84
16:12:08.226 -> 80.1,kPa,,,12:08.2,->,80.1
16:12:08.288 -> 84.0,kPa,,,12:08.3,->,84
16:12:08.429 -> 87.9,kPa,,,12:08.4,->,87.9
16:12:08.523 -> 93.8,kPa,,,12:08.5,->,93.8
16:12:08.616 -> 93.8,kPa,,,12:08.6,->,93.8
16:12:08.710 -> 95.7,kPa,,,12:08.7,->,95.7
16:12:08.804 -> 95.7,kPa,,,12:08.8,->,95.7
16:12:08.898 -> 93.8,kPa,,,12:08.9,->,93.8
16:12:09.054 -> 95.7,kPa,,,12:09.1,->,95.7
16:12:09.101 -> 95.7,kPa,,,12:09.1,->,95.7
16:12:09.194 -> 95.7,kPa,,,12:09.2,->,95.7
16:12:09.288 -> 95.7,kPa,,,12:09.3,->,95.7
16:12:09.429 -> 93.8,kPa,,,12:09.4,->,93.8
16:12:09.523 -> 95.7,kPa,,,12:09.5,->,95.7
16:12:09.616 -> 95.7,kPa,,,12:09.6,->,95.7
16:12:09.710 -> 95.7,kPa,,,12:09.7,->,95.7
16:12:09.804 -> 95.7,kPa,,,12:09.8,->,95.7
16:12:09.914 -> 95.7,kPa,,,12:09.9,->,95.7
16:12:10.007 -> 95.7,kPa,,,12:10.0,->,95.7
16:12:10.148 -> 93.8,kPa,,,12:10.1,->,93.8
16:12:10.242 -> 91.8,kPa,,,12:10.2,->,91.8
16:12:10.289 -> 91.8,kPa,,,12:10.3,->,91.8
16:12:10.445 -> 91.8,kPa,,,12:10.4,->,91.8
16:12:10.539 -> 93.8,kPa,,,12:10.5,->,93.8
16:12:10.632 -> 95.7,kPa,,,12:10.6,->,95.7
16:12:10.726 -> 97.7,kPa,,,12:10.7,->,97.7
16:12:10.820 -> 95.7,kPa,,,12:10.8,->,95.7
16:12:10.914 -> 97.7,kPa,,,12:10.9,->,97.7
16:12:11.023 -> 91.8,kPa,,,12:11.0,->,91.8
16:12:11.117 -> 89.9,kPa,,,12:11.1,->,89.9
16:12:11.211 -> 89.9,kPa,,,12:11.2,->,89.9
16:12:11.305 -> 91.8,kPa,,,12:11.3,->,91.8
16:12:11.446 -> 95.7,kPa,,,12:11.4,->,95.7
16:12:11.540 -> 95.7,kPa,,,12:11.5,->,95.7
16:12:11.633 -> 95.7,kPa,,,12:11.6,->,95.7
16:12:11.727 -> 93.8,kPa,,,12:11.7,->,93.8
16:12:11.821 -> 95.7,kPa,,,12:11.8,->,95.7
16:12:11.915 -> 93.8,kPa,,,12:11.9,->,93.8
16:12:12.055 -> 93.8,kPa,,,12:12.1,->,93.8
16:12:12.149 -> 93.8,kPa,,,12:12.1,->,93.8
16:12:12.243 -> 93.8,kPa,,,12:12.2,->,93.8
16:12:12.337 -> 91.8,kPa,,,12:12.3,->,91.8
16:12:12.431 -> 89.9,kPa,,,12:12.4,->,89.9
16:12:12.525 -> 91.8,kPa,,,12:12.5,->,91.8
16:12:12.635 -> 93.8,kPa,,,12:12.6,->,93.8
16:12:12.729 -> 93.8,kPa,,,12:12.7,->,93.8
16:12:12.822 -> 93.8,kPa,,,12:12.8,->,93.8
16:12:12.916 -> 93.8,kPa,,,12:12.9,->,93.8
16:12:13.057 -> 91.8,kPa,,,12:13.1,->,91.8
16:12:13.150 -> 93.8,kPa,,,12:13.2,->,93.8
16:12:13.260 -> 93.8,kPa,,,12:13.3,->,93.8
16:12:13.353 -> 95.7,kPa,,,12:13.4,->,95.7
16:12:13.447 -> 93.8,kPa,,,12:13.4,->,93.8
16:12:13.557 -> 93.8,kPa,,,12:13.6,->,93.8
16:12:13.650 -> 93.8,kPa,,,12:13.6,->,93.8
16:12:13.744 -> 93.8,kPa,,,12:13.7,->,93.8
16:12:13.838 -> 93.8,kPa,,,12:13.8,->,93.8
16:12:13.932 -> 91.8,kPa,,,12:13.9,->,91.8
16:12:14.026 -> 89.9,kPa,,,12:14.0,->,89.9
16:12:14.167 -> 91.8,kPa,,,12:14.2,->,91.8
16:12:14.260 -> 93.8,kPa,,,12:14.3,->,93.8
16:12:14.354 -> 93.8,kPa,,,12:14.4,->,93.8
16:12:14.464 -> 89.9,kPa,,,12:14.5,->,89.9
16:12:14.557 -> 86.0,kPa,,,12:14.6,->,86
16:12:14.651 -> 84.0,kPa,,,12:14.7,->,84
16:12:14.745 -> 86.0,kPa,,,12:14.7,->,86
16:12:14.839 -> 95.7,kPa,,,12:14.8,->,95.7
16:12:14.932 -> 95.7,kPa,,,12:14.9,->,95.7
16:12:15.042 -> 95.7,kPa,,,12:15.0,->,95.7
16:12:15.135 -> 97.7,kPa,,,12:15.1,->,97.7
16:12:15.229 -> 97.7,kPa,,,12:15.2,->,97.7
16:12:15.370 -> 95.7,kPa,,,12:15.4,->,95.7
16:12:15.464 -> 93.8,kPa,,,12:15.5,->,93.8
16:12:15.558 -> 95.7,kPa,,,12:15.6,->,95.7
16:12:15.651 -> 95.7,kPa,,,12:15.7,->,95.7
16:12:15.745 -> 95.7,kPa,,,12:15.7,->,95.7
16:12:15.839 -> 95.7,kPa,,,12:15.8,->,95.7
16:12:15.980 -> 93.8,kPa,,,12:16.0,->,93.8
16:12:16.074 -> 89.9,kPa,,,12:16.1,->,89.9
16:12:16.168 -> 89.9,kPa,,,12:16.2,->,89.9
16:12:16.262 -> 87.9,kPa,,,12:16.3,->,87.9
16:12:16.355 -> 91.8,kPa,,,12:16.4,->,91.8
16:12:16.449 -> 89.9,kPa,,,12:16.4,->,89.9
16:12:16.543 -> 84.0,kPa,,,12:16.5,->,84
16:12:16.637 -> 76.2,kPa,,,12:16.6,->,76.2
16:12:16.778 -> 72.3,kPa,,,12:16.8,->,72.3
16:12:16.840 -> 70.3,kPa,,,12:16.8,->,70.3
16:12:16.934 -> 70.3,kPa,,,12:16.9,->,70.3
16:12:17.075 -> 68.4,kPa,,,12:17.1,->,68.4
16:12:17.169 -> 66.4,kPa,,,12:17.2,->,66.4
16:12:17.263 -> 72.3,kPa,,,12:17.3,->,72.3
16:12:17.357 -> 84.0,kPa,,,12:17.4,->,84
16:12:17.450 -> 89.9,kPa,,,12:17.4,->,89.9
16:12:17.544 -> 93.8,kPa,,,12:17.5,->,93.8
16:12:17.685 -> 93.8,kPa,,,12:17.7,->,93.8
16:12:17.778 -> 93.8,kPa,,,12:17.8,->,93.8
16:12:17.872 -> 95.7,kPa,,,12:17.9,->,95.7
16:12:17.966 -> 95.7,kPa,,,12:18.0,->,95.7
16:12:18.076 -> 93.8,kPa,,,12:18.1,->,93.8
16:12:18.169 -> 91.8,kPa,,,12:18.2,->,91.8
16:12:18.263 -> 93.8,kPa,,,12:18.3,->,93.8
16:12:18.357 -> 93.8,kPa,,,12:18.4,->,93.8
16:12:18.466 -> 95.7,kPa,,,12:18.5,->,95.7
16:12:18.560 -> 97.7,kPa,,,12:18.6,->,97.7
16:12:18.654 -> 95.7,kPa,,,12:18.7,->,95.7
16:12:18.748 -> 97.7,kPa,,,12:18.7,->,97.7
16:12:18.888 -> 97.7,kPa,,,12:18.9,->,97.7
16:12:18.982 -> 97.7,kPa,,,12:19.0,->,97.7
16:12:19.091 -> 97.7,kPa,,,12:19.1,->,97.7
16:12:19.185 -> 99.6,kPa,,,12:19.2,->,99.6
16:12:19.279 -> 95.7,kPa,,,12:19.3,->,95.7
16:12:19.373 -> 97.7,kPa,,,12:19.4,->,97.7
16:12:19.467 -> 91.8,kPa,,,12:19.5,->,91.8
16:12:19.561 -> 87.9,kPa,,,12:19.6,->,87.9
16:12:19.686 -> 91.8,kPa,,,12:19.7,->,91.8
16:12:19.779 -> 91.8,kPa,,,12:19.8,->,91.8
16:12:19.873 -> 93.8,kPa,,,12:19.9,->,93.8
16:12:19.967 -> 93.8,kPa,,,12:20.0,->,93.8
16:12:20.061 -> 93.8,kPa,,,12:20.1,->,93.8
16:12:20.154 -> 95.7,kPa,,,12:20.2,->,95.7
16:12:20.295 -> 95.7,kPa,,,12:20.3,->,95.7
16:12:20.389 -> 95.7,kPa,,,12:20.4,->,95.7
16:12:20.482 -> 89.9,kPa,,,12:20.5,->,89.9
16:12:20.576 -> 86.0,kPa,,,12:20.6,->,86
16:12:20.670 -> 82.1,kPa,,,12:20.7,->,82.1
16:12:20.764 -> 82.1,kPa,,,12:20.8,->,82.1
16:12:20.905 -> 87.9,kPa,,,12:20.9,->,87.9
16:12:21.014 -> 89.9,kPa,,,12:21.0,->,89.9
16:12:21.108 -> 91.8,kPa,,,12:21.1,->,91.8
16:12:21.155 -> 91.8,kPa,,,12:21.2,->,91.8
16:12:21.311 -> 89.9,kPa,,,12:21.3,->,89.9
16:12:21.405 -> 87.9,kPa,,,12:21.4,->,87.9
16:12:21.498 -> 86.0,kPa,,,12:21.5,->,86
16:12:21.592 -> 86.0,kPa,,,12:21.6,->,86
16:12:21.686 -> 89.9,kPa,,,12:21.7,->,89.9
16:12:21.780 -> 91.8,kPa,,,12:21.8,->,91.8
16:12:21.874 -> 89.9,kPa,,,12:21.9,->,89.9
16:12:21.968 -> 86.0,kPa,,,12:22.0,->,86
16:12:22.108 -> 86.0,kPa,,,12:22.1,->,86
16:12:22.202 -> 87.9,kPa,,,12:22.2,->,87.9
16:12:22.296 -> 89.9,kPa,,,12:22.3,->,89.9
16:12:22.390 -> 87.9,kPa,,,12:22.4,->,87.9
16:12:22.483 -> 87.9,kPa,,,12:22.5,->,87.9
16:12:22.577 -> 84.0,kPa,,,12:22.6,->,84
16:12:22.671 -> 80.1,kPa,,,12:22.7,->,80.1
16:12:22.812 -> 74.3,kPa,,,12:22.8,->,74.3
16:12:22.905 -> 76.2,kPa,,,12:22.9,->,76.2
16:12:22.999 -> 80.1,kPa,,,12:23.0,->,80.1
16:12:23.093 -> 82.1,kPa,,,12:23.1,->,82.1
16:12:23.186 -> 82.1,kPa,,,12:23.2,->,82.1
16:12:23.280 -> 89.9,kPa,,,12:23.3,->,89.9
16:12:23.374 -> 91.8,kPa,,,12:23.4,->,91.8
