TimeStamp,Unit,,,TimeStamp,,Values
14:21:28.687 -> 91.8,kPa,,,21:28.7,->,91.8
14:21:28.830 -> 89.9,kPa,,,21:28.8,->,89.9
14:21:28.925 -> 89.9,kPa,,,21:28.9,->,89.9
14:21:29.019 -> 89.9,kPa,,,21:29.0,->,89.9
14:21:29.114 -> 91.8,kPa,,,21:29.1,->,91.8
14:21:29.209 -> 91.8,kPa,,,21:29.2,->,91.8
14:21:29.305 -> 93.8,kPa,,,21:29.3,->,93.8
14:21:29.400 -> 95.7,kPa,,,21:29.4,->,95.7
14:21:29.511 -> 95.7,kPa,,,21:29.5,->,95.7
14:21:29.590 -> 95.7,kPa,,,21:29.6,->,95.7
14:21:29.732 -> 95.7,kPa,,,21:29.7,->,95.7
14:21:29.827 -> 29.3,kPa,,,21:29.8,->,29.3
14:21:29.922 -> 0.0,kPa,,,21:29.9,->,0
14:21:30.016 -> 0.0,kPa,,,21:30.0,->,0
14:21:30.111 -> 0.0,kPa,,,21:30.1,->,0
14:21:30.205 -> 0.0,kPa,,,21:30.2,->,0
14:21:30.324 -> 0.0,kPa,,,21:30.3,->,0
14:21:30.411 -> 0.0,kPa,,,21:30.4,->,0
14:21:32.210 -> -1.9,kPa,,,21:32.2,->,-1.9
14:21:32.352 -> -1.9,kPa,,,21:32.4,->,-1.9
14:21:32.447 -> 0.0,kPa,,,21:32.4,->,0
14:21:32.540 -> 0.0,kPa,,,21:32.5,->,0
14:21:32.635 -> 0.0,kPa,,,21:32.6,->,0
14:21:32.730 -> 0.0,kPa,,,21:32.7,->,0
14:21:34.417 -> 2.0,kPa,,,21:34.4,->,2
14:21:34.558 -> 0.0,kPa,,,21:34.6,->,0
