TimeStamp,,,,TimeStamp,,Specification,Unit,Value
14:20:01.939 -> The value of current in ma : 7879.78,,,,20:01.9,->,current ,ma,7879.78
14:20:02.081 -> The value of current in ma : 7971.94,,,,20:02.1,->,current ,ma,7971.94
14:20:02.223 -> The value of current in ma : 7902.82,,,,20:02.2,->,current ,ma,7902.82
14:20:02.318 -> The value of current in ma : 7902.82,,,,20:02.3,->,current ,ma,7902.82
14:20:02.461 -> The value of current in ma : 7925.86,,,,20:02.5,->,current ,ma,7925.86
14:20:02.555 -> The value of current in ma : 7971.94,,,,20:02.6,->,current ,ma,7971.94
14:20:02.698 -> The value of current in ma : 7994.98,,,,20:02.7,->,current ,ma,7994.98
14:20:02.793 -> The value of current in ma : 7948.90,,,,20:02.8,->,current ,ma,7948.9
14:20:02.935 -> The value of current in ma : 7948.90,,,,20:02.9,->,current ,ma,7948.9
14:20:03.077 -> The value of current in ma : 7971.94,,,,20:03.1,->,current ,ma,7971.94
14:20:03.156 -> The value of current in ma : 7925.86,,,,20:03.2,->,current ,ma,7925.86
14:20:03.298 -> The value of current in ma : 7948.90,,,,20:03.3,->,current ,ma,7948.9
14:20:03.441 -> The value of current in ma : 7971.94,,,,20:03.4,->,current ,ma,7971.94
14:20:03.537 -> The value of current in ma : 7994.98,,,,20:03.5,->,current ,ma,7994.98
14:20:03.679 -> The value of current in ma : 7925.86,,,,20:03.7,->,current ,ma,7925.86
14:20:03.773 -> The value of current in ma : 7948.90,,,,20:03.8,->,current ,ma,7948.9
14:20:03.917 -> The value of current in ma : 7948.90,,,,20:03.9,->,current ,ma,7948.9
14:20:04.012 -> The value of current in ma : 7925.86,,,,20:04.0,->,current ,ma,7925.86
14:20:04.154 -> The value of current in ma : 7994.98,,,,20:04.2,->,current ,ma,7994.98
14:20:04.280 -> The value of current in ma : 7971.94,,,,20:04.3,->,current ,ma,7971.94
14:20:04.374 -> The value of current in ma : 7994.98,,,,20:04.4,->,current ,ma,7994.98
14:20:04.518 -> The value of current in ma : 7902.82,,,,20:04.5,->,current ,ma,7902.82
14:20:04.612 -> The value of current in ma : 7948.90,,,,20:04.6,->,current ,ma,7948.9
14:20:04.754 -> The value of current in ma : 7971.94,,,,20:04.8,->,current ,ma,7971.94
14:20:04.897 -> The value of current in ma : 7879.78,,,,20:04.9,->,current ,ma,7879.78
14:20:04.992 -> The value of current in ma : 7948.90,,,,20:05.0,->,current ,ma,7948.9
14:20:05.133 -> The value of current in ma : 7902.82,,,,20:05.1,->,current ,ma,7902.82
14:20:05.228 -> The value of current in ma : 7948.90,,,,20:05.2,->,current ,ma,7948.9
14:20:05.370 -> The value of current in ma : 7833.70,,,,20:05.4,->,current ,ma,7833.7
14:20:05.466 -> The value of current in ma : 7948.90,,,,20:05.5,->,current ,ma,7948.9
14:20:05.608 -> The value of current in ma : 7902.82,,,,20:05.6,->,current ,ma,7902.82
14:20:05.703 -> The value of current in ma : 7902.82,,,,20:05.7,->,current ,ma,7902.82
14:20:05.846 -> The value of current in ma : 7925.86,,,,20:05.8,->,current ,ma,7925.86
14:20:05.941 -> The value of current in ma : 7948.90,,,,20:05.9,->,current ,ma,7948.9
14:20:06.083 -> The value of current in ma : 7948.90,,,,20:06.1,->,current ,ma,7948.9
14:20:06.226 -> The value of current in ma : 7925.86,,,,20:06.2,->,current ,ma,7925.86
14:20:06.321 -> The value of current in ma : 7925.86,,,,20:06.3,->,current ,ma,7925.86
14:20:06.463 -> The value of current in ma : 7948.90,,,,20:06.5,->,current ,ma,7948.9
14:20:06.558 -> The value of current in ma : 7925.86,,,,20:06.6,->,current ,ma,7925.86
14:20:06.685 -> The value of current in ma : 7902.82,,,,20:06.7,->,current ,ma,7902.82
14:20:06.828 -> The value of current in ma : 7971.94,,,,20:06.8,->,current ,ma,7971.94
14:20:06.923 -> The value of current in ma : 7925.86,,,,20:06.9,->,current ,ma,7925.86
14:20:07.065 -> The value of current in ma : 7971.94,,,,20:07.1,->,current ,ma,7971.94
14:20:07.159 -> The value of current in ma : 7925.86,,,,20:07.2,->,current ,ma,7925.86
14:20:07.301 -> The value of current in ma : 7994.98,,,,20:07.3,->,current ,ma,7994.98
14:20:07.397 -> The value of current in ma : 7971.94,,,,20:07.4,->,current ,ma,7971.94
14:20:07.540 -> The value of current in ma : 7902.82,,,,20:07.5,->,current ,ma,7902.82
14:20:07.683 -> The value of current in ma : 7994.98,,,,20:07.7,->,current ,ma,7994.98
14:20:07.763 -> The value of current in ma : 7948.90,,,,20:07.8,->,current ,ma,7948.9
14:20:07.905 -> The value of current in ma : 7948.90,,,,20:07.9,->,current ,ma,7948.9
14:20:08.048 -> The value of current in ma : 7948.90,,,,20:08.0,->,current ,ma,7948.9
14:20:08.143 -> The value of current in ma : 8018.02,,,,20:08.1,->,current ,ma,8018.02
14:20:08.272 -> The value of current in ma : 7925.86,,,,20:08.3,->,current ,ma,7925.86
14:20:08.366 -> The value of current in ma : 8041.06,,,,20:08.4,->,current ,ma,8041.06
14:20:08.508 -> The value of current in ma : 7971.94,,,,20:08.5,->,current ,ma,7971.94
14:20:08.650 -> The value of current in ma : 7948.90,,,,20:08.7,->,current ,ma,7948.9
14:20:08.745 -> The value of current in ma : 7971.94,,,,20:08.7,->,current ,ma,7971.94
14:20:08.889 -> The value of current in ma : 7902.82,,,,20:08.9,->,current ,ma,7902.82
14:20:08.982 -> The value of current in ma : 7994.98,,,,20:09.0,->,current ,ma,7994.98
14:20:09.125 -> The value of current in ma : 7925.86,,,,20:09.1,->,current ,ma,7925.86
14:20:09.220 -> The value of current in ma : 7994.98,,,,20:09.2,->,current ,ma,7994.98
14:20:09.362 -> The value of current in ma : 7925.86,,,,20:09.4,->,current ,ma,7925.86
14:20:09.456 -> The value of current in ma : 7948.90,,,,20:09.5,->,current ,ma,7948.9
14:20:09.597 -> The value of current in ma : 7902.82,,,,20:09.6,->,current ,ma,7902.82
14:20:09.739 -> The value of current in ma : 7948.90,,,,20:09.7,->,current ,ma,7948.9
14:20:09.834 -> The value of current in ma : 7925.86,,,,20:09.8,->,current ,ma,7925.86
14:20:09.976 -> The value of current in ma : 7994.98,,,,20:10.0,->,current ,ma,7994.98
14:20:10.071 -> The value of current in ma : 7948.90,,,,20:10.1,->,current ,ma,7948.9
14:20:10.213 -> The value of current in ma : 7856.74,,,,20:10.2,->,current ,ma,7856.74
14:20:10.340 -> The value of current in ma : 7902.82,,,,20:10.3,->,current ,ma,7902.82
14:20:10.467 -> The value of current in ma : 7902.82,,,,20:10.5,->,current ,ma,7902.82
14:20:10.562 -> The value of current in ma : 7902.82,,,,20:10.6,->,current ,ma,7902.82
14:20:10.704 -> The value of current in ma : 7948.90,,,,20:10.7,->,current ,ma,7948.9
14:20:10.799 -> The value of current in ma : 7925.86,,,,20:10.8,->,current ,ma,7925.86
14:20:10.942 -> The value of current in ma : 7879.78,,,,20:10.9,->,current ,ma,7879.78
14:20:11.036 -> The value of current in ma : 7971.94,,,,20:11.0,->,current ,ma,7971.94
14:20:11.178 -> The value of current in ma : 7902.82,,,,20:11.2,->,current ,ma,7902.82
14:20:11.320 -> The value of current in ma : 7948.90,,,,20:11.3,->,current ,ma,7948.9
14:20:11.415 -> The value of current in ma : 7879.78,,,,20:11.4,->,current ,ma,7879.78
14:20:11.558 -> The value of current in ma : 7925.86,,,,20:11.6,->,current ,ma,7925.86
14:20:11.638 -> The value of current in ma : 7994.98,,,,20:11.6,->,current ,ma,7994.98
14:20:11.781 -> The value of current in ma : 7948.90,,,,20:11.8,->,current ,ma,7948.9
14:20:11.922 -> The value of current in ma : 7925.86,,,,20:11.9,->,current ,ma,7925.86
14:20:12.018 -> The value of current in ma : 7925.86,,,,20:12.0,->,current ,ma,7925.86
14:20:12.161 -> The value of current in ma : 7902.82,,,,20:12.2,->,current ,ma,7902.82
14:20:12.288 -> The value of current in ma : 7971.94,,,,20:12.3,->,current ,ma,7971.94
14:20:12.384 -> The value of current in ma : 8018.02,,,,20:12.4,->,current ,ma,8018.02
14:20:12.526 -> The value of current in ma : 7856.74,,,,20:12.5,->,current ,ma,7856.74
14:20:12.622 -> The value of current in ma : 7902.82,,,,20:12.6,->,current ,ma,7902.82
14:20:12.765 -> The value of current in ma : 7971.94,,,,20:12.8,->,current ,ma,7971.94
14:20:12.892 -> The value of current in ma : 7902.82,,,,20:12.9,->,current ,ma,7902.82
14:20:12.987 -> The value of current in ma : 7948.90,,,,20:13.0,->,current ,ma,7948.9
14:20:13.116 -> The value of current in ma : 7925.86,,,,20:13.1,->,current ,ma,7925.86
14:20:13.212 -> The value of current in ma : 7902.82,,,,20:13.2,->,current ,ma,7902.82
14:20:13.355 -> The value of current in ma : 7902.82,,,,20:13.4,->,current ,ma,7902.82
14:20:13.497 -> The value of current in ma : 7948.90,,,,20:13.5,->,current ,ma,7948.9
14:20:13.594 -> The value of current in ma : 7902.82,,,,20:13.6,->,current ,ma,7902.82
14:20:13.739 -> The value of current in ma : 7902.82,,,,20:13.7,->,current ,ma,7902.82
14:20:13.834 -> The value of current in ma : 7902.82,,,,20:13.8,->,current ,ma,7902.82
14:20:13.975 -> The value of current in ma : 7971.94,,,,20:14.0,->,current ,ma,7971.94
14:20:14.070 -> The value of current in ma : 7925.86,,,,20:14.1,->,current ,ma,7925.86
14:20:14.199 -> The value of current in ma : 7971.94,,,,20:14.2,->,current ,ma,7971.94
14:20:14.342 -> The value of current in ma : 7948.90,,,,20:14.3,->,current ,ma,7948.9
14:20:14.438 -> The value of current in ma : 7971.94,,,,20:14.4,->,current ,ma,7971.94
14:20:14.581 -> The value of current in ma : 7833.70,,,,20:14.6,->,current ,ma,7833.7
14:20:14.676 -> The value of current in ma : 7902.82,,,,20:14.7,->,current ,ma,7902.82
14:20:14.818 -> The value of current in ma : 7879.78,,,,20:14.8,->,current ,ma,7879.78
14:20:14.913 -> The value of current in ma : 7879.78,,,,20:14.9,->,current ,ma,7879.78
14:20:15.041 -> The value of current in ma : 7902.82,,,,20:15.0,->,current ,ma,7902.82
14:20:15.183 -> The value of current in ma : 7971.94,,,,20:15.2,->,current ,ma,7971.94
14:20:15.278 -> The value of current in ma : 7856.74,,,,20:15.3,->,current ,ma,7856.74
14:20:15.421 -> The value of current in ma : 7925.86,,,,20:15.4,->,current ,ma,7925.86
14:20:15.548 -> The value of current in ma : 7902.82,,,,20:15.5,->,current ,ma,7902.82
14:20:15.643 -> The value of current in ma : 7902.82,,,,20:15.6,->,current ,ma,7902.82
14:20:15.785 -> The value of current in ma : 7925.86,,,,20:15.8,->,current ,ma,7925.86
14:20:15.881 -> The value of current in ma : 7879.78,,,,20:15.9,->,current ,ma,7879.78
14:20:16.024 -> The value of current in ma : 7879.78,,,,20:16.0,->,current ,ma,7879.78
14:20:16.119 -> The value of current in ma : 7902.82,,,,20:16.1,->,current ,ma,7902.82
14:20:16.247 -> The value of current in ma : 7902.82,,,,20:16.2,->,current ,ma,7902.82
14:20:16.389 -> The value of current in ma : 7925.86,,,,20:16.4,->,current ,ma,7925.86
14:20:16.484 -> The value of current in ma : 7902.82,,,,20:16.5,->,current ,ma,7902.82
14:20:16.613 -> The value of current in ma : 7971.94,,,,20:16.6,->,current ,ma,7971.94
14:20:16.754 -> The value of current in ma : 7879.78,,,,20:16.8,->,current ,ma,7879.78
14:20:16.850 -> The value of current in ma : 7925.86,,,,20:16.9,->,current ,ma,7925.86
14:20:16.992 -> The value of current in ma : 7902.82,,,,20:17.0,->,current ,ma,7902.82
14:20:17.120 -> The value of current in ma : 7948.90,,,,20:17.1,->,current ,ma,7948.9
14:20:17.215 -> The value of current in ma : 7879.78,,,,20:17.2,->,current ,ma,7879.78
14:20:17.357 -> The value of current in ma : 7902.82,,,,20:17.4,->,current ,ma,7902.82
14:20:17.453 -> The value of current in ma : 7902.82,,,,20:17.5,->,current ,ma,7902.82
14:20:17.596 -> The value of current in ma : 7925.86,,,,20:17.6,->,current ,ma,7925.86
14:20:17.722 -> The value of current in ma : 7925.86,,,,20:17.7,->,current ,ma,7925.86
14:20:17.817 -> The value of current in ma : 7879.78,,,,20:17.8,->,current ,ma,7879.78
14:20:17.960 -> The value of current in ma : 7925.86,,,,20:18.0,->,current ,ma,7925.86
14:20:18.102 -> The value of current in ma : 7902.82,,,,20:18.1,->,current ,ma,7902.82
14:20:18.197 -> The value of current in ma : 7879.78,,,,20:18.2,->,current ,ma,7879.78
14:20:18.340 -> The value of current in ma : 7879.78,,,,20:18.3,->,current ,ma,7879.78
14:20:18.434 -> The value of current in ma : 7902.82,,,,20:18.4,->,current ,ma,7902.82
14:20:18.576 -> The value of current in ma : 7902.82,,,,20:18.6,->,current ,ma,7902.82
14:20:18.670 -> The value of current in ma : 7971.94,,,,20:18.7,->,current ,ma,7971.94
14:20:18.812 -> The value of current in ma : 7925.86,,,,20:18.8,->,current ,ma,7925.86
14:20:18.908 -> The value of current in ma : 7879.78,,,,20:18.9,->,current ,ma,7879.78
14:20:19.050 -> The value of current in ma : 7879.78,,,,20:19.1,->,current ,ma,7879.78
14:20:19.191 -> The value of current in ma : 7856.74,,,,20:19.2,->,current ,ma,7856.74
14:20:19.286 -> The value of current in ma : 7902.82,,,,20:19.3,->,current ,ma,7902.82
14:20:19.413 -> The value of current in ma : 7879.78,,,,20:19.4,->,current ,ma,7879.78
14:20:19.555 -> The value of current in ma : 7925.86,,,,20:19.6,->,current ,ma,7925.86
14:20:19.649 -> The value of current in ma : 7948.90,,,,20:19.6,->,current ,ma,7948.9
14:20:19.776 -> The value of current in ma : 8041.06,,,,20:19.8,->,current ,ma,8041.06
14:20:19.918 -> The value of current in ma : 7925.86,,,,20:19.9,->,current ,ma,7925.86
14:20:20.012 -> The value of current in ma : 7948.90,,,,20:20.0,->,current ,ma,7948.9
14:20:20.155 -> The value of current in ma : 7810.66,,,,20:20.2,->,current ,ma,7810.66
14:20:20.235 -> The value of current in ma : 7879.78,,,,20:20.2,->,current ,ma,7879.78
14:20:20.377 -> The value of current in ma : 7879.78,,,,20:20.4,->,current ,ma,7879.78
14:20:20.519 -> The value of current in ma : 7925.86,,,,20:20.5,->,current ,ma,7925.86
14:20:20.614 -> The value of current in ma : 7948.90,,,,20:20.6,->,current ,ma,7948.9
14:20:20.756 -> The value of current in ma : 7902.82,,,,20:20.8,->,current ,ma,7902.82
14:20:20.850 -> The value of current in ma : 7902.82,,,,20:20.8,->,current ,ma,7902.82
14:20:20.992 -> The value of current in ma : 7902.82,,,,20:21.0,->,current ,ma,7902.82
14:20:21.134 -> The value of current in ma : 8018.02,,,,20:21.1,->,current ,ma,8018.02
14:20:21.229 -> The value of current in ma : 7879.78,,,,20:21.2,->,current ,ma,7879.78
14:20:21.371 -> The value of current in ma : 7902.82,,,,20:21.4,->,current ,ma,7902.82
14:20:21.454 -> The value of current in ma : 7948.90,,,,20:21.5,->,current ,ma,7948.9
14:20:21.592 -> The value of current in ma : 7856.74,,,,20:21.6,->,current ,ma,7856.74
14:20:21.734 -> The value of current in ma : 7971.94,,,,20:21.7,->,current ,ma,7971.94
14:20:21.828 -> The value of current in ma : 7925.86,,,,20:21.8,->,current ,ma,7925.86
14:20:21.971 -> The value of current in ma : 7948.90,,,,20:22.0,->,current ,ma,7948.9
14:20:22.066 -> The value of current in ma : 7833.70,,,,20:22.1,->,current ,ma,7833.7
14:20:22.208 -> The value of current in ma : 7925.86,,,,20:22.2,->,current ,ma,7925.86
14:20:22.303 -> The value of current in ma : 7902.82,,,,20:22.3,->,current ,ma,7902.82
14:20:22.444 -> The value of current in ma : 7902.82,,,,20:22.4,->,current ,ma,7902.82
14:20:22.586 -> The value of current in ma : 7925.86,,,,20:22.6,->,current ,ma,7925.86
14:20:22.681 -> The value of current in ma : 7856.74,,,,20:22.7,->,current ,ma,7856.74
14:20:22.824 -> The value of current in ma : 7948.90,,,,20:22.8,->,current ,ma,7948.9
14:20:22.919 -> The value of current in ma : 7856.74,,,,20:22.9,->,current ,ma,7856.74
14:20:23.061 -> The value of current in ma : 7879.78,,,,20:23.1,->,current ,ma,7879.78
14:20:23.155 -> The value of current in ma : 7902.82,,,,20:23.2,->,current ,ma,7902.82
14:20:23.297 -> The value of current in ma : 7925.86,,,,20:23.3,->,current ,ma,7925.86
14:20:23.392 -> The value of current in ma : 7879.78,,,,20:23.4,->,current ,ma,7879.78
14:20:23.534 -> The value of current in ma : 7925.86,,,,20:23.5,->,current ,ma,7925.86
14:20:23.676 -> The value of current in ma : 7971.94,,,,20:23.7,->,current ,ma,7971.94
14:20:23.771 -> The value of current in ma : 7948.90,,,,20:23.8,->,current ,ma,7948.9
14:20:23.914 -> The value of current in ma : 7971.94,,,,20:23.9,->,current ,ma,7971.94
14:20:24.009 -> The value of current in ma : 7994.98,,,,20:24.0,->,current ,ma,7994.98
14:20:24.151 -> The value of current in ma : 7971.94,,,,20:24.2,->,current ,ma,7971.94
14:20:24.245 -> The value of current in ma : 7948.90,,,,20:24.2,->,current ,ma,7948.9
14:20:24.371 -> The value of current in ma : 7856.74,,,,20:24.4,->,current ,ma,7856.74
14:20:24.513 -> The value of current in ma : 7902.82,,,,20:24.5,->,current ,ma,7902.82
14:20:24.608 -> The value of current in ma : 7902.82,,,,20:24.6,->,current ,ma,7902.82
14:20:24.734 -> The value of current in ma : 7879.78,,,,20:24.7,->,current ,ma,7879.78
14:20:24.877 -> The value of current in ma : 7902.82,,,,20:24.9,->,current ,ma,7902.82
14:20:24.971 -> The value of current in ma : 7902.82,,,,20:25.0,->,current ,ma,7902.82
14:20:25.113 -> The value of current in ma : 7925.86,,,,20:25.1,->,current ,ma,7925.86
14:20:25.241 -> The value of current in ma : 7856.74,,,,20:25.2,->,current ,ma,7856.74
14:20:25.335 -> The value of current in ma : 7948.90,,,,20:25.3,->,current ,ma,7948.9
14:20:25.478 -> The value of current in ma : 7925.86,,,,20:25.5,->,current ,ma,7925.86
14:20:25.572 -> The value of current in ma : 7948.90,,,,20:25.6,->,current ,ma,7948.9
14:20:25.714 -> The value of current in ma : 7925.86,,,,20:25.7,->,current ,ma,7925.86
14:20:25.856 -> The value of current in ma : 7856.74,,,,20:25.9,->,current ,ma,7856.74
14:20:25.950 -> The value of current in ma : 7902.82,,,,20:25.9,->,current ,ma,7902.82
14:20:26.092 -> The value of current in ma : 7925.86,,,,20:26.1,->,current ,ma,7925.86
14:20:26.186 -> The value of current in ma : 7902.82,,,,20:26.2,->,current ,ma,7902.82
14:20:26.328 -> The value of current in ma : 7879.78,,,,20:26.3,->,current ,ma,7879.78
14:20:26.423 -> The value of current in ma : 7925.86,,,,20:26.4,->,current ,ma,7925.86
14:20:26.565 -> The value of current in ma : 7856.74,,,,20:26.6,->,current ,ma,7856.74
14:20:26.708 -> The value of current in ma : 7948.90,,,,20:26.7,->,current ,ma,7948.9
14:20:26.803 -> The value of current in ma : 7879.78,,,,20:26.8,->,current ,ma,7879.78
14:20:26.944 -> The value of current in ma : 7948.90,,,,20:26.9,->,current ,ma,7948.9
14:20:27.039 -> The value of current in ma : 7856.74,,,,20:27.0,->,current ,ma,7856.74
14:20:27.180 -> The value of current in ma : 7856.74,,,,20:27.2,->,current ,ma,7856.74
14:20:27.274 -> The value of current in ma : 7879.78,,,,20:27.3,->,current ,ma,7879.78
14:20:27.416 -> The value of current in ma : 7879.78,,,,20:27.4,->,current ,ma,7879.78
14:20:27.512 -> The value of current in ma : 7856.74,,,,20:27.5,->,current ,ma,7856.74
14:20:27.653 -> The value of current in ma : 7925.86,,,,20:27.7,->,current ,ma,7925.86
14:20:27.795 -> The value of current in ma : 7925.86,,,,20:27.8,->,current ,ma,7925.86
14:20:27.890 -> The value of current in ma : 7879.78,,,,20:27.9,->,current ,ma,7879.78
14:20:28.032 -> The value of current in ma : 7902.82,,,,20:28.0,->,current ,ma,7902.82
14:20:28.127 -> The value of current in ma : 7879.78,,,,20:28.1,->,current ,ma,7879.78
14:20:28.269 -> The value of current in ma : 7879.78,,,,20:28.3,->,current ,ma,7879.78
14:20:28.364 -> The value of current in ma : 7856.74,,,,20:28.4,->,current ,ma,7856.74
14:20:28.506 -> The value of current in ma : 7856.74,,,,20:28.5,->,current ,ma,7856.74
14:20:28.601 -> The value of current in ma : 7879.78,,,,20:28.6,->,current ,ma,7879.78
14:20:28.743 -> The value of current in ma : 7879.78,,,,20:28.7,->,current ,ma,7879.78
14:20:28.886 -> The value of current in ma : 7856.74,,,,20:28.9,->,current ,ma,7856.74
14:20:28.981 -> The value of current in ma : 7925.86,,,,20:29.0,->,current ,ma,7925.86
14:20:29.122 -> The value of current in ma : 7879.78,,,,20:29.1,->,current ,ma,7879.78
14:20:29.217 -> The value of current in ma : 7902.82,,,,20:29.2,->,current ,ma,7902.82
14:20:29.359 -> The value of current in ma : 7902.82,,,,20:29.4,->,current ,ma,7902.82
14:20:29.454 -> The value of current in ma : 7925.86,,,,20:29.5,->,current ,ma,7925.86
14:20:29.595 -> The value of current in ma : 7879.78,,,,20:29.6,->,current ,ma,7879.78
14:20:29.690 -> The value of current in ma : 7879.78,,,,20:29.7,->,current ,ma,7879.78
14:20:29.831 -> The value of current in ma : 7879.78,,,,20:29.8,->,current ,ma,7879.78
14:20:29.974 -> The value of current in ma : 7925.86,,,,20:30.0,->,current ,ma,7925.86
14:20:30.069 -> The value of current in ma : 7879.78,,,,20:30.1,->,current ,ma,7879.78
14:20:30.210 -> The value of current in ma : 7879.78,,,,20:30.2,->,current ,ma,7879.78
14:20:30.305 -> The value of current in ma : 7833.70,,,,20:30.3,->,current ,ma,7833.7
14:20:30.432 -> The value of current in ma : 7902.82,,,,20:30.4,->,current ,ma,7902.82
14:20:30.574 -> The value of current in ma : 7879.78,,,,20:30.6,->,current ,ma,7879.78
14:20:30.668 -> The value of current in ma : 7925.86,,,,20:30.7,->,current ,ma,7925.86
14:20:30.810 -> The value of current in ma : 7879.78,,,,20:30.8,->,current ,ma,7879.78
14:20:30.905 -> The value of current in ma : 7902.82,,,,20:30.9,->,current ,ma,7902.82
14:20:31.047 -> The value of current in ma : 7856.74,,,,20:31.0,->,current ,ma,7856.74
14:20:31.189 -> The value of current in ma : 7833.70,,,,20:31.2,->,current ,ma,7833.7
14:20:31.284 -> The value of current in ma : 7810.66,,,,20:31.3,->,current ,ma,7810.66
14:20:31.427 -> The value of current in ma : 7879.78,,,,20:31.4,->,current ,ma,7879.78
14:20:31.521 -> The value of current in ma : 7856.74,,,,20:31.5,->,current ,ma,7856.74
14:20:31.663 -> The value of current in ma : 7902.82,,,,20:31.7,->,current ,ma,7902.82
14:20:31.758 -> The value of current in ma : 7925.86,,,,20:31.8,->,current ,ma,7925.86
14:20:31.887 -> The value of current in ma : 7879.78,,,,20:31.9,->,current ,ma,7879.78
14:20:32.029 -> The value of current in ma : 7856.74,,,,20:32.0,->,current ,ma,7856.74
14:20:32.124 -> The value of current in ma : 7856.74,,,,20:32.1,->,current ,ma,7856.74
14:20:32.269 -> The value of current in ma : 7856.74,,,,20:32.3,->,current ,ma,7856.74
14:20:32.364 -> The value of current in ma : 7879.78,,,,20:32.4,->,current ,ma,7879.78
14:20:32.505 -> The value of current in ma : 7879.78,,,,20:32.5,->,current ,ma,7879.78
14:20:32.600 -> The value of current in ma : 7879.78,,,,20:32.6,->,current ,ma,7879.78
14:20:32.728 -> The value of current in ma : 7856.74,,,,20:32.7,->,current ,ma,7856.74
14:20:32.855 -> The value of current in ma : 7902.82,,,,20:32.9,->,current ,ma,7902.82
14:20:32.997 -> The value of current in ma : 7833.70,,,,20:33.0,->,current ,ma,7833.7
14:20:33.092 -> The value of current in ma : 7856.74,,,,20:33.1,->,current ,ma,7856.74
14:20:33.235 -> The value of current in ma : 7902.82,,,,20:33.2,->,current ,ma,7902.82
14:20:33.362 -> The value of current in ma : 7925.86,,,,20:33.4,->,current ,ma,7925.86
14:20:33.458 -> The value of current in ma : 7856.74,,,,20:33.5,->,current ,ma,7856.74
14:20:33.601 -> The value of current in ma : 7879.78,,,,20:33.6,->,current ,ma,7879.78
14:20:33.696 -> The value of current in ma : 7902.82,,,,20:33.7,->,current ,ma,7902.82
14:20:33.808 -> The value of current in ma : 7879.78,,,,20:33.8,->,current ,ma,7879.78
14:20:33.951 -> The value of current in ma : 7902.82,,,,20:34.0,->,current ,ma,7902.82
14:20:34.092 -> The value of current in ma : 7879.78,,,,20:34.1,->,current ,ma,7879.78
14:20:34.187 -> The value of current in ma : 7879.78,,,,20:34.2,->,current ,ma,7879.78
14:20:34.329 -> The value of current in ma : 7810.66,,,,20:34.3,->,current ,ma,7810.66
14:20:34.424 -> The value of current in ma : 7856.74,,,,20:34.4,->,current ,ma,7856.74
14:20:34.566 -> The value of current in ma : 7879.78,,,,20:34.6,->,current ,ma,7879.78
14:20:34.661 -> The value of current in ma : 7879.78,,,,20:34.7,->,current ,ma,7879.78
14:20:34.803 -> The value of current in ma : 7833.70,,,,20:34.8,->,current ,ma,7833.7
14:20:34.899 -> The value of current in ma : 7833.70,,,,20:34.9,->,current ,ma,7833.7
14:20:35.041 -> The value of current in ma : 7925.86,,,,20:35.0,->,current ,ma,7925.86
14:20:35.183 -> The value of current in ma : 7856.74,,,,20:35.2,->,current ,ma,7856.74
14:20:35.279 -> The value of current in ma : 7833.70,,,,20:35.3,->,current ,ma,7833.7
14:20:35.426 -> The value of current in ma : 7856.74,,,,20:35.4,->,current ,ma,7856.74
14:20:35.516 -> The value of current in ma : 7879.78,,,,20:35.5,->,current ,ma,7879.78
14:20:35.642 -> The value of current in ma : 7902.82,,,,20:35.6,->,current ,ma,7902.82
14:20:35.783 -> The value of current in ma : 7879.78,,,,20:35.8,->,current ,ma,7879.78
14:20:35.878 -> The value of current in ma : 7856.74,,,,20:35.9,->,current ,ma,7856.74
14:20:36.004 -> The value of current in ma : 7879.78,,,,20:36.0,->,current ,ma,7879.78
14:20:36.146 -> The value of current in ma : 7856.74,,,,20:36.1,->,current ,ma,7856.74
14:20:36.241 -> The value of current in ma : 7833.70,,,,20:36.2,->,current ,ma,7833.7
14:20:36.385 -> The value of current in ma : 7925.86,,,,20:36.4,->,current ,ma,7925.86
14:20:36.480 -> The value of current in ma : 7856.74,,,,20:36.5,->,current ,ma,7856.74
14:20:36.621 -> The value of current in ma : 7879.78,,,,20:36.6,->,current ,ma,7879.78
14:20:36.748 -> The value of current in ma : 7856.74,,,,20:36.7,->,current ,ma,7856.74
14:20:36.842 -> The value of current in ma : 7833.70,,,,20:36.8,->,current ,ma,7833.7
14:20:36.984 -> The value of current in ma : 7833.70,,,,20:37.0,->,current ,ma,7833.7
14:20:37.126 -> The value of current in ma : 7879.78,,,,20:37.1,->,current ,ma,7879.78
14:20:37.221 -> The value of current in ma : 7879.78,,,,20:37.2,->,current ,ma,7879.78
14:20:37.363 -> The value of current in ma : 7856.74,,,,20:37.4,->,current ,ma,7856.74
14:20:37.459 -> The value of current in ma : 7764.58,,,,20:37.5,->,current ,ma,7764.58
14:20:37.587 -> The value of current in ma : 7856.74,,,,20:37.6,->,current ,ma,7856.74
14:20:37.733 -> The value of current in ma : 7856.74,,,,20:37.7,->,current ,ma,7856.74
14:20:37.827 -> The value of current in ma : 7810.66,,,,20:37.8,->,current ,ma,7810.66
14:20:37.969 -> The value of current in ma : 7902.82,,,,20:38.0,->,current ,ma,7902.82
14:20:38.063 -> The value of current in ma : 7925.86,,,,20:38.1,->,current ,ma,7925.86
14:20:38.191 -> The value of current in ma : 7879.78,,,,20:38.2,->,current ,ma,7879.78
14:20:38.286 -> The value of current in ma : 7925.86,,,,20:38.3,->,current ,ma,7925.86
14:20:38.428 -> The value of current in ma : 7856.74,,,,20:38.4,->,current ,ma,7856.74
14:20:38.570 -> The value of current in ma : 7856.74,,,,20:38.6,->,current ,ma,7856.74
