TimeStamp,,,,TimeStamp,,Specification,Unit,Value
17:19:58.127 -> The value of current in ma : 8617.07,,,,19:58.1,->,current,ma,8617.07
17:19:58.268 -> The value of current in ma : 8617.07,,,,19:58.3,->,current,ma,8617.07
17:19:58.362 -> The value of current in ma : 8594.03,,,,19:58.4,->,current,ma,8594.03
17:19:58.503 -> The value of current in ma : 8640.11,,,,19:58.5,->,current,ma,8640.11
17:19:58.646 -> The value of current in ma : 8663.15,,,,19:58.6,->,current,ma,8663.15
17:19:58.741 -> The value of current in ma : 8709.23,,,,19:58.7,->,current,ma,8709.23
17:19:58.882 -> The value of current in ma : 8640.11,,,,19:58.9,->,current,ma,8640.11
17:19:58.976 -> The value of current in ma : 8663.15,,,,19:59.0,->,current,ma,8663.15
17:19:59.116 -> The value of current in ma : 8663.15,,,,19:59.1,->,current,ma,8663.15
17:19:59.210 -> The value of current in ma : 8640.11,,,,19:59.2,->,current,ma,8640.11
17:19:59.351 -> The value of current in ma : 8709.23,,,,19:59.4,->,current,ma,8709.23
17:19:59.494 -> The value of current in ma : 8663.15,,,,19:59.5,->,current,ma,8663.15
17:19:59.588 -> The value of current in ma : 8709.23,,,,19:59.6,->,current,ma,8709.23
17:19:59.716 -> The value of current in ma : 8663.15,,,,19:59.7,->,current,ma,8663.15
17:19:59.859 -> The value of current in ma : 8640.11,,,,19:59.9,->,current,ma,8640.11
17:19:59.953 -> The value of current in ma : 8663.15,,,,20:00.0,->,current,ma,8663.15
17:20:00.096 -> The value of current in ma : 8709.23,,,,20:00.1,->,current,ma,8709.23
17:20:00.190 -> The value of current in ma : 8686.19,,,,20:00.2,->,current,ma,8686.19
17:20:00.331 -> The value of current in ma : 8663.15,,,,20:00.3,->,current,ma,8663.15
17:20:00.425 -> The value of current in ma : 8663.15,,,,20:00.4,->,current,ma,8663.15
17:20:00.567 -> The value of current in ma : 8663.15,,,,20:00.6,->,current,ma,8663.15
17:20:00.661 -> The value of current in ma : 8686.19,,,,20:00.7,->,current,ma,8686.19
17:20:00.803 -> The value of current in ma : 8640.11,,,,20:00.8,->,current,ma,8640.11
17:20:00.897 -> The value of current in ma : 8640.11,,,,20:00.9,->,current,ma,8640.11
17:20:01.037 -> The value of current in ma : 8640.11,,,,20:01.0,->,current,ma,8640.11
17:20:01.178 -> The value of current in ma : 8663.15,,,,20:01.2,->,current,ma,8663.15
17:20:01.272 -> The value of current in ma : 8663.15,,,,20:01.3,->,current,ma,8663.15
17:20:01.412 -> The value of current in ma : 8640.11,,,,20:01.4,->,current,ma,8640.11
17:20:01.506 -> The value of current in ma : 8640.11,,,,20:01.5,->,current,ma,8640.11
17:20:01.649 -> The value of current in ma : 8686.19,,,,20:01.6,->,current,ma,8686.19
17:20:01.776 -> The value of current in ma : 8663.15,,,,20:01.8,->,current,ma,8663.15
17:20:01.917 -> The value of current in ma : 8663.15,,,,20:01.9,->,current,ma,8663.15
17:20:02.010 -> The value of current in ma : 8686.19,,,,20:02.0,->,current,ma,8686.19
17:20:02.151 -> The value of current in ma : 8640.11,,,,20:02.2,->,current,ma,8640.11
17:20:02.245 -> The value of current in ma : 8663.15,,,,20:02.2,->,current,ma,8663.15
17:20:02.401 -> The value of current in ma : 8663.15,,,,20:02.4,->,current,ma,8663.15
17:20:02.496 -> The value of current in ma : 8663.15,,,,20:02.5,->,current,ma,8663.15
17:20:02.638 -> The value of current in ma : 8732.27,,,,20:02.6,->,current,ma,8732.27
17:20:02.733 -> The value of current in ma : 8640.11,,,,20:02.7,->,current,ma,8640.11
17:20:02.874 -> The value of current in ma : 8709.23,,,,20:02.9,->,current,ma,8709.23
17:20:02.969 -> The value of current in ma : 8617.07,,,,20:03.0,->,current,ma,8617.07
17:20:03.112 -> The value of current in ma : 8686.19,,,,20:03.1,->,current,ma,8686.19
17:20:03.207 -> The value of current in ma : 8640.11,,,,20:03.2,->,current,ma,8640.11
17:20:03.348 -> The value of current in ma : 8663.15,,,,20:03.3,->,current,ma,8663.15
17:20:03.474 -> The value of current in ma : 8686.19,,,,20:03.5,->,current,ma,8686.19
17:20:03.569 -> The value of current in ma : 8663.15,,,,20:03.6,->,current,ma,8663.15
17:20:03.727 -> The value of current in ma : 8709.23,,,,20:03.7,->,current,ma,8709.23
17:20:03.823 -> The value of current in ma : 8778.35,,,,20:03.8,->,current,ma,8778.35
17:20:03.950 -> The value of current in ma : 8663.15,,,,20:03.9,->,current,ma,8663.15
17:20:04.092 -> The value of current in ma : 8686.19,,,,20:04.1,->,current,ma,8686.19
17:20:04.195 -> The value of current in ma : 8686.19,,,,20:04.2,->,current,ma,8686.19
17:20:04.329 -> The value of current in ma : 8663.15,,,,20:04.3,->,current,ma,8663.15
17:20:04.424 -> The value of current in ma : 8709.23,,,,20:04.4,->,current,ma,8709.23
17:20:04.566 -> The value of current in ma : 8686.19,,,,20:04.6,->,current,ma,8686.19
17:20:04.661 -> The value of current in ma : 8709.23,,,,20:04.7,->,current,ma,8709.23
17:20:04.820 -> The value of current in ma : 8617.07,,,,20:04.8,->,current,ma,8617.07
17:20:04.914 -> The value of current in ma : 8686.19,,,,20:04.9,->,current,ma,8686.19
17:20:05.025 -> The value of current in ma : 8709.23,,,,20:05.0,->,current,ma,8709.23
17:20:05.152 -> The value of current in ma : 8709.23,,,,20:05.2,->,current,ma,8709.23
17:20:05.303 -> The value of current in ma : 8640.11,,,,20:05.3,->,current,ma,8640.11
17:20:05.390 -> The value of current in ma : 8686.19,,,,20:05.4,->,current,ma,8686.19
17:20:05.532 -> The value of current in ma : 8663.15,,,,20:05.5,->,current,ma,8663.15
17:20:05.674 -> The value of current in ma : 8709.23,,,,20:05.7,->,current,ma,8709.23
17:20:05.769 -> The value of current in ma : 8640.11,,,,20:05.8,->,current,ma,8640.11
17:20:05.912 -> The value of current in ma : 8663.15,,,,20:05.9,->,current,ma,8663.15
17:20:06.007 -> The value of current in ma : 8640.11,,,,20:06.0,->,current,ma,8640.11
17:20:06.135 -> The value of current in ma : 8686.19,,,,20:06.1,->,current,ma,8686.19
17:20:06.276 -> The value of current in ma : 8617.07,,,,20:06.3,->,current,ma,8617.07
17:20:06.372 -> The value of current in ma : 8686.19,,,,20:06.4,->,current,ma,8686.19
17:20:06.520 -> The value of current in ma : 8640.11,,,,20:06.5,->,current,ma,8640.11
17:20:06.626 -> The value of current in ma : 8732.27,,,,20:06.6,->,current,ma,8732.27
17:20:06.720 -> The value of current in ma : 8663.15,,,,20:06.7,->,current,ma,8663.15
17:20:06.862 -> The value of current in ma : 8709.23,,,,20:06.9,->,current,ma,8709.23
17:20:07.005 -> The value of current in ma : 8663.15,,,,20:07.0,->,current,ma,8663.15
17:20:07.100 -> The value of current in ma : 8709.23,,,,20:07.1,->,current,ma,8709.23
17:20:07.243 -> The value of current in ma : 8640.11,,,,20:07.2,->,current,ma,8640.11
17:20:07.338 -> The value of current in ma : 8617.07,,,,20:07.3,->,current,ma,8617.07
17:20:07.464 -> The value of current in ma : 8686.19,,,,20:07.5,->,current,ma,8686.19
17:20:07.607 -> The value of current in ma : 8663.15,,,,20:07.6,->,current,ma,8663.15
17:20:07.702 -> The value of current in ma : 8663.15,,,,20:07.7,->,current,ma,8663.15
17:20:07.843 -> The value of current in ma : 8640.11,,,,20:07.8,->,current,ma,8640.11
17:20:07.937 -> The value of current in ma : 8709.23,,,,20:07.9,->,current,ma,8709.23
17:20:08.079 -> The value of current in ma : 8663.15,,,,20:08.1,->,current,ma,8663.15
17:20:08.207 -> The value of current in ma : 8663.15,,,,20:08.2,->,current,ma,8663.15
17:20:08.302 -> The value of current in ma : 8663.15,,,,20:08.3,->,current,ma,8663.15
17:20:08.445 -> The value of current in ma : 8686.19,,,,20:08.4,->,current,ma,8686.19
17:20:08.538 -> The value of current in ma : 8640.11,,,,20:08.5,->,current,ma,8640.11
17:20:08.684 -> The value of current in ma : 8686.19,,,,20:08.7,->,current,ma,8686.19
17:20:08.822 -> The value of current in ma : 8640.11,,,,20:08.8,->,current,ma,8640.11
17:20:08.916 -> The value of current in ma : 8663.15,,,,20:08.9,->,current,ma,8663.15
17:20:09.011 -> The value of current in ma : 8640.11,,,,20:09.0,->,current,ma,8640.11
17:20:09.153 -> The value of current in ma : 8686.19,,,,20:09.2,->,current,ma,8686.19
17:20:09.280 -> The value of current in ma : 8663.15,,,,20:09.3,->,current,ma,8663.15
17:20:09.421 -> The value of current in ma : 8686.19,,,,20:09.4,->,current,ma,8686.19
17:20:09.546 -> The value of current in ma : 8617.07,,,,20:09.5,->,current,ma,8617.07
17:20:09.640 -> The value of current in ma : 8686.19,,,,20:09.6,->,current,ma,8686.19
17:20:09.782 -> The value of current in ma : 8686.19,,,,20:09.8,->,current,ma,8686.19
17:20:09.876 -> The value of current in ma : 8686.19,,,,20:09.9,->,current,ma,8686.19
17:20:10.017 -> The value of current in ma : 8663.15,,,,20:10.0,->,current,ma,8663.15
17:20:10.111 -> The value of current in ma : 8709.23,,,,20:10.1,->,current,ma,8709.23
17:20:10.251 -> The value of current in ma : 8617.07,,,,20:10.3,->,current,ma,8617.07
17:20:10.392 -> The value of current in ma : 8663.15,,,,20:10.4,->,current,ma,8663.15
17:20:10.486 -> The value of current in ma : 8663.15,,,,20:10.5,->,current,ma,8663.15
17:20:10.627 -> The value of current in ma : 8640.11,,,,20:10.6,->,current,ma,8640.11
17:20:10.722 -> The value of current in ma : 8640.11,,,,20:10.7,->,current,ma,8640.11
17:20:10.863 -> The value of current in ma : 8686.19,,,,20:10.9,->,current,ma,8686.19
17:20:10.957 -> The value of current in ma : 8640.11,,,,20:11.0,->,current,ma,8640.11
17:20:11.097 -> The value of current in ma : 8686.19,,,,20:11.1,->,current,ma,8686.19
17:20:11.238 -> The value of current in ma : 8617.07,,,,20:11.2,->,current,ma,8617.07
17:20:11.332 -> The value of current in ma : 8686.19,,,,20:11.3,->,current,ma,8686.19
17:20:11.473 -> The value of current in ma : 8617.07,,,,20:11.5,->,current,ma,8617.07
17:20:11.570 -> The value of current in ma : 8640.11,,,,20:11.6,->,current,ma,8640.11
17:20:11.711 -> The value of current in ma : 8686.19,,,,20:11.7,->,current,ma,8686.19
17:20:11.853 -> The value of current in ma : 8709.23,,,,20:11.9,->,current,ma,8709.23
17:20:11.946 -> The value of current in ma : 8640.11,,,,20:11.9,->,current,ma,8640.11
17:20:12.087 -> The value of current in ma : 8686.19,,,,20:12.1,->,current,ma,8686.19
17:20:12.183 -> The value of current in ma : 8640.11,,,,20:12.2,->,current,ma,8640.11
17:20:12.323 -> The value of current in ma : 8663.15,,,,20:12.3,->,current,ma,8663.15
17:20:12.416 -> The value of current in ma : 8617.07,,,,20:12.4,->,current,ma,8617.07
17:20:12.557 -> The value of current in ma : 8640.11,,,,20:12.6,->,current,ma,8640.11
17:20:12.698 -> The value of current in ma : 8663.15,,,,20:12.7,->,current,ma,8663.15
17:20:12.792 -> The value of current in ma : 8663.15,,,,20:12.8,->,current,ma,8663.15
17:20:12.932 -> The value of current in ma : 8663.15,,,,20:12.9,->,current,ma,8663.15
17:20:13.026 -> The value of current in ma : 8617.07,,,,20:13.0,->,current,ma,8617.07
17:20:13.167 -> The value of current in ma : 8663.15,,,,20:13.2,->,current,ma,8663.15
17:20:13.260 -> The value of current in ma : 8686.19,,,,20:13.3,->,current,ma,8686.19
17:20:13.401 -> The value of current in ma : 8617.07,,,,20:13.4,->,current,ma,8617.07
17:20:13.542 -> The value of current in ma : 8663.15,,,,20:13.5,->,current,ma,8663.15
17:20:13.636 -> The value of current in ma : 8617.07,,,,20:13.6,->,current,ma,8617.07
17:20:13.779 -> The value of current in ma : 8686.19,,,,20:13.8,->,current,ma,8686.19
17:20:13.873 -> The value of current in ma : 8663.15,,,,20:13.9,->,current,ma,8663.15
17:20:14.017 -> The value of current in ma : 8617.07,,,,20:14.0,->,current,ma,8617.07
17:20:14.111 -> The value of current in ma : 8663.15,,,,20:14.1,->,current,ma,8663.15
17:20:14.255 -> The value of current in ma : 8594.03,,,,20:14.3,->,current,ma,8594.03
17:20:14.395 -> The value of current in ma : 8663.15,,,,20:14.4,->,current,ma,8663.15
17:20:14.489 -> The value of current in ma : 8594.03,,,,20:14.5,->,current,ma,8594.03
17:20:14.631 -> The value of current in ma : 8640.11,,,,20:14.6,->,current,ma,8640.11
17:20:14.725 -> The value of current in ma : 8617.07,,,,20:14.7,->,current,ma,8617.07
17:20:14.842 -> The value of current in ma : 8663.15,,,,20:14.8,->,current,ma,8663.15
17:20:14.980 -> The value of current in ma : 8617.07,,,,20:15.0,->,current,ma,8617.07
17:20:15.122 -> The value of current in ma : 8617.07,,,,20:15.1,->,current,ma,8617.07
17:20:15.203 -> The value of current in ma : 8686.19,,,,20:15.2,->,current,ma,8686.19
17:20:15.344 -> The value of current in ma : 8617.07,,,,20:15.3,->,current,ma,8617.07
17:20:15.487 -> The value of current in ma : 8594.03,,,,20:15.5,->,current,ma,8594.03
17:20:15.583 -> The value of current in ma : 8640.11,,,,20:15.6,->,current,ma,8640.11
17:20:15.725 -> The value of current in ma : 8594.03,,,,20:15.7,->,current,ma,8594.03
17:20:15.820 -> The value of current in ma : 8663.15,,,,20:15.8,->,current,ma,8663.15
17:20:15.962 -> The value of current in ma : 8663.15,,,,20:16.0,->,current,ma,8663.15
17:20:16.056 -> The value of current in ma : 8663.15,,,,20:16.1,->,current,ma,8663.15
17:20:16.198 -> The value of current in ma : 8594.03,,,,20:16.2,->,current,ma,8594.03
17:20:16.293 -> The value of current in ma : 8640.11,,,,20:16.3,->,current,ma,8640.11
17:20:16.439 -> The value of current in ma : 8686.19,,,,20:16.4,->,current,ma,8686.19
17:20:16.580 -> The value of current in ma : 8686.19,,,,20:16.6,->,current,ma,8686.19
17:20:16.671 -> The value of current in ma : 8640.11,,,,20:16.7,->,current,ma,8640.11
17:20:16.813 -> The value of current in ma : 8617.07,,,,20:16.8,->,current,ma,8617.07
17:20:16.908 -> The value of current in ma : 8686.19,,,,20:16.9,->,current,ma,8686.19
17:20:17.051 -> The value of current in ma : 8686.19,,,,20:17.1,->,current,ma,8686.19
17:20:17.146 -> The value of current in ma : 8686.19,,,,20:17.1,->,current,ma,8686.19
17:20:17.289 -> The value of current in ma : 8640.11,,,,20:17.3,->,current,ma,8640.11
17:20:17.384 -> The value of current in ma : 8617.07,,,,20:17.4,->,current,ma,8617.07
17:20:17.526 -> The value of current in ma : 8617.07,,,,20:17.5,->,current,ma,8617.07
17:20:17.628 -> The value of current in ma : 8686.19,,,,20:17.6,->,current,ma,8686.19
17:20:17.779 -> The value of current in ma : 8617.07,,,,20:17.8,->,current,ma,8617.07
17:20:17.874 -> The value of current in ma : 8617.07,,,,20:17.9,->,current,ma,8617.07
17:20:18.015 -> The value of current in ma : 8663.15,,,,20:18.0,->,current,ma,8663.15
17:20:18.110 -> The value of current in ma : 8663.15,,,,20:18.1,->,current,ma,8663.15
17:20:18.252 -> The value of current in ma : 8617.07,,,,20:18.3,->,current,ma,8617.07
17:20:18.394 -> The value of current in ma : 8617.07,,,,20:18.4,->,current,ma,8617.07
17:20:18.474 -> The value of current in ma : 8617.07,,,,20:18.5,->,current,ma,8617.07
17:20:18.650 -> The value of current in ma : 8617.07,,,,20:18.6,->,current,ma,8617.07
17:20:18.742 -> The value of current in ma : 8640.11,,,,20:18.7,->,current,ma,8640.11
17:20:18.836 -> The value of current in ma : 8663.15,,,,20:18.8,->,current,ma,8663.15
17:20:18.979 -> The value of current in ma : 8640.11,,,,20:19.0,->,current,ma,8640.11
17:20:19.090 -> The value of current in ma : 8663.15,,,,20:19.1,->,current,ma,8663.15
17:20:19.233 -> The value of current in ma : 8709.23,,,,20:19.2,->,current,ma,8709.23
17:20:19.328 -> The value of current in ma : 8617.07,,,,20:19.3,->,current,ma,8617.07
17:20:19.469 -> The value of current in ma : 8617.07,,,,20:19.5,->,current,ma,8617.07
17:20:19.594 -> The value of current in ma : 8686.19,,,,20:19.6,->,current,ma,8686.19
17:20:19.689 -> The value of current in ma : 8663.15,,,,20:19.7,->,current,ma,8663.15
17:20:19.831 -> The value of current in ma : 8594.03,,,,20:19.8,->,current,ma,8594.03
17:20:19.972 -> The value of current in ma : 8640.11,,,,20:20.0,->,current,ma,8640.11
17:20:20.067 -> The value of current in ma : 8617.07,,,,20:20.1,->,current,ma,8617.07
17:20:20.208 -> The value of current in ma : 8686.19,,,,20:20.2,->,current,ma,8686.19
17:20:20.305 -> The value of current in ma : 8617.07,,,,20:20.3,->,current,ma,8617.07
17:20:20.446 -> The value of current in ma : 8663.15,,,,20:20.4,->,current,ma,8663.15
17:20:20.541 -> The value of current in ma : 8617.07,,,,20:20.5,->,current,ma,8617.07
17:20:20.684 -> The value of current in ma : 8732.27,,,,20:20.7,->,current,ma,8732.27
17:20:20.779 -> The value of current in ma : 8640.11,,,,20:20.8,->,current,ma,8640.11
17:20:20.921 -> The value of current in ma : 8640.11,,,,20:20.9,->,current,ma,8640.11
17:20:21.063 -> The value of current in ma : 8640.11,,,,20:21.1,->,current,ma,8640.11
17:20:21.159 -> The value of current in ma : 8640.11,,,,20:21.2,->,current,ma,8640.11
17:20:21.299 -> The value of current in ma : 8686.19,,,,20:21.3,->,current,ma,8686.19
17:20:21.394 -> The value of current in ma : 8617.07,,,,20:21.4,->,current,ma,8617.07
17:20:21.536 -> The value of current in ma : 8640.11,,,,20:21.5,->,current,ma,8640.11
17:20:21.647 -> The value of current in ma : 8640.11,,,,20:21.6,->,current,ma,8640.11
17:20:21.742 -> The value of current in ma : 8686.19,,,,20:21.7,->,current,ma,8686.19
17:20:21.898 -> The value of current in ma : 8640.11,,,,20:21.9,->,current,ma,8640.11
17:20:21.992 -> The value of current in ma : 8640.11,,,,20:22.0,->,current,ma,8640.11
17:20:22.133 -> The value of current in ma : 8594.03,,,,20:22.1,->,current,ma,8594.03
17:20:22.229 -> The value of current in ma : 8640.11,,,,20:22.2,->,current,ma,8640.11
17:20:22.370 -> The value of current in ma : 8663.15,,,,20:22.4,->,current,ma,8663.15
17:20:22.511 -> The value of current in ma : 8617.07,,,,20:22.5,->,current,ma,8617.07
17:20:22.604 -> The value of current in ma : 8686.19,,,,20:22.6,->,current,ma,8686.19
17:20:22.745 -> The value of current in ma : 8617.07,,,,20:22.7,->,current,ma,8617.07
17:20:22.857 -> The value of current in ma : 8663.15,,,,20:22.9,->,current,ma,8663.15
17:20:22.998 -> The value of current in ma : 8640.11,,,,20:23.0,->,current,ma,8640.11
17:20:23.091 -> The value of current in ma : 8640.11,,,,20:23.1,->,current,ma,8640.11
17:20:23.233 -> The value of current in ma : 8640.11,,,,20:23.2,->,current,ma,8640.11
17:20:23.328 -> The value of current in ma : 8663.15,,,,20:23.3,->,current,ma,8663.15
17:20:23.470 -> The value of current in ma : 8617.07,,,,20:23.5,->,current,ma,8617.07
17:20:23.564 -> The value of current in ma : 8686.19,,,,20:23.6,->,current,ma,8686.19
17:20:23.691 -> The value of current in ma : 8709.23,,,,20:23.7,->,current,ma,8709.23
17:20:23.834 -> The value of current in ma : 8617.07,,,,20:23.8,->,current,ma,8617.07
17:20:23.929 -> The value of current in ma : 8709.23,,,,20:23.9,->,current,ma,8709.23
17:20:24.071 -> The value of current in ma : 8640.11,,,,20:24.1,->,current,ma,8640.11
17:20:24.211 -> The value of current in ma : 8640.11,,,,20:24.2,->,current,ma,8640.11
17:20:24.306 -> The value of current in ma : 8640.11,,,,20:24.3,->,current,ma,8640.11
17:20:24.433 -> The value of current in ma : 8663.15,,,,20:24.4,->,current,ma,8663.15
17:20:24.560 -> The value of current in ma : 8640.11,,,,20:24.6,->,current,ma,8640.11
17:20:24.669 -> The value of current in ma : 8663.15,,,,20:24.7,->,current,ma,8663.15
17:20:24.810 -> The value of current in ma : 8686.19,,,,20:24.8,->,current,ma,8686.19
17:20:24.920 -> The value of current in ma : 8640.11,,,,20:24.9,->,current,ma,8640.11
17:20:25.047 -> The value of current in ma : 8617.07,,,,20:25.0,->,current,ma,8617.07
17:20:25.143 -> The value of current in ma : 8617.07,,,,20:25.1,->,current,ma,8617.07
17:20:25.286 -> The value of current in ma : 8617.07,,,,20:25.3,->,current,ma,8617.07
17:20:25.380 -> The value of current in ma : 8570.99,,,,20:25.4,->,current,ma,8570.99
17:20:25.521 -> The value of current in ma : 8640.11,,,,20:25.5,->,current,ma,8640.11
17:20:25.661 -> The value of current in ma : 8686.19,,,,20:25.7,->,current,ma,8686.19
17:20:25.756 -> The value of current in ma : 8663.15,,,,20:25.8,->,current,ma,8663.15
17:20:25.865 -> The value of current in ma : 8617.07,,,,20:25.9,->,current,ma,8617.07
17:20:26.007 -> The value of current in ma : 8640.11,,,,20:26.0,->,current,ma,8640.11
17:20:26.150 -> The value of current in ma : 8640.11,,,,20:26.2,->,current,ma,8640.11
17:20:26.245 -> The value of current in ma : 8663.15,,,,20:26.2,->,current,ma,8663.15
17:20:26.385 -> The value of current in ma : 8594.03,,,,20:26.4,->,current,ma,8594.03
17:20:26.495 -> The value of current in ma : 8663.15,,,,20:26.5,->,current,ma,8663.15
17:20:26.620 -> The value of current in ma : 8617.07,,,,20:26.6,->,current,ma,8617.07
17:20:26.713 -> The value of current in ma : 8686.19,,,,20:26.7,->,current,ma,8686.19
17:20:26.854 -> The value of current in ma : 8617.07,,,,20:26.9,->,current,ma,8617.07
17:20:26.997 -> The value of current in ma : 8640.11,,,,20:27.0,->,current,ma,8640.11
17:20:27.091 -> The value of current in ma : 8617.07,,,,20:27.1,->,current,ma,8617.07
17:20:27.232 -> The value of current in ma : 8640.11,,,,20:27.2,->,current,ma,8640.11
17:20:27.326 -> The value of current in ma : 8709.23,,,,20:27.3,->,current,ma,8709.23
17:20:27.466 -> The value of current in ma : 8594.03,,,,20:27.5,->,current,ma,8594.03
17:20:27.560 -> The value of current in ma : 8617.07,,,,20:27.6,->,current,ma,8617.07
17:20:27.701 -> The value of current in ma : 8663.15,,,,20:27.7,->,current,ma,8663.15
17:20:27.843 -> The value of current in ma : 8686.19,,,,20:27.8,->,current,ma,8686.19
17:20:27.939 -> The value of current in ma : 8594.03,,,,20:27.9,->,current,ma,8594.03
17:20:28.082 -> The value of current in ma : 8594.03,,,,20:28.1,->,current,ma,8594.03
17:20:28.177 -> The value of current in ma : 8640.11,,,,20:28.2,->,current,ma,8640.11
17:20:28.318 -> The value of current in ma : 8663.15,,,,20:28.3,->,current,ma,8663.15
17:20:28.412 -> The value of current in ma : 8640.11,,,,20:28.4,->,current,ma,8640.11
17:20:28.554 -> The value of current in ma : 8617.07,,,,20:28.6,->,current,ma,8617.07
17:20:28.650 -> The value of current in ma : 8594.03,,,,20:28.7,->,current,ma,8594.03
17:20:28.791 -> The value of current in ma : 8640.11,,,,20:28.8,->,current,ma,8640.11
17:20:28.932 -> The value of current in ma : 8617.07,,,,20:28.9,->,current,ma,8617.07
17:20:29.025 -> The value of current in ma : 8594.03,,,,20:29.0,->,current,ma,8594.03
17:20:29.166 -> The value of current in ma : 8594.03,,,,20:29.2,->,current,ma,8594.03
17:20:29.260 -> The value of current in ma : 8663.15,,,,20:29.3,->,current,ma,8663.15
17:20:29.400 -> The value of current in ma : 8617.07,,,,20:29.4,->,current,ma,8617.07
17:20:29.541 -> The value of current in ma : 8640.11,,,,20:29.5,->,current,ma,8640.11
17:20:29.619 -> The value of current in ma : 8617.07,,,,20:29.6,->,current,ma,8617.07
17:20:29.760 -> The value of current in ma : 8663.15,,,,20:29.8,->,current,ma,8663.15
17:20:29.900 -> The value of current in ma : 8617.07,,,,20:29.9,->,current,ma,8617.07
17:20:29.994 -> The value of current in ma : 8663.15,,,,20:30.0,->,current,ma,8663.15
17:20:30.135 -> The value of current in ma : 8640.11,,,,20:30.1,->,current,ma,8640.11
17:20:30.229 -> The value of current in ma : 8686.19,,,,20:30.2,->,current,ma,8686.19
17:20:30.371 -> The value of current in ma : 8617.07,,,,20:30.4,->,current,ma,8617.07
17:20:30.515 -> The value of current in ma : 8640.11,,,,20:30.5,->,current,ma,8640.11
17:20:30.610 -> The value of current in ma : 8640.11,,,,20:30.6,->,current,ma,8640.11
17:20:30.751 -> The value of current in ma : 8709.23,,,,20:30.8,->,current,ma,8709.23
17:20:30.845 -> The value of current in ma : 8594.03,,,,20:30.8,->,current,ma,8594.03
17:20:30.972 -> The value of current in ma : 8640.11,,,,20:31.0,->,current,ma,8640.11
17:20:31.114 -> The value of current in ma : 8640.11,,,,20:31.1,->,current,ma,8640.11
17:20:31.209 -> The value of current in ma : 8663.15,,,,20:31.2,->,current,ma,8663.15
17:20:31.307 -> The value of current in ma : 8663.15,,,,20:31.3,->,current,ma,8663.15
17:20:31.462 -> The value of current in ma : 8640.11,,,,20:31.5,->,current,ma,8640.11
17:20:31.558 -> The value of current in ma : 8640.11,,,,20:31.6,->,current,ma,8640.11
17:20:31.685 -> The value of current in ma : 8617.07,,,,20:31.7,->,current,ma,8617.07
17:20:31.827 -> The value of current in ma : 8663.15,,,,20:31.8,->,current,ma,8663.15
17:20:31.922 -> The value of current in ma : 8640.11,,,,20:31.9,->,current,ma,8640.11
17:20:32.064 -> The value of current in ma : 8617.07,,,,20:32.1,->,current,ma,8617.07
17:20:32.161 -> The value of current in ma : 8640.11,,,,20:32.2,->,current,ma,8640.11
17:20:32.301 -> The value of current in ma : 8686.19,,,,20:32.3,->,current,ma,8686.19
17:20:32.444 -> The value of current in ma : 8640.11,,,,20:32.4,->,current,ma,8640.11
17:20:32.539 -> The value of current in ma : 8640.11,,,,20:32.5,->,current,ma,8640.11
17:20:32.682 -> The value of current in ma : 8594.03,,,,20:32.7,->,current,ma,8594.03
17:20:32.793 -> The value of current in ma : 8640.11,,,,20:32.8,->,current,ma,8640.11
17:20:32.888 -> The value of current in ma : 8570.99,,,,20:32.9,->,current,ma,8570.99
17:20:33.031 -> The value of current in ma : 8617.07,,,,20:33.0,->,current,ma,8617.07
17:20:33.126 -> The value of current in ma : 8617.07,,,,20:33.1,->,current,ma,8617.07
17:20:33.273 -> The value of current in ma : 8663.15,,,,20:33.3,->,current,ma,8663.15
17:20:33.412 -> The value of current in ma : 8570.99,,,,20:33.4,->,current,ma,8570.99
17:20:33.506 -> The value of current in ma : 8640.11,,,,20:33.5,->,current,ma,8640.11
17:20:33.657 -> The value of current in ma : 8663.15,,,,20:33.7,->,current,ma,8663.15
17:20:33.744 -> The value of current in ma : 8686.19,,,,20:33.7,->,current,ma,8686.19
17:20:33.892 -> The value of current in ma : 8617.07,,,,20:33.9,->,current,ma,8617.07
17:20:33.983 -> The value of current in ma : 8617.07,,,,20:34.0,->,current,ma,8617.07
17:20:34.125 -> The value of current in ma : 8617.07,,,,20:34.1,->,current,ma,8617.07
17:20:34.269 -> The value of current in ma : 8617.07,,,,20:34.3,->,current,ma,8617.07
17:20:34.364 -> The value of current in ma : 8663.15,,,,20:34.4,->,current,ma,8663.15
17:20:34.492 -> The value of current in ma : 8663.15,,,,20:34.5,->,current,ma,8663.15
17:20:34.589 -> The value of current in ma : 8640.11,,,,20:34.6,->,current,ma,8640.11
17:20:34.730 -> The value of current in ma : 8640.11,,,,20:34.7,->,current,ma,8640.11
17:20:34.871 -> The value of current in ma : 8686.19,,,,20:34.9,->,current,ma,8686.19
17:20:34.964 -> The value of current in ma : 8594.03,,,,20:35.0,->,current,ma,8594.03
17:20:35.108 -> The value of current in ma : 8617.07,,,,20:35.1,->,current,ma,8617.07
17:20:35.204 -> The value of current in ma : 8640.11,,,,20:35.2,->,current,ma,8640.11
17:20:35.344 -> The value of current in ma : 8663.15,,,,20:35.3,->,current,ma,8663.15
17:20:35.438 -> The value of current in ma : 8640.11,,,,20:35.4,->,current,ma,8640.11
17:20:35.579 -> The value of current in ma : 8640.11,,,,20:35.6,->,current,ma,8640.11
