TimeStamp,,,,TimeStamp,,Specification,Unit,Value
16:11:01.423 -> The value of current in ma : 9170.04,,,,11:01.4,->,current,ma,9170.04
16:11:01.517 -> The value of current in ma : 9216.12,,,,11:01.5,->,current,ma,9216.12
16:11:01.689 -> The value of current in ma : 9193.08,,,,11:01.7,->,current,ma,9193.08
16:11:01.798 -> The value of current in ma : 9147.00,,,,11:01.8,->,current,ma,9147
16:11:01.892 -> The value of current in ma : 9193.08,,,,11:01.9,->,current,ma,9193.08
16:11:02.002 -> The value of current in ma : 9262.20,,,,11:02.0,->,current,ma,9262.2
16:11:02.142 -> The value of current in ma : 9193.08,,,,11:02.1,->,current,ma,9193.08
16:11:02.236 -> The value of current in ma : 9147.00,,,,11:02.2,->,current,ma,9147
16:11:02.377 -> The value of current in ma : 9239.16,,,,11:02.4,->,current,ma,9239.16
16:11:02.517 -> The value of current in ma : 9193.08,,,,11:02.5,->,current,ma,9193.08
16:11:02.611 -> The value of current in ma : 9262.20,,,,11:02.6,->,current,ma,9262.2
16:11:02.769 -> The value of current in ma : 9308.28,,,,11:02.8,->,current,ma,9308.28
16:11:02.864 -> The value of current in ma : 9285.24,,,,11:02.9,->,current,ma,9285.24
16:11:03.006 -> The value of current in ma : 9239.16,,,,11:03.0,->,current,ma,9239.16
16:11:03.100 -> The value of current in ma : 9216.12,,,,11:03.1,->,current,ma,9216.12
16:11:03.241 -> The value of current in ma : 9239.16,,,,11:03.2,->,current,ma,9239.16
16:11:03.336 -> The value of current in ma : 9123.96,,,,11:03.3,->,current,ma,9123.96
16:11:03.480 -> The value of current in ma : 9193.08,,,,11:03.5,->,current,ma,9193.08
16:11:03.590 -> The value of current in ma : 9193.08,,,,11:03.6,->,current,ma,9193.08
16:11:03.748 -> The value of current in ma : 9193.08,,,,11:03.7,->,current,ma,9193.08
16:11:03.827 -> The value of current in ma : 9170.04,,,,11:03.8,->,current,ma,9170.04
16:11:03.970 -> The value of current in ma : 9170.04,,,,11:04.0,->,current,ma,9170.04
16:11:04.098 -> The value of current in ma : 9170.04,,,,11:04.1,->,current,ma,9170.04
16:11:04.192 -> The value of current in ma : 9123.96,,,,11:04.2,->,current,ma,9123.96
16:11:04.333 -> The value of current in ma : 9170.04,,,,11:04.3,->,current,ma,9170.04
16:11:04.427 -> The value of current in ma : 9216.12,,,,11:04.4,->,current,ma,9216.12
16:11:04.570 -> The value of current in ma : 9147.00,,,,11:04.6,->,current,ma,9147
16:11:04.665 -> The value of current in ma : 9147.00,,,,11:04.7,->,current,ma,9147
16:11:04.806 -> The value of current in ma : 9147.00,,,,11:04.8,->,current,ma,9147
16:11:04.949 -> The value of current in ma : 9170.04,,,,11:04.9,->,current,ma,9170.04
16:11:05.044 -> The value of current in ma : 9193.08,,,,11:05.0,->,current,ma,9193.08
16:11:05.192 -> The value of current in ma : 9170.04,,,,11:05.2,->,current,ma,9170.04
16:11:05.284 -> The value of current in ma : 9147.00,,,,11:05.3,->,current,ma,9147
16:11:05.424 -> The value of current in ma : 9216.12,,,,11:05.4,->,current,ma,9216.12
16:11:05.520 -> The value of current in ma : 9170.04,,,,11:05.5,->,current,ma,9170.04
16:11:05.662 -> The value of current in ma : 9170.04,,,,11:05.7,->,current,ma,9170.04
16:11:05.757 -> The value of current in ma : 9216.12,,,,11:05.8,->,current,ma,9216.12
16:11:05.898 -> The value of current in ma : 9170.04,,,,11:05.9,->,current,ma,9170.04
16:11:05.993 -> The value of current in ma : 9147.00,,,,11:06.0,->,current,ma,9147
16:11:06.136 -> The value of current in ma : 9147.00,,,,11:06.1,->,current,ma,9147
16:11:06.278 -> The value of current in ma : 9100.92,,,,11:06.3,->,current,ma,9100.92
16:11:06.388 -> The value of current in ma : 9216.12,,,,11:06.4,->,current,ma,9216.12
16:11:06.483 -> The value of current in ma : 9100.92,,,,11:06.5,->,current,ma,9100.92
16:11:06.626 -> The value of current in ma : 9147.00,,,,11:06.6,->,current,ma,9147
16:11:06.768 -> The value of current in ma : 9170.04,,,,11:06.8,->,current,ma,9170.04
16:11:06.863 -> The value of current in ma : 9147.00,,,,11:06.9,->,current,ma,9147
16:11:07.005 -> The value of current in ma : 9216.12,,,,11:07.0,->,current,ma,9216.12
16:11:07.085 -> The value of current in ma : 9123.96,,,,11:07.1,->,current,ma,9123.96
16:11:07.244 -> The value of current in ma : 9170.04,,,,11:07.2,->,current,ma,9170.04
16:11:07.339 -> The value of current in ma : 9123.96,,,,11:07.3,->,current,ma,9123.96
16:11:07.484 -> The value of current in ma : 9147.00,,,,11:07.5,->,current,ma,9147
16:11:07.575 -> The value of current in ma : 9193.08,,,,11:07.6,->,current,ma,9193.08
16:11:07.708 -> The value of current in ma : 9077.88,,,,11:07.7,->,current,ma,9077.88
16:11:07.860 -> The value of current in ma : 9123.96,,,,11:07.9,->,current,ma,9123.96
16:11:07.955 -> The value of current in ma : 9100.92,,,,11:08.0,->,current,ma,9100.92
16:11:08.098 -> The value of current in ma : 9170.04,,,,11:08.1,->,current,ma,9170.04
16:11:08.201 -> The value of current in ma : 9147.00,,,,11:08.2,->,current,ma,9147
16:11:08.335 -> The value of current in ma : 9147.00,,,,11:08.3,->,current,ma,9147
16:11:08.430 -> The value of current in ma : 9170.04,,,,11:08.4,->,current,ma,9170.04
16:11:08.572 -> The value of current in ma : 9170.04,,,,11:08.6,->,current,ma,9170.04
16:11:08.667 -> The value of current in ma : 9123.96,,,,11:08.7,->,current,ma,9123.96
16:11:08.808 -> The value of current in ma : 9147.00,,,,11:08.8,->,current,ma,9147
16:11:08.936 -> The value of current in ma : 9123.96,,,,11:08.9,->,current,ma,9123.96
16:11:09.046 -> The value of current in ma : 9123.96,,,,11:09.0,->,current,ma,9123.96
16:11:09.198 -> The value of current in ma : 9193.08,,,,11:09.2,->,current,ma,9193.08
16:11:09.300 -> The value of current in ma : 9123.96,,,,11:09.3,->,current,ma,9123.96
16:11:09.394 -> The value of current in ma : 9170.04,,,,11:09.4,->,current,ma,9170.04
16:11:09.521 -> The value of current in ma : 9123.96,,,,11:09.5,->,current,ma,9123.96
16:11:09.663 -> The value of current in ma : 9147.00,,,,11:09.7,->,current,ma,9147
16:11:09.758 -> The value of current in ma : 9147.00,,,,11:09.8,->,current,ma,9147
16:11:09.916 -> The value of current in ma : 9147.00,,,,11:09.9,->,current,ma,9147
16:11:10.003 -> The value of current in ma : 9193.08,,,,11:10.0,->,current,ma,9193.08
16:11:10.139 -> The value of current in ma : 9262.20,,,,11:10.1,->,current,ma,9262.2
16:11:10.269 -> The value of current in ma : 9331.32,,,,11:10.3,->,current,ma,9331.32
16:11:10.378 -> The value of current in ma : 9262.20,,,,11:10.4,->,current,ma,9262.2
16:11:10.531 -> The value of current in ma : 9031.80,,,,11:10.5,->,current,ma,9031.8
16:11:10.616 -> The value of current in ma : 9100.92,,,,11:10.6,->,current,ma,9100.92
16:11:10.773 -> The value of current in ma : 9147.00,,,,11:10.8,->,current,ma,9147
16:11:10.868 -> The value of current in ma : 9147.00,,,,11:10.9,->,current,ma,9147
16:11:11.010 -> The value of current in ma : 9193.08,,,,11:11.0,->,current,ma,9193.08
16:11:11.122 -> The value of current in ma : 9147.00,,,,11:11.1,->,current,ma,9147
16:11:11.218 -> The value of current in ma : 9147.00,,,,11:11.2,->,current,ma,9147
16:11:11.359 -> The value of current in ma : 9193.08,,,,11:11.4,->,current,ma,9193.08
16:11:11.453 -> The value of current in ma : 9147.00,,,,11:11.5,->,current,ma,9147
16:11:11.595 -> The value of current in ma : 9193.08,,,,11:11.6,->,current,ma,9193.08
16:11:11.690 -> The value of current in ma : 9170.04,,,,11:11.7,->,current,ma,9170.04
16:11:11.830 -> The value of current in ma : 9147.00,,,,11:11.8,->,current,ma,9147
16:11:11.972 -> The value of current in ma : 9193.08,,,,11:12.0,->,current,ma,9193.08
16:11:12.067 -> The value of current in ma : 9147.00,,,,11:12.1,->,current,ma,9147
16:11:12.210 -> The value of current in ma : 9123.96,,,,11:12.2,->,current,ma,9123.96
16:11:12.321 -> The value of current in ma : 9123.96,,,,11:12.3,->,current,ma,9123.96
16:11:12.416 -> The value of current in ma : 9100.92,,,,11:12.4,->,current,ma,9100.92
16:11:12.564 -> The value of current in ma : 9123.96,,,,11:12.6,->,current,ma,9123.96
16:11:12.702 -> The value of current in ma : 9123.96,,,,11:12.7,->,current,ma,9123.96
16:11:12.804 -> The value of current in ma : 9100.92,,,,11:12.8,->,current,ma,9100.92
16:11:12.939 -> The value of current in ma : 9123.96,,,,11:12.9,->,current,ma,9123.96
16:11:13.034 -> The value of current in ma : 9100.92,,,,11:13.0,->,current,ma,9100.92
16:11:13.145 -> The value of current in ma : 9193.08,,,,11:13.1,->,current,ma,9193.08
16:11:13.289 -> The value of current in ma : 9100.92,,,,11:13.3,->,current,ma,9100.92
16:11:13.399 -> The value of current in ma : 9147.00,,,,11:13.4,->,current,ma,9147
16:11:13.541 -> The value of current in ma : 9100.92,,,,11:13.5,->,current,ma,9100.92
16:11:13.636 -> The value of current in ma : 9123.96,,,,11:13.6,->,current,ma,9123.96
16:11:13.778 -> The value of current in ma : 9170.04,,,,11:13.8,->,current,ma,9170.04
16:11:13.872 -> The value of current in ma : 9123.96,,,,11:13.9,->,current,ma,9123.96
16:11:14.014 -> The value of current in ma : 9147.00,,,,11:14.0,->,current,ma,9147
16:11:14.155 -> The value of current in ma : 9100.92,,,,11:14.2,->,current,ma,9100.92
16:11:14.234 -> The value of current in ma : 9100.92,,,,11:14.2,->,current,ma,9100.92
16:11:14.377 -> The value of current in ma : 9077.88,,,,11:14.4,->,current,ma,9077.88
16:11:14.487 -> The value of current in ma : 9100.92,,,,11:14.5,->,current,ma,9100.92
16:11:14.614 -> The value of current in ma : 9123.96,,,,11:14.6,->,current,ma,9123.96
16:11:14.756 -> The value of current in ma : 9123.96,,,,11:14.8,->,current,ma,9123.96
16:11:14.866 -> The value of current in ma : 9170.04,,,,11:14.9,->,current,ma,9170.04
16:11:14.962 -> The value of current in ma : 9100.92,,,,11:15.0,->,current,ma,9100.92
16:11:15.110 -> The value of current in ma : 9077.88,,,,11:15.1,->,current,ma,9077.88
16:11:15.246 -> The value of current in ma : 9147.00,,,,11:15.2,->,current,ma,9147
16:11:15.340 -> The value of current in ma : 9123.96,,,,11:15.3,->,current,ma,9123.96
16:11:15.482 -> The value of current in ma : 9100.92,,,,11:15.5,->,current,ma,9100.92
16:11:15.609 -> The value of current in ma : 9170.04,,,,11:15.6,->,current,ma,9170.04
16:11:15.703 -> The value of current in ma : 9147.00,,,,11:15.7,->,current,ma,9147
16:11:15.846 -> The value of current in ma : 9123.96,,,,11:15.8,->,current,ma,9123.96
16:11:15.940 -> The value of current in ma : 9147.00,,,,11:15.9,->,current,ma,9147
16:11:16.083 -> The value of current in ma : 9077.88,,,,11:16.1,->,current,ma,9077.88
16:11:16.177 -> The value of current in ma : 9123.96,,,,11:16.2,->,current,ma,9123.96
16:11:16.320 -> The value of current in ma : 9147.00,,,,11:16.3,->,current,ma,9147
16:11:16.414 -> The value of current in ma : 9170.04,,,,11:16.4,->,current,ma,9170.04
16:11:16.556 -> The value of current in ma : 9077.88,,,,11:16.6,->,current,ma,9077.88
16:11:16.699 -> The value of current in ma : 9077.88,,,,11:16.7,->,current,ma,9077.88
16:11:16.795 -> The value of current in ma : 9123.96,,,,11:16.8,->,current,ma,9123.96
16:11:16.905 -> The value of current in ma : 9100.92,,,,11:16.9,->,current,ma,9100.92
16:11:17.016 -> The value of current in ma : 9170.04,,,,11:17.0,->,current,ma,9170.04
16:11:17.175 -> The value of current in ma : 9054.84,,,,11:17.2,->,current,ma,9054.84
16:11:17.270 -> The value of current in ma : 9147.00,,,,11:17.3,->,current,ma,9147
16:11:17.413 -> The value of current in ma : 9077.88,,,,11:17.4,->,current,ma,9077.88
16:11:17.506 -> The value of current in ma : 9123.96,,,,11:17.5,->,current,ma,9123.96
16:11:17.665 -> The value of current in ma : 9100.92,,,,11:17.7,->,current,ma,9100.92
16:11:17.761 -> The value of current in ma : 9100.92,,,,11:17.8,->,current,ma,9100.92
16:11:17.903 -> The value of current in ma : 9077.88,,,,11:17.9,->,current,ma,9077.88
16:11:17.999 -> The value of current in ma : 9147.00,,,,11:18.0,->,current,ma,9147
16:11:18.140 -> The value of current in ma : 9170.04,,,,11:18.1,->,current,ma,9170.04
16:11:18.268 -> The value of current in ma : 9123.96,,,,11:18.3,->,current,ma,9123.96
16:11:18.366 -> The value of current in ma : 9123.96,,,,11:18.4,->,current,ma,9123.96
16:11:18.506 -> The value of current in ma : 9147.00,,,,11:18.5,->,current,ma,9147
16:11:18.600 -> The value of current in ma : 9077.88,,,,11:18.6,->,current,ma,9077.88
16:11:18.743 -> The value of current in ma : 9100.92,,,,11:18.7,->,current,ma,9100.92
16:11:18.838 -> The value of current in ma : 9123.96,,,,11:18.8,->,current,ma,9123.96
16:11:18.965 -> The value of current in ma : 9077.88,,,,11:19.0,->,current,ma,9077.88
16:11:19.112 -> The value of current in ma : 9100.92,,,,11:19.1,->,current,ma,9100.92
16:11:19.210 -> The value of current in ma : 9100.92,,,,11:19.2,->,current,ma,9100.92
16:11:19.346 -> The value of current in ma : 9100.92,,,,11:19.3,->,current,ma,9100.92
16:11:19.488 -> The value of current in ma : 9147.00,,,,11:19.5,->,current,ma,9147
16:11:19.582 -> The value of current in ma : 9100.92,,,,11:19.6,->,current,ma,9100.92
16:11:19.724 -> The value of current in ma : 9123.96,,,,11:19.7,->,current,ma,9123.96
16:11:19.818 -> The value of current in ma : 9147.00,,,,11:19.8,->,current,ma,9147
16:11:19.946 -> The value of current in ma : 9147.00,,,,11:19.9,->,current,ma,9147
16:11:20.087 -> The value of current in ma : 9170.04,,,,11:20.1,->,current,ma,9170.04
16:11:20.181 -> The value of current in ma : 9100.92,,,,11:20.2,->,current,ma,9100.92
16:11:20.325 -> The value of current in ma : 9100.92,,,,11:20.3,->,current,ma,9100.92
16:11:20.419 -> The value of current in ma : 9077.88,,,,11:20.4,->,current,ma,9077.88
16:11:20.560 -> The value of current in ma : 9100.92,,,,11:20.6,->,current,ma,9100.92
16:11:20.703 -> The value of current in ma : 9147.00,,,,11:20.7,->,current,ma,9147
16:11:20.799 -> The value of current in ma : 9123.96,,,,11:20.8,->,current,ma,9123.96
16:11:20.940 -> The value of current in ma : 9100.92,,,,11:20.9,->,current,ma,9100.92
16:11:21.035 -> The value of current in ma : 9123.96,,,,11:21.0,->,current,ma,9123.96
16:11:21.182 -> The value of current in ma : 9077.88,,,,11:21.2,->,current,ma,9077.88
16:11:21.271 -> The value of current in ma : 9100.92,,,,11:21.3,->,current,ma,9100.92
16:11:21.412 -> The value of current in ma : 9123.96,,,,11:21.4,->,current,ma,9123.96
16:11:21.522 -> The value of current in ma : 9077.88,,,,11:21.5,->,current,ma,9077.88
16:11:21.664 -> The value of current in ma : 9123.96,,,,11:21.7,->,current,ma,9123.96
16:11:21.764 -> The value of current in ma : 9123.96,,,,11:21.8,->,current,ma,9123.96
16:11:21.903 -> The value of current in ma : 9123.96,,,,11:21.9,->,current,ma,9123.96
16:11:21.999 -> The value of current in ma : 9123.96,,,,11:22.0,->,current,ma,9123.96
16:11:22.141 -> The value of current in ma : 9147.00,,,,11:22.1,->,current,ma,9147
16:11:22.237 -> The value of current in ma : 9054.84,,,,11:22.2,->,current,ma,9054.84
16:11:22.365 -> The value of current in ma : 9100.92,,,,11:22.4,->,current,ma,9100.92
16:11:22.507 -> The value of current in ma : 9170.04,,,,11:22.5,->,current,ma,9170.04
16:11:22.603 -> The value of current in ma : 9077.88,,,,11:22.6,->,current,ma,9077.88
16:11:22.745 -> The value of current in ma : 9193.08,,,,11:22.7,->,current,ma,9193.08
16:11:22.841 -> The value of current in ma : 9123.96,,,,11:22.8,->,current,ma,9123.96
16:11:22.982 -> The value of current in ma : 9054.84,,,,11:23.0,->,current,ma,9054.84
16:11:23.124 -> The value of current in ma : 9123.96,,,,11:23.1,->,current,ma,9123.96
16:11:23.217 -> The value of current in ma : 9193.08,,,,11:23.2,->,current,ma,9193.08
16:11:23.358 -> The value of current in ma : 9123.96,,,,11:23.4,->,current,ma,9123.96
16:11:23.453 -> The value of current in ma : 9100.92,,,,11:23.5,->,current,ma,9100.92
16:11:23.596 -> The value of current in ma : 9147.00,,,,11:23.6,->,current,ma,9147
16:11:23.693 -> The value of current in ma : 9077.88,,,,11:23.7,->,current,ma,9077.88
16:11:23.834 -> The value of current in ma : 9077.88,,,,11:23.8,->,current,ma,9077.88
16:11:23.931 -> The value of current in ma : 9123.96,,,,11:23.9,->,current,ma,9123.96
16:11:24.071 -> The value of current in ma : 9100.92,,,,11:24.1,->,current,ma,9100.92
16:11:24.212 -> The value of current in ma : 9147.00,,,,11:24.2,->,current,ma,9147
16:11:24.306 -> The value of current in ma : 9100.92,,,,11:24.3,->,current,ma,9100.92
16:11:24.446 -> The value of current in ma : 9100.92,,,,11:24.4,->,current,ma,9100.92
16:11:24.572 -> The value of current in ma : 9100.92,,,,11:24.6,->,current,ma,9100.92
16:11:24.666 -> The value of current in ma : 9123.96,,,,11:24.7,->,current,ma,9123.96
16:11:24.809 -> The value of current in ma : 9123.96,,,,11:24.8,->,current,ma,9123.96
16:11:24.919 -> The value of current in ma : 9077.88,,,,11:24.9,->,current,ma,9077.88
16:11:25.062 -> The value of current in ma : 9123.96,,,,11:25.1,->,current,ma,9123.96
16:11:25.158 -> The value of current in ma : 9077.88,,,,11:25.2,->,current,ma,9077.88
16:11:25.301 -> The value of current in ma : 9147.00,,,,11:25.3,->,current,ma,9147
16:11:25.398 -> The value of current in ma : 9100.92,,,,11:25.4,->,current,ma,9100.92
16:11:25.539 -> The value of current in ma : 9077.88,,,,11:25.5,->,current,ma,9077.88
16:11:25.665 -> The value of current in ma : 9123.96,,,,11:25.7,->,current,ma,9123.96
16:11:25.760 -> The value of current in ma : 9077.88,,,,11:25.8,->,current,ma,9077.88
16:11:25.935 -> The value of current in ma : 9100.92,,,,11:25.9,->,current,ma,9100.92
16:11:26.029 -> The value of current in ma : 9077.88,,,,11:26.0,->,current,ma,9077.88
16:11:26.123 -> The value of current in ma : 9077.88,,,,11:26.1,->,current,ma,9077.88
16:11:26.267 -> The value of current in ma : 9123.96,,,,11:26.3,->,current,ma,9123.96
16:11:26.362 -> The value of current in ma : 9054.84,,,,11:26.4,->,current,ma,9054.84
16:11:26.491 -> The value of current in ma : 9170.04,,,,11:26.5,->,current,ma,9170.04
16:11:26.604 -> The value of current in ma : 9100.92,,,,11:26.6,->,current,ma,9100.92
16:11:26.746 -> The value of current in ma : 9123.96,,,,11:26.7,->,current,ma,9123.96
16:11:26.841 -> The value of current in ma : 9147.00,,,,11:26.8,->,current,ma,9147
16:11:26.972 -> The value of current in ma : 9123.96,,,,11:27.0,->,current,ma,9123.96
16:11:27.112 -> The value of current in ma : 9123.96,,,,11:27.1,->,current,ma,9123.96
16:11:27.239 -> The value of current in ma : 9100.92,,,,11:27.2,->,current,ma,9100.92
16:11:27.335 -> The value of current in ma : 9239.16,,,,11:27.3,->,current,ma,9239.16
16:11:27.478 -> The value of current in ma : 9100.92,,,,11:27.5,->,current,ma,9100.92
16:11:27.581 -> The value of current in ma : 9123.96,,,,11:27.6,->,current,ma,9123.96
16:11:27.708 -> The value of current in ma : 9147.00,,,,11:27.7,->,current,ma,9147
16:11:27.846 -> The value of current in ma : 9100.92,,,,11:27.8,->,current,ma,9100.92
16:11:27.943 -> The value of current in ma : 9170.04,,,,11:27.9,->,current,ma,9170.04
16:11:28.085 -> The value of current in ma : 9193.08,,,,11:28.1,->,current,ma,9193.08
16:11:28.195 -> The value of current in ma : 9100.92,,,,11:28.2,->,current,ma,9100.92
16:11:28.291 -> The value of current in ma : 9100.92,,,,11:28.3,->,current,ma,9100.92
16:11:28.433 -> The value of current in ma : 9170.04,,,,11:28.4,->,current,ma,9170.04
16:11:28.567 -> The value of current in ma : 9123.96,,,,11:28.6,->,current,ma,9123.96
16:11:28.671 -> The value of current in ma : 9100.92,,,,11:28.7,->,current,ma,9100.92
16:11:28.798 -> The value of current in ma : 9147.00,,,,11:28.8,->,current,ma,9147
16:11:28.946 -> The value of current in ma : 9123.96,,,,11:28.9,->,current,ma,9123.96
16:11:29.050 -> The value of current in ma : 9077.88,,,,11:29.1,->,current,ma,9077.88
16:11:29.144 -> The value of current in ma : 9123.96,,,,11:29.1,->,current,ma,9123.96
16:11:29.287 -> The value of current in ma : 9077.88,,,,11:29.3,->,current,ma,9077.88
16:11:29.382 -> The value of current in ma : 9100.92,,,,11:29.4,->,current,ma,9100.92
16:11:29.527 -> The value of current in ma : 9123.96,,,,11:29.5,->,current,ma,9123.96
16:11:29.654 -> The value of current in ma : 9077.88,,,,11:29.7,->,current,ma,9077.88
16:11:29.749 -> The value of current in ma : 9100.92,,,,11:29.7,->,current,ma,9100.92
16:11:29.877 -> The value of current in ma : 9077.88,,,,11:29.9,->,current,ma,9077.88
16:11:29.987 -> The value of current in ma : 9054.84,,,,11:30.0,->,current,ma,9054.84
16:11:30.130 -> The value of current in ma : 9123.96,,,,11:30.1,->,current,ma,9123.96
16:11:30.271 -> The value of current in ma : 9123.96,,,,11:30.3,->,current,ma,9123.96
16:11:30.366 -> The value of current in ma : 9147.00,,,,11:30.4,->,current,ma,9147
16:11:30.510 -> The value of current in ma : 9054.84,,,,11:30.5,->,current,ma,9054.84
16:11:30.607 -> The value of current in ma : 9123.96,,,,11:30.6,->,current,ma,9123.96
16:11:30.748 -> The value of current in ma : 9100.92,,,,11:30.7,->,current,ma,9100.92
16:11:30.859 -> The value of current in ma : 9054.84,,,,11:30.9,->,current,ma,9054.84
16:11:30.959 -> The value of current in ma : 9100.92,,,,11:31.0,->,current,ma,9100.92
16:11:31.095 -> The value of current in ma : 9123.96,,,,11:31.1,->,current,ma,9123.96
16:11:31.238 -> The value of current in ma : 9077.88,,,,11:31.2,->,current,ma,9077.88
16:11:31.333 -> The value of current in ma : 9123.96,,,,11:31.3,->,current,ma,9123.96
16:11:31.474 -> The value of current in ma : 9054.84,,,,11:31.5,->,current,ma,9054.84
16:11:31.572 -> The value of current in ma : 9123.96,,,,11:31.6,->,current,ma,9123.96
16:11:31.727 -> The value of current in ma : 9123.96,,,,11:31.7,->,current,ma,9123.96
16:11:31.822 -> The value of current in ma : 9100.92,,,,11:31.8,->,current,ma,9100.92
16:11:31.965 -> The value of current in ma : 9100.92,,,,11:32.0,->,current,ma,9100.92
16:11:32.075 -> The value of current in ma : 9077.88,,,,11:32.1,->,current,ma,9077.88
16:11:32.170 -> The value of current in ma : 9077.88,,,,11:32.2,->,current,ma,9077.88
16:11:32.311 -> The value of current in ma : 9077.88,,,,11:32.3,->,current,ma,9077.88
16:11:32.454 -> The value of current in ma : 9100.92,,,,11:32.5,->,current,ma,9100.92
16:11:32.549 -> The value of current in ma : 9031.80,,,,11:32.5,->,current,ma,9031.8
16:11:32.692 -> The value of current in ma : 9100.92,,,,11:32.7,->,current,ma,9100.92
16:11:32.787 -> The value of current in ma : 9100.92,,,,11:32.8,->,current,ma,9100.92
16:11:32.930 -> The value of current in ma : 9077.88,,,,11:32.9,->,current,ma,9077.88
16:11:33.025 -> The value of current in ma : 9100.92,,,,11:33.0,->,current,ma,9100.92
16:11:33.166 -> The value of current in ma : 9100.92,,,,11:33.2,->,current,ma,9100.92
16:11:33.263 -> The value of current in ma : 9100.92,,,,11:33.3,->,current,ma,9100.92
16:11:33.404 -> The value of current in ma : 9123.96,,,,11:33.4,->,current,ma,9123.96
16:11:33.500 -> The value of current in ma : 9100.92,,,,11:33.5,->,current,ma,9100.92
16:11:33.642 -> The value of current in ma : 9123.96,,,,11:33.6,->,current,ma,9123.96
16:11:33.784 -> The value of current in ma : 9054.84,,,,11:33.8,->,current,ma,9054.84
16:11:33.879 -> The value of current in ma : 9123.96,,,,11:33.9,->,current,ma,9123.96
16:11:34.007 -> The value of current in ma : 9123.96,,,,11:34.0,->,current,ma,9123.96
16:11:34.102 -> The value of current in ma : 9077.88,,,,11:34.1,->,current,ma,9077.88
16:11:34.244 -> The value of current in ma : 9100.92,,,,11:34.2,->,current,ma,9100.92
16:11:34.372 -> The value of current in ma : 9100.92,,,,11:34.4,->,current,ma,9100.92
16:11:34.468 -> The value of current in ma : 9054.84,,,,11:34.5,->,current,ma,9054.84
16:11:34.611 -> The value of current in ma : 9100.92,,,,11:34.6,->,current,ma,9100.92
16:11:34.752 -> The value of current in ma : 9077.88,,,,11:34.8,->,current,ma,9077.88
16:11:34.846 -> The value of current in ma : 9123.96,,,,11:34.8,->,current,ma,9123.96
16:11:34.999 -> The value of current in ma : 9077.88,,,,11:35.0,->,current,ma,9077.88
16:11:35.084 -> The value of current in ma : 9054.84,,,,11:35.1,->,current,ma,9054.84
16:11:35.227 -> The value of current in ma : 9147.00,,,,11:35.2,->,current,ma,9147
16:11:35.320 -> The value of current in ma : 9054.84,,,,11:35.3,->,current,ma,9054.84
16:11:35.462 -> The value of current in ma : 9054.84,,,,11:35.5,->,current,ma,9054.84
