TimeStamp,,,,TimeStamp,,Specification,Unit,Value
16:11:35.605 -> The value of current in ma : 9100.92,,,,11:35.6,->,current,ma,9100.92
16:11:35.701 -> The value of current in ma : 9077.88,,,,11:35.7,->,current,ma,9077.88
16:11:35.841 -> The value of current in ma : 9123.96,,,,11:35.8,->,current,ma,9123.96
16:11:35.950 -> The value of current in ma : 9031.80,,,,11:36.0,->,current,ma,9031.8
16:11:36.060 -> The value of current in ma : 9147.00,,,,11:36.1,->,current,ma,9147
16:11:36.204 -> The value of current in ma : 9077.88,,,,11:36.2,->,current,ma,9077.88
16:11:36.298 -> The value of current in ma : 9123.96,,,,11:36.3,->,current,ma,9123.96
16:11:36.439 -> The value of current in ma : 9193.08,,,,11:36.4,->,current,ma,9193.08
16:11:36.532 -> The value of current in ma : 9123.96,,,,11:36.5,->,current,ma,9123.96
16:11:36.673 -> The value of current in ma : 9100.92,,,,11:36.7,->,current,ma,9100.92
16:11:36.815 -> The value of current in ma : 9147.00,,,,11:36.8,->,current,ma,9147
16:11:36.911 -> The value of current in ma : 9054.84,,,,11:36.9,->,current,ma,9054.84
16:11:37.009 -> The value of current in ma : 9100.92,,,,11:37.0,->,current,ma,9100.92
16:11:37.165 -> The value of current in ma : 9100.92,,,,11:37.2,->,current,ma,9100.92
16:11:37.260 -> The value of current in ma : 9031.80,,,,11:37.3,->,current,ma,9031.8
16:11:37.401 -> The value of current in ma : 9077.88,,,,11:37.4,->,current,ma,9077.88
16:11:37.541 -> The value of current in ma : 9100.92,,,,11:37.5,->,current,ma,9100.92
16:11:37.635 -> The value of current in ma : 9077.88,,,,11:37.6,->,current,ma,9077.88
16:11:37.746 -> The value of current in ma : 9077.88,,,,11:37.7,->,current,ma,9077.88
16:11:37.887 -> The value of current in ma : 9054.84,,,,11:37.9,->,current,ma,9054.84
16:11:38.027 -> The value of current in ma : 9100.92,,,,11:38.0,->,current,ma,9100.92
16:11:38.121 -> The value of current in ma : 9100.92,,,,11:38.1,->,current,ma,9100.92
16:11:38.262 -> The value of current in ma : 9077.88,,,,11:38.3,->,current,ma,9077.88
16:11:38.371 -> The value of current in ma : 9170.04,,,,11:38.4,->,current,ma,9170.04
16:11:38.481 -> The value of current in ma : 9100.92,,,,11:38.5,->,current,ma,9100.92
16:11:38.621 -> The value of current in ma : 9077.88,,,,11:38.6,->,current,ma,9077.88
16:11:38.715 -> The value of current in ma : 9123.96,,,,11:38.7,->,current,ma,9123.96
16:11:38.856 -> The value of current in ma : 9077.88,,,,11:38.9,->,current,ma,9077.88
16:11:38.950 -> The value of current in ma : 9100.92,,,,11:39.0,->,current,ma,9100.92
16:11:39.076 -> The value of current in ma : 9054.84,,,,11:39.1,->,current,ma,9054.84
16:11:39.232 -> The value of current in ma : 9123.96,,,,11:39.2,->,current,ma,9123.96
16:11:39.341 -> The value of current in ma : 9031.80,,,,11:39.3,->,current,ma,9031.8
16:11:39.482 -> The value of current in ma : 9077.88,,,,11:39.5,->,current,ma,9077.88
16:11:39.576 -> The value of current in ma : 9077.88,,,,11:39.6,->,current,ma,9077.88
16:11:39.718 -> The value of current in ma : 9100.92,,,,11:39.7,->,current,ma,9100.92
16:11:39.813 -> The value of current in ma : 9077.88,,,,11:39.8,->,current,ma,9077.88
16:11:39.955 -> The value of current in ma : 9100.92,,,,11:40.0,->,current,ma,9100.92
16:11:40.070 -> The value of current in ma : 9123.96,,,,11:40.1,->,current,ma,9123.96
16:11:40.206 -> The value of current in ma : 9031.80,,,,11:40.2,->,current,ma,9031.8
16:11:40.300 -> The value of current in ma : 9077.88,,,,11:40.3,->,current,ma,9077.88
16:11:40.441 -> The value of current in ma : 9123.96,,,,11:40.4,->,current,ma,9123.96
16:11:40.535 -> The value of current in ma : 9031.80,,,,11:40.5,->,current,ma,9031.8
16:11:40.678 -> The value of current in ma : 9054.84,,,,11:40.7,->,current,ma,9054.84
16:11:40.772 -> The value of current in ma : 9054.84,,,,11:40.8,->,current,ma,9054.84
16:11:40.912 -> The value of current in ma : 9077.88,,,,11:40.9,->,current,ma,9077.88
16:11:41.054 -> The value of current in ma : 9077.88,,,,11:41.1,->,current,ma,9077.88
16:11:41.148 -> The value of current in ma : 9054.84,,,,11:41.1,->,current,ma,9054.84
16:11:41.292 -> The value of current in ma : 9100.92,,,,11:41.3,->,current,ma,9100.92
16:11:41.418 -> The value of current in ma : 9100.92,,,,11:41.4,->,current,ma,9100.92
16:11:41.513 -> The value of current in ma : 9031.80,,,,11:41.5,->,current,ma,9031.8
16:11:41.654 -> The value of current in ma : 9170.04,,,,11:41.7,->,current,ma,9170.04
16:11:41.748 -> The value of current in ma : 9054.84,,,,11:41.7,->,current,ma,9054.84
16:11:41.890 -> The value of current in ma : 9123.96,,,,11:41.9,->,current,ma,9123.96
16:11:41.984 -> The value of current in ma : 9170.04,,,,11:42.0,->,current,ma,9170.04
16:11:42.125 -> The value of current in ma : 9100.92,,,,11:42.1,->,current,ma,9100.92
16:11:42.268 -> The value of current in ma : 9100.92,,,,11:42.3,->,current,ma,9100.92
16:11:42.362 -> The value of current in ma : 9123.96,,,,11:42.4,->,current,ma,9123.96
16:11:42.503 -> The value of current in ma : 9100.92,,,,11:42.5,->,current,ma,9100.92
16:11:42.597 -> The value of current in ma : 9077.88,,,,11:42.6,->,current,ma,9077.88
16:11:42.738 -> The value of current in ma : 9123.96,,,,11:42.7,->,current,ma,9123.96
16:11:42.832 -> The value of current in ma : 9054.84,,,,11:42.8,->,current,ma,9054.84
16:11:42.975 -> The value of current in ma : 9077.88,,,,11:43.0,->,current,ma,9077.88
16:11:43.072 -> The value of current in ma : 9123.96,,,,11:43.1,->,current,ma,9123.96
16:11:43.215 -> The value of current in ma : 9054.84,,,,11:43.2,->,current,ma,9054.84
16:11:43.357 -> The value of current in ma : 9054.84,,,,11:43.4,->,current,ma,9054.84
16:11:43.466 -> The value of current in ma : 9100.92,,,,11:43.5,->,current,ma,9100.92
16:11:43.576 -> The value of current in ma : 9100.92,,,,11:43.6,->,current,ma,9100.92
16:11:43.718 -> The value of current in ma : 9054.84,,,,11:43.7,->,current,ma,9054.84
16:11:43.812 -> The value of current in ma : 9077.88,,,,11:43.8,->,current,ma,9077.88
16:11:43.922 -> The value of current in ma : 9100.92,,,,11:43.9,->,current,ma,9100.92
16:11:44.066 -> The value of current in ma : 9077.88,,,,11:44.1,->,current,ma,9077.88
16:11:44.208 -> The value of current in ma : 9100.92,,,,11:44.2,->,current,ma,9100.92
16:11:44.318 -> The value of current in ma : 9054.84,,,,11:44.3,->,current,ma,9054.84
16:11:44.411 -> The value of current in ma : 9123.96,,,,11:44.4,->,current,ma,9123.96
16:11:44.552 -> The value of current in ma : 9077.88,,,,11:44.6,->,current,ma,9077.88
16:11:44.661 -> The value of current in ma : 9031.80,,,,11:44.7,->,current,ma,9031.8
16:11:44.802 -> The value of current in ma : 9100.92,,,,11:44.8,->,current,ma,9100.92
16:11:44.896 -> The value of current in ma : 9031.80,,,,11:44.9,->,current,ma,9031.8
16:11:45.039 -> The value of current in ma : 9077.88,,,,11:45.0,->,current,ma,9077.88
16:11:45.150 -> The value of current in ma : 9054.84,,,,11:45.1,->,current,ma,9054.84
16:11:45.293 -> The value of current in ma : 9100.92,,,,11:45.3,->,current,ma,9100.92
16:11:45.387 -> The value of current in ma : 9147.00,,,,11:45.4,->,current,ma,9147
16:11:45.528 -> The value of current in ma : 9100.92,,,,11:45.5,->,current,ma,9100.92
16:11:45.622 -> The value of current in ma : 9031.80,,,,11:45.6,->,current,ma,9031.8
16:11:45.765 -> The value of current in ma : 9054.84,,,,11:45.8,->,current,ma,9054.84
16:11:45.860 -> The value of current in ma : 9054.84,,,,11:45.9,->,current,ma,9054.84
16:11:46.002 -> The value of current in ma : 9077.88,,,,11:46.0,->,current,ma,9077.88
16:11:46.095 -> The value of current in ma : 9147.00,,,,11:46.1,->,current,ma,9147
16:11:46.236 -> The value of current in ma : 9077.88,,,,11:46.2,->,current,ma,9077.88
16:11:46.361 -> The value of current in ma : 9170.04,,,,11:46.4,->,current,ma,9170.04
16:11:46.502 -> The value of current in ma : 9077.88,,,,11:46.5,->,current,ma,9077.88
16:11:46.601 -> The value of current in ma : 9077.88,,,,11:46.6,->,current,ma,9077.88
16:11:46.738 -> The value of current in ma : 9100.92,,,,11:46.7,->,current,ma,9100.92
16:11:46.833 -> The value of current in ma : 9008.76,,,,11:46.8,->,current,ma,9008.76
16:11:46.974 -> The value of current in ma : 9054.84,,,,11:47.0,->,current,ma,9054.84
16:11:47.117 -> The value of current in ma : 9054.84,,,,11:47.1,->,current,ma,9054.84
16:11:47.211 -> The value of current in ma : 9100.92,,,,11:47.2,->,current,ma,9100.92
16:11:47.353 -> The value of current in ma : 9077.88,,,,11:47.4,->,current,ma,9077.88
16:11:47.447 -> The value of current in ma : 9008.76,,,,11:47.4,->,current,ma,9008.76
16:11:47.588 -> The value of current in ma : 9100.92,,,,11:47.6,->,current,ma,9100.92
16:11:47.681 -> The value of current in ma : 9054.84,,,,11:47.7,->,current,ma,9054.84
16:11:47.823 -> The value of current in ma : 9077.88,,,,11:47.8,->,current,ma,9077.88
16:11:47.917 -> The value of current in ma : 9100.92,,,,11:47.9,->,current,ma,9100.92
16:11:48.060 -> The value of current in ma : 9077.88,,,,11:48.1,->,current,ma,9077.88
16:11:48.203 -> The value of current in ma : 9054.84,,,,11:48.2,->,current,ma,9054.84
16:11:48.297 -> The value of current in ma : 9008.76,,,,11:48.3,->,current,ma,9008.76
16:11:48.424 -> The value of current in ma : 9147.00,,,,11:48.4,->,current,ma,9147
16:11:48.566 -> The value of current in ma : 9054.84,,,,11:48.6,->,current,ma,9054.84
16:11:48.673 -> The value of current in ma : 9123.96,,,,11:48.7,->,current,ma,9123.96
16:11:48.804 -> The value of current in ma : 9077.88,,,,11:48.8,->,current,ma,9077.88
16:11:48.900 -> The value of current in ma : 9031.80,,,,11:48.9,->,current,ma,9031.8
16:11:49.042 -> The value of current in ma : 9147.00,,,,11:49.0,->,current,ma,9147
16:11:49.168 -> The value of current in ma : 9193.08,,,,11:49.2,->,current,ma,9193.08
16:11:49.265 -> The value of current in ma : 9123.96,,,,11:49.3,->,current,ma,9123.96
16:11:49.373 -> The value of current in ma : 9147.00,,,,11:49.4,->,current,ma,9147
16:11:49.515 -> The value of current in ma : 9170.04,,,,11:49.5,->,current,ma,9170.04
16:11:49.658 -> The value of current in ma : 9100.92,,,,11:49.7,->,current,ma,9100.92
16:11:49.738 -> The value of current in ma : 9077.88,,,,11:49.7,->,current,ma,9077.88
16:11:49.896 -> The value of current in ma : 9054.84,,,,11:49.9,->,current,ma,9054.84
16:11:49.997 -> The value of current in ma : 9100.92,,,,11:50.0,->,current,ma,9100.92
16:11:50.135 -> The value of current in ma : 9100.92,,,,11:50.1,->,current,ma,9100.92
16:11:50.229 -> The value of current in ma : 9147.00,,,,11:50.2,->,current,ma,9147
16:11:50.370 -> The value of current in ma : 9054.84,,,,11:50.4,->,current,ma,9054.84
16:11:50.465 -> The value of current in ma : 9123.96,,,,11:50.5,->,current,ma,9123.96
16:11:50.607 -> The value of current in ma : 9123.96,,,,11:50.6,->,current,ma,9123.96
16:11:50.749 -> The value of current in ma : 9054.84,,,,11:50.7,->,current,ma,9054.84
16:11:50.844 -> The value of current in ma : 9077.88,,,,11:50.8,->,current,ma,9077.88
16:11:50.985 -> The value of current in ma : 9100.92,,,,11:51.0,->,current,ma,9100.92
16:11:51.112 -> The value of current in ma : 9008.76,,,,11:51.1,->,current,ma,9008.76
16:11:51.207 -> The value of current in ma : 9031.80,,,,11:51.2,->,current,ma,9031.8
16:11:51.350 -> The value of current in ma : 9077.88,,,,11:51.4,->,current,ma,9077.88
16:11:51.445 -> The value of current in ma : 9100.92,,,,11:51.4,->,current,ma,9100.92
16:11:51.571 -> The value of current in ma : 9077.88,,,,11:51.6,->,current,ma,9077.88
16:11:51.714 -> The value of current in ma : 9077.88,,,,11:51.7,->,current,ma,9077.88
16:11:51.809 -> The value of current in ma : 9077.88,,,,11:51.8,->,current,ma,9077.88
16:11:51.951 -> The value of current in ma : 9008.76,,,,11:52.0,->,current,ma,9008.76
16:11:52.051 -> The value of current in ma : 9054.84,,,,11:52.1,->,current,ma,9054.84
16:11:52.188 -> The value of current in ma : 9100.92,,,,11:52.2,->,current,ma,9100.92
16:11:52.283 -> The value of current in ma : 9031.80,,,,11:52.3,->,current,ma,9031.8
16:11:52.425 -> The value of current in ma : 9054.84,,,,11:52.4,->,current,ma,9054.84
16:11:52.525 -> The value of current in ma : 9054.84,,,,11:52.5,->,current,ma,9054.84
16:11:52.662 -> The value of current in ma : 9077.88,,,,11:52.7,->,current,ma,9077.88
16:11:52.806 -> The value of current in ma : 9054.84,,,,11:52.8,->,current,ma,9054.84
16:11:52.901 -> The value of current in ma : 9054.84,,,,11:52.9,->,current,ma,9054.84
16:11:53.043 -> The value of current in ma : 9100.92,,,,11:53.0,->,current,ma,9100.92
16:11:53.137 -> The value of current in ma : 9031.80,,,,11:53.1,->,current,ma,9031.8
16:11:53.280 -> The value of current in ma : 9031.80,,,,11:53.3,->,current,ma,9031.8
16:11:53.375 -> The value of current in ma : 9123.96,,,,11:53.4,->,current,ma,9123.96
16:11:53.519 -> The value of current in ma : 9031.80,,,,11:53.5,->,current,ma,9031.8
16:11:53.613 -> The value of current in ma : 9054.84,,,,11:53.6,->,current,ma,9054.84
16:11:53.759 -> The value of current in ma : 9077.88,,,,11:53.8,->,current,ma,9077.88
16:11:53.899 -> The value of current in ma : 9054.84,,,,11:53.9,->,current,ma,9054.84
16:11:53.994 -> The value of current in ma : 9077.88,,,,11:54.0,->,current,ma,9077.88
16:11:54.136 -> The value of current in ma : 9031.80,,,,11:54.1,->,current,ma,9031.8
16:11:54.230 -> The value of current in ma : 9054.84,,,,11:54.2,->,current,ma,9054.84
16:11:54.372 -> The value of current in ma : 9054.84,,,,11:54.4,->,current,ma,9054.84
16:11:54.468 -> The value of current in ma : 9054.84,,,,11:54.5,->,current,ma,9054.84
16:11:54.610 -> The value of current in ma : 9100.92,,,,11:54.6,->,current,ma,9100.92
16:11:54.738 -> The value of current in ma : 9054.84,,,,11:54.7,->,current,ma,9054.84
16:11:54.833 -> The value of current in ma : 9054.84,,,,11:54.8,->,current,ma,9054.84
16:11:54.992 -> The value of current in ma : 9077.88,,,,11:55.0,->,current,ma,9077.88
16:11:55.087 -> The value of current in ma : 9077.88,,,,11:55.1,->,current,ma,9077.88
16:11:55.214 -> The value of current in ma : 9054.84,,,,11:55.2,->,current,ma,9054.84
16:11:55.357 -> The value of current in ma : 9008.76,,,,11:55.4,->,current,ma,9008.76
16:11:55.452 -> The value of current in ma : 9054.84,,,,11:55.5,->,current,ma,9054.84
16:11:55.594 -> The value of current in ma : 9031.80,,,,11:55.6,->,current,ma,9031.8
16:11:55.688 -> The value of current in ma : 9054.84,,,,11:55.7,->,current,ma,9054.84
16:11:55.799 -> The value of current in ma : 9123.96,,,,11:55.8,->,current,ma,9123.96
16:11:55.941 -> The value of current in ma : 9077.88,,,,11:55.9,->,current,ma,9077.88
16:11:56.052 -> The value of current in ma : 9054.84,,,,11:56.1,->,current,ma,9054.84
16:11:56.194 -> The value of current in ma : 9054.84,,,,11:56.2,->,current,ma,9054.84
16:11:56.304 -> The value of current in ma : 9054.84,,,,11:56.3,->,current,ma,9054.84
16:11:56.399 -> The value of current in ma : 8985.72,,,,11:56.4,->,current,ma,8985.72
16:11:56.542 -> The value of current in ma : 9077.88,,,,11:56.5,->,current,ma,9077.88
16:11:56.638 -> The value of current in ma : 9077.88,,,,11:56.6,->,current,ma,9077.88
16:11:56.780 -> The value of current in ma : 9100.92,,,,11:56.8,->,current,ma,9100.92
16:11:56.891 -> The value of current in ma : 9100.92,,,,11:56.9,->,current,ma,9100.92
16:11:57.033 -> The value of current in ma : 9054.84,,,,11:57.0,->,current,ma,9054.84
16:11:57.130 -> The value of current in ma : 9123.96,,,,11:57.1,->,current,ma,9123.96
16:11:57.273 -> The value of current in ma : 9123.96,,,,11:57.3,->,current,ma,9123.96
16:11:57.368 -> The value of current in ma : 9100.92,,,,11:57.4,->,current,ma,9100.92
16:11:57.511 -> The value of current in ma : 9077.88,,,,11:57.5,->,current,ma,9077.88
16:11:57.606 -> The value of current in ma : 9147.00,,,,11:57.6,->,current,ma,9147
16:11:57.748 -> The value of current in ma : 9100.92,,,,11:57.7,->,current,ma,9100.92
16:11:57.890 -> The value of current in ma : 9054.84,,,,11:57.9,->,current,ma,9054.84
16:11:57.985 -> The value of current in ma : 9077.88,,,,11:58.0,->,current,ma,9077.88
16:11:58.127 -> The value of current in ma : 9054.84,,,,11:58.1,->,current,ma,9054.84
16:11:58.221 -> The value of current in ma : 9008.76,,,,11:58.2,->,current,ma,9008.76
16:11:58.364 -> The value of current in ma : 9054.84,,,,11:58.4,->,current,ma,9054.84
16:11:58.460 -> The value of current in ma : 9054.84,,,,11:58.5,->,current,ma,9054.84
16:11:58.603 -> The value of current in ma : 9054.84,,,,11:58.6,->,current,ma,9054.84
16:11:58.745 -> The value of current in ma : 9077.88,,,,11:58.7,->,current,ma,9077.88
16:11:58.840 -> The value of current in ma : 9054.84,,,,11:58.8,->,current,ma,9054.84
16:11:58.982 -> The value of current in ma : 9100.92,,,,11:59.0,->,current,ma,9100.92
16:11:59.078 -> The value of current in ma : 9054.84,,,,11:59.1,->,current,ma,9054.84
16:11:59.221 -> The value of current in ma : 9077.88,,,,11:59.2,->,current,ma,9077.88
16:11:59.316 -> The value of current in ma : 9031.80,,,,11:59.3,->,current,ma,9031.8
16:11:59.457 -> The value of current in ma : 9008.76,,,,11:59.5,->,current,ma,9008.76
16:11:59.555 -> The value of current in ma : 9054.84,,,,11:59.6,->,current,ma,9054.84
16:11:59.679 -> The value of current in ma : 9031.80,,,,11:59.7,->,current,ma,9031.8
16:11:59.821 -> The value of current in ma : 9123.96,,,,11:59.8,->,current,ma,9123.96
16:11:59.949 -> The value of current in ma : 9054.84,,,,11:59.9,->,current,ma,9054.84
16:12:00.044 -> The value of current in ma : 9031.80,,,,12:00.0,->,current,ma,9031.8
16:12:00.186 -> The value of current in ma : 9077.88,,,,12:00.2,->,current,ma,9077.88
16:12:00.282 -> The value of current in ma : 8985.72,,,,12:00.3,->,current,ma,8985.72
16:12:00.423 -> The value of current in ma : 9054.84,,,,12:00.4,->,current,ma,9054.84
16:12:00.563 -> The value of current in ma : 9054.84,,,,12:00.6,->,current,ma,9054.84
16:12:00.657 -> The value of current in ma : 9054.84,,,,12:00.7,->,current,ma,9054.84
16:12:00.798 -> The value of current in ma : 9123.96,,,,12:00.8,->,current,ma,9123.96
16:12:00.892 -> The value of current in ma : 9170.04,,,,12:00.9,->,current,ma,9170.04
16:12:01.032 -> The value of current in ma : 9123.96,,,,12:01.0,->,current,ma,9123.96
16:12:01.126 -> The value of current in ma : 9077.88,,,,12:01.1,->,current,ma,9077.88
16:12:01.282 -> The value of current in ma : 9054.84,,,,12:01.3,->,current,ma,9054.84
16:12:01.376 -> The value of current in ma : 9077.88,,,,12:01.4,->,current,ma,9077.88
16:12:01.516 -> The value of current in ma : 9031.80,,,,12:01.5,->,current,ma,9031.8
16:12:01.611 -> The value of current in ma : 9077.88,,,,12:01.6,->,current,ma,9077.88
16:12:01.736 -> The value of current in ma : 9008.76,,,,12:01.7,->,current,ma,9008.76
16:12:01.882 -> The value of current in ma : 9077.88,,,,12:01.9,->,current,ma,9077.88
16:12:02.018 -> The value of current in ma : 9031.80,,,,12:02.0,->,current,ma,9031.8
16:12:02.112 -> The value of current in ma : 9008.76,,,,12:02.1,->,current,ma,9008.76
16:12:02.252 -> The value of current in ma : 9008.76,,,,12:02.3,->,current,ma,9008.76
16:12:02.346 -> The value of current in ma : 9008.76,,,,12:02.3,->,current,ma,9008.76
16:12:02.487 -> The value of current in ma : 9077.88,,,,12:02.5,->,current,ma,9077.88
16:12:02.580 -> The value of current in ma : 9054.84,,,,12:02.6,->,current,ma,9054.84
16:12:02.721 -> The value of current in ma : 9031.80,,,,12:02.7,->,current,ma,9031.8
16:12:02.861 -> The value of current in ma : 9123.96,,,,12:02.9,->,current,ma,9123.96
16:12:02.955 -> The value of current in ma : 9031.80,,,,12:03.0,->,current,ma,9031.8
16:12:03.096 -> The value of current in ma : 9031.80,,,,12:03.1,->,current,ma,9031.8
16:12:03.190 -> The value of current in ma : 9100.92,,,,12:03.2,->,current,ma,9100.92
16:12:03.331 -> The value of current in ma : 9008.76,,,,12:03.3,->,current,ma,9008.76
16:12:03.471 -> The value of current in ma : 9031.80,,,,12:03.5,->,current,ma,9031.8
16:12:03.565 -> The value of current in ma : 9054.84,,,,12:03.6,->,current,ma,9054.84
16:12:03.706 -> The value of current in ma : 9031.80,,,,12:03.7,->,current,ma,9031.8
16:12:03.800 -> The value of current in ma : 9031.80,,,,12:03.8,->,current,ma,9031.8
16:12:03.940 -> The value of current in ma : 9123.96,,,,12:03.9,->,current,ma,9123.96
16:12:04.034 -> The value of current in ma : 9054.84,,,,12:04.0,->,current,ma,9054.84
16:12:04.175 -> The value of current in ma : 9123.96,,,,12:04.2,->,current,ma,9123.96
16:12:04.316 -> The value of current in ma : 9031.80,,,,12:04.3,->,current,ma,9031.8
16:12:04.410 -> The value of current in ma : 9100.92,,,,12:04.4,->,current,ma,9100.92
16:12:04.519 -> The value of current in ma : 9031.80,,,,12:04.5,->,current,ma,9031.8
16:12:04.660 -> The value of current in ma : 9031.80,,,,12:04.7,->,current,ma,9031.8
16:12:04.801 -> The value of current in ma : 9031.80,,,,12:04.8,->,current,ma,9031.8
16:12:04.895 -> The value of current in ma : 9054.84,,,,12:04.9,->,current,ma,9054.84
16:12:05.004 -> The value of current in ma : 9054.84,,,,12:05.0,->,current,ma,9054.84
16:12:05.145 -> The value of current in ma : 9031.80,,,,12:05.1,->,current,ma,9031.8
16:12:05.286 -> The value of current in ma : 9031.80,,,,12:05.3,->,current,ma,9031.8
16:12:05.380 -> The value of current in ma : 8962.68,,,,12:05.4,->,current,ma,8962.68
16:12:05.521 -> The value of current in ma : 9054.84,,,,12:05.5,->,current,ma,9054.84
16:12:05.614 -> The value of current in ma : 9031.80,,,,12:05.6,->,current,ma,9031.8
16:12:05.756 -> The value of current in ma : 8985.72,,,,12:05.8,->,current,ma,8985.72
16:12:05.850 -> The value of current in ma : 9008.76,,,,12:05.8,->,current,ma,9008.76
16:12:05.990 -> The value of current in ma : 9008.76,,,,12:06.0,->,current,ma,9008.76
16:12:06.131 -> The value of current in ma : 9008.76,,,,12:06.1,->,current,ma,9008.76
16:12:06.225 -> The value of current in ma : 9031.80,,,,12:06.2,->,current,ma,9031.8
16:12:06.365 -> The value of current in ma : 9031.80,,,,12:06.4,->,current,ma,9031.8
16:12:06.459 -> The value of current in ma : 9054.84,,,,12:06.5,->,current,ma,9054.84
16:12:06.600 -> The value of current in ma : 9008.76,,,,12:06.6,->,current,ma,9008.76
16:12:06.740 -> The value of current in ma : 9031.80,,,,12:06.7,->,current,ma,9031.8
16:12:06.834 -> The value of current in ma : 9008.76,,,,12:06.8,->,current,ma,9008.76
16:12:06.975 -> The value of current in ma : 9054.84,,,,12:07.0,->,current,ma,9054.84
16:12:07.085 -> The value of current in ma : 9054.84,,,,12:07.1,->,current,ma,9054.84
16:12:07.210 -> The value of current in ma : 9031.80,,,,12:07.2,->,current,ma,9031.8
16:12:07.304 -> The value of current in ma : 9077.88,,,,12:07.3,->,current,ma,9077.88
16:12:07.445 -> The value of current in ma : 9031.80,,,,12:07.4,->,current,ma,9031.8
16:12:07.585 -> The value of current in ma : 9008.76,,,,12:07.6,->,current,ma,9008.76
16:12:07.679 -> The value of current in ma : 9031.80,,,,12:07.7,->,current,ma,9031.8
16:12:07.820 -> The value of current in ma : 9031.80,,,,12:07.8,->,current,ma,9031.8
16:12:07.913 -> The value of current in ma : 9054.84,,,,12:07.9,->,current,ma,9054.84
16:12:08.054 -> The value of current in ma : 9054.84,,,,12:08.1,->,current,ma,9054.84
16:12:08.195 -> The value of current in ma : 9077.88,,,,12:08.2,->,current,ma,9077.88
16:12:08.288 -> The value of current in ma : 9054.84,,,,12:08.3,->,current,ma,9054.84
16:12:08.429 -> The value of current in ma : 9054.84,,,,12:08.4,->,current,ma,9054.84
16:12:08.523 -> The value of current in ma : 9008.76,,,,12:08.5,->,current,ma,9008.76
16:12:08.663 -> The value of current in ma : 9054.84,,,,12:08.7,->,current,ma,9054.84
16:12:08.757 -> The value of current in ma : 9031.80,,,,12:08.8,->,current,ma,9031.8
16:12:08.898 -> The value of current in ma : 9054.84,,,,12:08.9,->,current,ma,9054.84
16:12:09.022 -> The value of current in ma : 8962.68,,,,12:09.0,->,current,ma,8962.68
16:12:09.163 -> The value of current in ma : 9031.80,,,,12:09.2,->,current,ma,9031.8
16:12:09.257 -> The value of current in ma : 9077.88,,,,12:09.3,->,current,ma,9077.88
16:12:09.398 -> The value of current in ma : 9031.80,,,,12:09.4,->,current,ma,9031.8
16:12:09.491 -> The value of current in ma : 9031.80,,,,12:09.5,->,current,ma,9031.8
16:12:09.632 -> The value of current in ma : 9031.80,,,,12:09.6,->,current,ma,9031.8
16:12:09.726 -> The value of current in ma : 9031.80,,,,12:09.7,->,current,ma,9031.8
16:12:09.867 -> The value of current in ma : 9008.76,,,,12:09.9,->,current,ma,9008.76
16:12:09.992 -> The value of current in ma : 9031.80,,,,12:10.0,->,current,ma,9031.8
16:12:10.132 -> The value of current in ma : 9054.84,,,,12:10.1,->,current,ma,9054.84
16:12:10.226 -> The value of current in ma : 9123.96,,,,12:10.2,->,current,ma,9123.96
16:12:10.367 -> The value of current in ma : 9054.84,,,,12:10.4,->,current,ma,9054.84
16:12:10.461 -> The value of current in ma : 9054.84,,,,12:10.5,->,current,ma,9054.84
16:12:10.601 -> The value of current in ma : 9077.88,,,,12:10.6,->,current,ma,9077.88
16:12:10.695 -> The value of current in ma : 8962.68,,,,12:10.7,->,current,ma,8962.68
16:12:10.836 -> The value of current in ma : 9031.80,,,,12:10.8,->,current,ma,9031.8
16:12:10.929 -> The value of current in ma : 9054.84,,,,12:10.9,->,current,ma,9054.84
16:12:11.086 -> The value of current in ma : 9008.76,,,,12:11.1,->,current,ma,9008.76
16:12:11.243 -> The value of current in ma : 9077.88,,,,12:11.2,->,current,ma,9077.88
16:12:11.321 -> The value of current in ma : 9031.80,,,,12:11.3,->,current,ma,9031.8
16:12:11.461 -> The value of current in ma : 9031.80,,,,12:11.5,->,current,ma,9031.8
16:12:11.555 -> The value of current in ma : 9008.76,,,,12:11.6,->,current,ma,9008.76
16:12:11.696 -> The value of current in ma : 9031.80,,,,12:11.7,->,current,ma,9031.8
16:12:11.789 -> The value of current in ma : 9031.80,,,,12:11.8,->,current,ma,9031.8
16:12:11.930 -> The value of current in ma : 9031.80,,,,12:11.9,->,current,ma,9031.8
16:12:12.071 -> The value of current in ma : 9031.80,,,,12:12.1,->,current,ma,9031.8
16:12:12.165 -> The value of current in ma : 9054.84,,,,12:12.2,->,current,ma,9054.84
16:12:12.306 -> The value of current in ma : 9031.80,,,,12:12.3,->,current,ma,9031.8
16:12:12.400 -> The value of current in ma : 9100.92,,,,12:12.4,->,current,ma,9100.92
16:12:12.541 -> The value of current in ma : 9031.80,,,,12:12.5,->,current,ma,9031.8
16:12:12.635 -> The value of current in ma : 9077.88,,,,12:12.6,->,current,ma,9077.88
16:12:12.775 -> The value of current in ma : 9031.80,,,,12:12.8,->,current,ma,9031.8
16:12:12.916 -> The value of current in ma : 9031.80,,,,12:12.9,->,current,ma,9031.8
16:12:13.010 -> The value of current in ma : 9054.84,,,,12:13.0,->,current,ma,9054.84
