TimeStamp,,,,TimeStamp,,Specification,Unit,Value
16:30:36.011 -> The value of current in ma : 9123.96,,,,30:36.0,->,current,ma,9123.96
16:30:36.152 -> The value of current in ma : 9147.00,,,,30:36.2,->,current,ma,9147
16:30:36.293 -> The value of current in ma : 9100.92,,,,30:36.3,->,current,ma,9100.92
16:30:36.386 -> The value of current in ma : 9193.08,,,,30:36.4,->,current,ma,9193.08
16:30:36.527 -> The value of current in ma : 9147.00,,,,30:36.5,->,current,ma,9147
16:30:36.652 -> The value of current in ma : 9193.08,,,,30:36.7,->,current,ma,9193.08
16:30:36.746 -> The value of current in ma : 9054.84,,,,30:36.7,->,current,ma,9054.84
16:30:36.887 -> The value of current in ma : 9147.00,,,,30:36.9,->,current,ma,9147
16:30:36.996 -> The value of current in ma : 9123.96,,,,30:37.0,->,current,ma,9123.96
16:30:37.137 -> The value of current in ma : 9123.96,,,,30:37.1,->,current,ma,9123.96
16:30:37.246 -> The value of current in ma : 9123.96,,,,30:37.2,->,current,ma,9123.96
16:30:37.341 -> The value of current in ma : 9147.00,,,,30:37.3,->,current,ma,9147
16:30:37.497 -> The value of current in ma : 9123.96,,,,30:37.5,->,current,ma,9123.96
16:30:37.622 -> The value of current in ma : 9100.92,,,,30:37.6,->,current,ma,9100.92
16:30:37.716 -> The value of current in ma : 9170.04,,,,30:37.7,->,current,ma,9170.04
16:30:37.856 -> The value of current in ma : 9100.92,,,,30:37.9,->,current,ma,9100.92
16:30:37.950 -> The value of current in ma : 9123.96,,,,30:37.9,->,current,ma,9123.96
16:30:38.106 -> The value of current in ma : 9193.08,,,,30:38.1,->,current,ma,9193.08
16:30:38.201 -> The value of current in ma : 9123.96,,,,30:38.2,->,current,ma,9123.96
16:30:38.341 -> The value of current in ma : 9123.96,,,,30:38.3,->,current,ma,9123.96
16:30:38.451 -> The value of current in ma : 9147.00,,,,30:38.5,->,current,ma,9147
16:30:38.591 -> The value of current in ma : 9193.08,,,,30:38.6,->,current,ma,9193.08
16:30:38.685 -> The value of current in ma : 9100.92,,,,30:38.7,->,current,ma,9100.92
16:30:38.826 -> The value of current in ma : 9170.04,,,,30:38.8,->,current,ma,9170.04
16:30:38.919 -> The value of current in ma : 9123.96,,,,30:38.9,->,current,ma,9123.96
16:30:39.060 -> The value of current in ma : 9170.04,,,,30:39.1,->,current,ma,9170.04
16:30:39.201 -> The value of current in ma : 9100.92,,,,30:39.2,->,current,ma,9100.92
16:30:39.294 -> The value of current in ma : 9193.08,,,,30:39.3,->,current,ma,9193.08
16:30:39.435 -> The value of current in ma : 9147.00,,,,30:39.4,->,current,ma,9147
16:30:39.529 -> The value of current in ma : 9147.00,,,,30:39.5,->,current,ma,9147
16:30:39.654 -> The value of current in ma : 9100.92,,,,30:39.7,->,current,ma,9100.92
16:30:39.795 -> The value of current in ma : 9123.96,,,,30:39.8,->,current,ma,9123.96
16:30:39.889 -> The value of current in ma : 9123.96,,,,30:39.9,->,current,ma,9123.96
16:30:40.029 -> The value of current in ma : 9077.88,,,,30:40.0,->,current,ma,9077.88
16:30:40.170 -> The value of current in ma : 9100.92,,,,30:40.2,->,current,ma,9100.92
16:30:40.264 -> The value of current in ma : 9170.04,,,,30:40.3,->,current,ma,9170.04
16:30:40.404 -> The value of current in ma : 9077.88,,,,30:40.4,->,current,ma,9077.88
16:30:40.498 -> The value of current in ma : 9147.00,,,,30:40.5,->,current,ma,9147
16:30:40.639 -> The value of current in ma : 9100.92,,,,30:40.6,->,current,ma,9100.92
16:30:40.779 -> The value of current in ma : 9123.96,,,,30:40.8,->,current,ma,9123.96
16:30:40.873 -> The value of current in ma : 9147.00,,,,30:40.9,->,current,ma,9147
16:30:41.014 -> The value of current in ma : 9147.00,,,,30:41.0,->,current,ma,9147
16:30:41.123 -> The value of current in ma : 9077.88,,,,30:41.1,->,current,ma,9077.88
16:30:41.264 -> The value of current in ma : 9147.00,,,,30:41.3,->,current,ma,9147
16:30:41.358 -> The value of current in ma : 9077.88,,,,30:41.4,->,current,ma,9077.88
16:30:41.451 -> The value of current in ma : 9100.92,,,,30:41.5,->,current,ma,9100.92
16:30:41.608 -> The value of current in ma : 9077.88,,,,30:41.6,->,current,ma,9077.88
16:30:41.748 -> The value of current in ma : 9100.92,,,,30:41.7,->,current,ma,9100.92
16:30:41.842 -> The value of current in ma : 9100.92,,,,30:41.8,->,current,ma,9100.92
16:30:41.983 -> The value of current in ma : 9100.92,,,,30:42.0,->,current,ma,9100.92
16:30:42.076 -> The value of current in ma : 9123.96,,,,30:42.1,->,current,ma,9123.96
16:30:42.218 -> The value of current in ma : 9147.00,,,,30:42.2,->,current,ma,9147
16:30:42.311 -> The value of current in ma : 9123.96,,,,30:42.3,->,current,ma,9123.96
16:30:42.452 -> The value of current in ma : 9100.92,,,,30:42.5,->,current,ma,9100.92
16:30:42.593 -> The value of current in ma : 9100.92,,,,30:42.6,->,current,ma,9100.92
16:30:42.718 -> The value of current in ma : 9147.00,,,,30:42.7,->,current,ma,9147
16:30:42.811 -> The value of current in ma : 9100.92,,,,30:42.8,->,current,ma,9100.92
16:30:42.952 -> The value of current in ma : 9147.00,,,,30:43.0,->,current,ma,9147
16:30:43.046 -> The value of current in ma : 9193.08,,,,30:43.0,->,current,ma,9193.08
16:30:43.186 -> The value of current in ma : 9170.04,,,,30:43.2,->,current,ma,9170.04
16:30:43.327 -> The value of current in ma : 9170.04,,,,30:43.3,->,current,ma,9170.04
16:30:43.421 -> The value of current in ma : 9123.96,,,,30:43.4,->,current,ma,9123.96
16:30:43.561 -> The value of current in ma : 9077.88,,,,30:43.6,->,current,ma,9077.88
16:30:43.656 -> The value of current in ma : 9077.88,,,,30:43.7,->,current,ma,9077.88
16:30:43.796 -> The value of current in ma : 9077.88,,,,30:43.8,->,current,ma,9077.88
16:30:43.890 -> The value of current in ma : 9123.96,,,,30:43.9,->,current,ma,9123.96
16:30:44.046 -> The value of current in ma : 9100.92,,,,30:44.0,->,current,ma,9100.92
16:30:44.140 -> The value of current in ma : 9147.00,,,,30:44.1,->,current,ma,9147
16:30:44.281 -> The value of current in ma : 9077.88,,,,30:44.3,->,current,ma,9077.88
16:30:44.374 -> The value of current in ma : 9147.00,,,,30:44.4,->,current,ma,9147
16:30:44.515 -> The value of current in ma : 9077.88,,,,30:44.5,->,current,ma,9077.88
16:30:44.656 -> The value of current in ma : 9123.96,,,,30:44.7,->,current,ma,9123.96
16:30:44.749 -> The value of current in ma : 9054.84,,,,30:44.7,->,current,ma,9054.84
16:30:44.890 -> The value of current in ma : 9123.96,,,,30:44.9,->,current,ma,9123.96
16:30:44.984 -> The value of current in ma : 9077.88,,,,30:45.0,->,current,ma,9077.88
16:30:45.125 -> The value of current in ma : 9147.00,,,,30:45.1,->,current,ma,9147
16:30:45.218 -> The value of current in ma : 9123.96,,,,30:45.2,->,current,ma,9123.96
16:30:45.375 -> The value of current in ma : 9170.04,,,,30:45.4,->,current,ma,9170.04
16:30:45.468 -> The value of current in ma : 9054.84,,,,30:45.5,->,current,ma,9054.84
16:30:45.609 -> The value of current in ma : 9100.92,,,,30:45.6,->,current,ma,9100.92
16:30:45.703 -> The value of current in ma : 9054.84,,,,30:45.7,->,current,ma,9054.84
16:30:45.843 -> The value of current in ma : 9147.00,,,,30:45.8,->,current,ma,9147
16:30:45.937 -> The value of current in ma : 9147.00,,,,30:45.9,->,current,ma,9147
16:30:46.078 -> The value of current in ma : 9077.88,,,,30:46.1,->,current,ma,9077.88
16:30:46.218 -> The value of current in ma : 9077.88,,,,30:46.2,->,current,ma,9077.88
16:30:46.312 -> The value of current in ma : 9077.88,,,,30:46.3,->,current,ma,9077.88
16:30:46.453 -> The value of current in ma : 9123.96,,,,30:46.5,->,current,ma,9123.96
16:30:46.594 -> The value of current in ma : 9100.92,,,,30:46.6,->,current,ma,9100.92
16:30:46.687 -> The value of current in ma : 9100.92,,,,30:46.7,->,current,ma,9100.92
16:30:46.828 -> The value of current in ma : 9077.88,,,,30:46.8,->,current,ma,9077.88
16:30:46.922 -> The value of current in ma : 9100.92,,,,30:46.9,->,current,ma,9100.92
16:30:47.047 -> The value of current in ma : 9031.80,,,,30:47.0,->,current,ma,9031.8
16:30:47.187 -> The value of current in ma : 9077.88,,,,30:47.2,->,current,ma,9077.88
16:30:47.297 -> The value of current in ma : 9100.92,,,,30:47.3,->,current,ma,9100.92
16:30:47.438 -> The value of current in ma : 9100.92,,,,30:47.4,->,current,ma,9100.92
16:30:47.547 -> The value of current in ma : 9077.88,,,,30:47.5,->,current,ma,9077.88
16:30:47.688 -> The value of current in ma : 9077.88,,,,30:47.7,->,current,ma,9077.88
16:30:47.782 -> The value of current in ma : 9123.96,,,,30:47.8,->,current,ma,9123.96
16:30:47.891 -> The value of current in ma : 9147.00,,,,30:47.9,->,current,ma,9147
16:30:48.032 -> The value of current in ma : 9077.88,,,,30:48.0,->,current,ma,9077.88
16:30:48.173 -> The value of current in ma : 9077.88,,,,30:48.2,->,current,ma,9077.88
16:30:48.266 -> The value of current in ma : 9100.92,,,,30:48.3,->,current,ma,9100.92
16:30:48.407 -> The value of current in ma : 9123.96,,,,30:48.4,->,current,ma,9123.96
16:30:48.501 -> The value of current in ma : 9031.80,,,,30:48.5,->,current,ma,9031.8
16:30:48.641 -> The value of current in ma : 9077.88,,,,30:48.6,->,current,ma,9077.88
16:30:48.735 -> The value of current in ma : 9100.92,,,,30:48.7,->,current,ma,9100.92
16:30:48.876 -> The value of current in ma : 9123.96,,,,30:48.9,->,current,ma,9123.96
16:30:49.016 -> The value of current in ma : 9008.76,,,,30:49.0,->,current,ma,9008.76
16:30:49.111 -> The value of current in ma : 9077.88,,,,30:49.1,->,current,ma,9077.88
16:30:49.251 -> The value of current in ma : 9077.88,,,,30:49.3,->,current,ma,9077.88
16:30:49.345 -> The value of current in ma : 9123.96,,,,30:49.3,->,current,ma,9123.96
16:30:49.486 -> The value of current in ma : 9031.80,,,,30:49.5,->,current,ma,9031.8
16:30:49.626 -> The value of current in ma : 9054.84,,,,30:49.6,->,current,ma,9054.84
16:30:49.720 -> The value of current in ma : 9077.88,,,,30:49.7,->,current,ma,9077.88
16:30:49.861 -> The value of current in ma : 9123.96,,,,30:49.9,->,current,ma,9123.96
16:30:49.955 -> The value of current in ma : 9054.84,,,,30:50.0,->,current,ma,9054.84
16:30:50.064 -> The value of current in ma : 9100.92,,,,30:50.1,->,current,ma,9100.92
16:30:50.204 -> The value of current in ma : 9031.80,,,,30:50.2,->,current,ma,9031.8
16:30:50.345 -> The value of current in ma : 9100.92,,,,30:50.3,->,current,ma,9100.92
16:30:50.455 -> The value of current in ma : 9031.80,,,,30:50.5,->,current,ma,9031.8
16:30:50.596 -> The value of current in ma : 9054.84,,,,30:50.6,->,current,ma,9054.84
16:30:50.689 -> The value of current in ma : 9031.80,,,,30:50.7,->,current,ma,9031.8
16:30:50.830 -> The value of current in ma : 9077.88,,,,30:50.8,->,current,ma,9077.88
16:30:50.924 -> The value of current in ma : 9100.92,,,,30:50.9,->,current,ma,9100.92
16:30:51.065 -> The value of current in ma : 9054.84,,,,30:51.1,->,current,ma,9054.84
16:30:51.158 -> The value of current in ma : 9054.84,,,,30:51.2,->,current,ma,9054.84
16:30:51.299 -> The value of current in ma : 9077.88,,,,30:51.3,->,current,ma,9077.88
16:30:51.440 -> The value of current in ma : 9054.84,,,,30:51.4,->,current,ma,9054.84
16:30:51.533 -> The value of current in ma : 9077.88,,,,30:51.5,->,current,ma,9077.88
16:30:51.674 -> The value of current in ma : 9100.92,,,,30:51.7,->,current,ma,9100.92
16:30:51.768 -> The value of current in ma : 9054.84,,,,30:51.8,->,current,ma,9054.84
16:30:51.925 -> The value of current in ma : 9077.88,,,,30:51.9,->,current,ma,9077.88
16:30:52.018 -> The value of current in ma : 9077.88,,,,30:52.0,->,current,ma,9077.88
16:30:52.159 -> The value of current in ma : 9077.88,,,,30:52.2,->,current,ma,9077.88
16:30:52.253 -> The value of current in ma : 9147.00,,,,30:52.3,->,current,ma,9147
16:30:52.394 -> The value of current in ma : 9054.84,,,,30:52.4,->,current,ma,9054.84
16:30:52.535 -> The value of current in ma : 9123.96,,,,30:52.5,->,current,ma,9123.96
16:30:52.628 -> The value of current in ma : 9031.80,,,,30:52.6,->,current,ma,9031.8
16:30:52.769 -> The value of current in ma : 9147.00,,,,30:52.8,->,current,ma,9147
16:30:52.863 -> The value of current in ma : 9077.88,,,,30:52.9,->,current,ma,9077.88
16:30:53.003 -> The value of current in ma : 9077.88,,,,30:53.0,->,current,ma,9077.88
16:30:53.097 -> The value of current in ma : 9077.88,,,,30:53.1,->,current,ma,9077.88
16:30:53.238 -> The value of current in ma : 9077.88,,,,30:53.2,->,current,ma,9077.88
16:30:53.379 -> The value of current in ma : 9031.80,,,,30:53.4,->,current,ma,9031.8
16:30:53.473 -> The value of current in ma : 9077.88,,,,30:53.5,->,current,ma,9077.88
16:30:53.582 -> The value of current in ma : 9054.84,,,,30:53.6,->,current,ma,9054.84
16:30:53.723 -> The value of current in ma : 9123.96,,,,30:53.7,->,current,ma,9123.96
16:30:53.864 -> The value of current in ma : 9100.92,,,,30:53.9,->,current,ma,9100.92
16:30:53.957 -> The value of current in ma : 9100.92,,,,30:54.0,->,current,ma,9100.92
16:30:54.098 -> The value of current in ma : 9008.76,,,,30:54.1,->,current,ma,9008.76
16:30:54.192 -> The value of current in ma : 9031.80,,,,30:54.2,->,current,ma,9031.8
16:30:54.332 -> The value of current in ma : 9008.76,,,,30:54.3,->,current,ma,9008.76
16:30:54.473 -> The value of current in ma : 9031.80,,,,30:54.5,->,current,ma,9031.8
16:30:54.567 -> The value of current in ma : 9077.88,,,,30:54.6,->,current,ma,9077.88
16:30:54.707 -> The value of current in ma : 8985.72,,,,30:54.7,->,current,ma,8985.72
16:30:54.801 -> The value of current in ma : 9031.80,,,,30:54.8,->,current,ma,9031.8
16:30:54.942 -> The value of current in ma : 9008.76,,,,30:54.9,->,current,ma,9008.76
16:30:55.036 -> The value of current in ma : 9123.96,,,,30:55.0,->,current,ma,9123.96
16:30:55.176 -> The value of current in ma : 9031.80,,,,30:55.2,->,current,ma,9031.8
16:30:55.317 -> The value of current in ma : 9031.80,,,,30:55.3,->,current,ma,9031.8
16:30:55.411 -> The value of current in ma : 9077.88,,,,30:55.4,->,current,ma,9077.88
16:30:55.551 -> The value of current in ma : 9054.84,,,,30:55.6,->,current,ma,9054.84
16:30:55.645 -> The value of current in ma : 9031.80,,,,30:55.6,->,current,ma,9031.8
16:30:55.786 -> The value of current in ma : 9054.84,,,,30:55.8,->,current,ma,9054.84
16:30:55.927 -> The value of current in ma : 9031.80,,,,30:55.9,->,current,ma,9031.8
16:30:56.020 -> The value of current in ma : 9123.96,,,,30:56.0,->,current,ma,9123.96
16:30:56.161 -> The value of current in ma : 9008.76,,,,30:56.2,->,current,ma,9008.76
16:30:56.255 -> The value of current in ma : 9077.88,,,,30:56.3,->,current,ma,9077.88
16:30:56.395 -> The value of current in ma : 9100.92,,,,30:56.4,->,current,ma,9100.92
16:30:56.489 -> The value of current in ma : 9077.88,,,,30:56.5,->,current,ma,9077.88
16:30:56.630 -> The value of current in ma : 9054.84,,,,30:56.6,->,current,ma,9054.84
16:30:56.770 -> The value of current in ma : 9054.84,,,,30:56.8,->,current,ma,9054.84
16:30:56.864 -> The value of current in ma : 9100.92,,,,30:56.9,->,current,ma,9100.92
16:30:57.005 -> The value of current in ma : 9100.92,,,,30:57.0,->,current,ma,9100.92
16:30:57.099 -> The value of current in ma : 9031.80,,,,30:57.1,->,current,ma,9031.8
16:30:57.242 -> The value of current in ma : 9077.88,,,,30:57.2,->,current,ma,9077.88
16:30:57.380 -> The value of current in ma : 9054.84,,,,30:57.4,->,current,ma,9054.84
16:30:57.474 -> The value of current in ma : 9031.80,,,,30:57.5,->,current,ma,9031.8
16:30:57.614 -> The value of current in ma : 9031.80,,,,30:57.6,->,current,ma,9031.8
16:30:57.708 -> The value of current in ma : 9054.84,,,,30:57.7,->,current,ma,9054.84
