TimeStamp,,,,TimeStamp,,Specification,Unit,Value
16:30:57.849 -> The value of current in ma : 9077.88,,,,30:57.8,->,current,ma,9077.88
16:30:57.943 -> The value of current in ma : 9031.80,,,,30:57.9,->,current,ma,9031.8
16:30:58.083 -> The value of current in ma : 9123.96,,,,30:58.1,->,current,ma,9123.96
16:30:58.224 -> The value of current in ma : 9077.88,,,,30:58.2,->,current,ma,9077.88
16:30:58.318 -> The value of current in ma : 9008.76,,,,30:58.3,->,current,ma,9008.76
16:30:58.458 -> The value of current in ma : 9054.84,,,,30:58.5,->,current,ma,9054.84
16:30:58.552 -> The value of current in ma : 9054.84,,,,30:58.6,->,current,ma,9054.84
16:30:58.693 -> The value of current in ma : 9008.76,,,,30:58.7,->,current,ma,9008.76
16:30:58.802 -> The value of current in ma : 9100.92,,,,30:58.8,->,current,ma,9100.92
16:30:58.943 -> The value of current in ma : 9031.80,,,,30:58.9,->,current,ma,9031.8
16:30:59.037 -> The value of current in ma : 9100.92,,,,30:59.0,->,current,ma,9100.92
16:30:59.177 -> The value of current in ma : 9054.84,,,,30:59.2,->,current,ma,9054.84
16:30:59.318 -> The value of current in ma : 9031.80,,,,30:59.3,->,current,ma,9031.8
16:30:59.412 -> The value of current in ma : 9008.76,,,,30:59.4,->,current,ma,9008.76
16:30:59.552 -> The value of current in ma : 9054.84,,,,30:59.6,->,current,ma,9054.84
16:30:59.646 -> The value of current in ma : 9054.84,,,,30:59.6,->,current,ma,9054.84
16:30:59.787 -> The value of current in ma : 8985.72,,,,30:59.8,->,current,ma,8985.72
16:30:59.881 -> The value of current in ma : 9031.80,,,,30:59.9,->,current,ma,9031.8
16:31:00.022 -> The value of current in ma : 9008.76,,,,31:00.0,->,current,ma,9008.76
16:31:00.162 -> The value of current in ma : 9054.84,,,,31:00.2,->,current,ma,9054.84
16:31:00.256 -> The value of current in ma : 9054.84,,,,31:00.3,->,current,ma,9054.84
16:31:00.397 -> The value of current in ma : 9123.96,,,,31:00.4,->,current,ma,9123.96
16:31:00.490 -> The value of current in ma : 8985.72,,,,31:00.5,->,current,ma,8985.72
16:31:00.631 -> The value of current in ma : 9077.88,,,,31:00.6,->,current,ma,9077.88
16:31:00.756 -> The value of current in ma : 8985.72,,,,31:00.8,->,current,ma,8985.72
16:31:00.897 -> The value of current in ma : 9054.84,,,,31:00.9,->,current,ma,9054.84
16:31:00.990 -> The value of current in ma : 9008.76,,,,31:01.0,->,current,ma,9008.76
16:31:01.131 -> The value of current in ma : 9077.88,,,,31:01.1,->,current,ma,9077.88
16:31:01.225 -> The value of current in ma : 9077.88,,,,31:01.2,->,current,ma,9077.88
16:31:01.366 -> The value of current in ma : 9031.80,,,,31:01.4,->,current,ma,9031.8
16:31:01.460 -> The value of current in ma : 9031.80,,,,31:01.5,->,current,ma,9031.8
16:31:01.600 -> The value of current in ma : 9008.76,,,,31:01.6,->,current,ma,9008.76
16:31:01.741 -> The value of current in ma : 9100.92,,,,31:01.7,->,current,ma,9100.92
16:31:01.835 -> The value of current in ma : 9008.76,,,,31:01.8,->,current,ma,9008.76
16:31:01.975 -> The value of current in ma : 9054.84,,,,31:02.0,->,current,ma,9054.84
16:31:02.069 -> The value of current in ma : 9008.76,,,,31:02.1,->,current,ma,9008.76
16:31:02.210 -> The value of current in ma : 9077.88,,,,31:02.2,->,current,ma,9077.88
16:31:02.350 -> The value of current in ma : 9031.80,,,,31:02.3,->,current,ma,9031.8
16:31:02.444 -> The value of current in ma : 9008.76,,,,31:02.4,->,current,ma,9008.76
16:31:02.554 -> The value of current in ma : 9077.88,,,,31:02.6,->,current,ma,9077.88
16:31:02.694 -> The value of current in ma : 9077.88,,,,31:02.7,->,current,ma,9077.88
16:31:02.835 -> The value of current in ma : 9077.88,,,,31:02.8,->,current,ma,9077.88
16:31:02.928 -> The value of current in ma : 9008.76,,,,31:02.9,->,current,ma,9008.76
16:31:03.069 -> The value of current in ma : 9031.80,,,,31:03.1,->,current,ma,9031.8
16:31:03.163 -> The value of current in ma : 9031.80,,,,31:03.2,->,current,ma,9031.8
16:31:03.303 -> The value of current in ma : 9077.88,,,,31:03.3,->,current,ma,9077.88
16:31:03.397 -> The value of current in ma : 9054.84,,,,31:03.4,->,current,ma,9054.84
16:31:03.538 -> The value of current in ma : 9008.76,,,,31:03.5,->,current,ma,9008.76
16:31:03.678 -> The value of current in ma : 8985.72,,,,31:03.7,->,current,ma,8985.72
16:31:03.772 -> The value of current in ma : 9077.88,,,,31:03.8,->,current,ma,9077.88
16:31:03.913 -> The value of current in ma : 9008.76,,,,31:03.9,->,current,ma,9008.76
16:31:04.007 -> The value of current in ma : 9008.76,,,,31:04.0,->,current,ma,9008.76
16:31:04.148 -> The value of current in ma : 9008.76,,,,31:04.1,->,current,ma,9008.76
16:31:04.288 -> The value of current in ma : 9054.84,,,,31:04.3,->,current,ma,9054.84
16:31:04.382 -> The value of current in ma : 9008.76,,,,31:04.4,->,current,ma,9008.76
16:31:04.523 -> The value of current in ma : 9008.76,,,,31:04.5,->,current,ma,9008.76
16:31:04.617 -> The value of current in ma : 9008.76,,,,31:04.6,->,current,ma,9008.76
16:31:04.757 -> The value of current in ma : 9031.80,,,,31:04.8,->,current,ma,9031.8
16:31:04.851 -> The value of current in ma : 8985.72,,,,31:04.9,->,current,ma,8985.72
16:31:04.992 -> The value of current in ma : 8985.72,,,,31:05.0,->,current,ma,8985.72
16:31:05.132 -> The value of current in ma : 9008.76,,,,31:05.1,->,current,ma,9008.76
16:31:05.226 -> The value of current in ma : 9054.84,,,,31:05.2,->,current,ma,9054.84
16:31:05.367 -> The value of current in ma : 9031.80,,,,31:05.4,->,current,ma,9031.8
16:31:05.461 -> The value of current in ma : 8985.72,,,,31:05.5,->,current,ma,8985.72
16:31:05.602 -> The value of current in ma : 9031.80,,,,31:05.6,->,current,ma,9031.8
16:31:05.742 -> The value of current in ma : 9031.80,,,,31:05.7,->,current,ma,9031.8
16:31:05.820 -> The value of current in ma : 9008.76,,,,31:05.8,->,current,ma,9008.76
16:31:05.977 -> The value of current in ma : 9031.80,,,,31:06.0,->,current,ma,9031.8
16:31:06.070 -> The value of current in ma : 9008.76,,,,31:06.1,->,current,ma,9008.76
16:31:06.227 -> The value of current in ma : 9077.88,,,,31:06.2,->,current,ma,9077.88
16:31:06.320 -> The value of current in ma : 9008.76,,,,31:06.3,->,current,ma,9008.76
16:31:06.461 -> The value of current in ma : 8985.72,,,,31:06.5,->,current,ma,8985.72
16:31:06.555 -> The value of current in ma : 9077.88,,,,31:06.6,->,current,ma,9077.88
16:31:06.695 -> The value of current in ma : 9054.84,,,,31:06.7,->,current,ma,9054.84
16:31:06.790 -> The value of current in ma : 8985.72,,,,31:06.8,->,current,ma,8985.72
16:31:06.930 -> The value of current in ma : 8985.72,,,,31:06.9,->,current,ma,8985.72
16:31:07.071 -> The value of current in ma : 8985.72,,,,31:07.1,->,current,ma,8985.72
16:31:07.165 -> The value of current in ma : 9008.76,,,,31:07.2,->,current,ma,9008.76
16:31:07.274 -> The value of current in ma : 8962.68,,,,31:07.3,->,current,ma,8962.68
16:31:07.400 -> The value of current in ma : 8985.72,,,,31:07.4,->,current,ma,8985.72
16:31:07.540 -> The value of current in ma : 9031.80,,,,31:07.5,->,current,ma,9031.8
16:31:07.681 -> The value of current in ma : 9008.76,,,,31:07.7,->,current,ma,9008.76
16:31:07.775 -> The value of current in ma : 9031.80,,,,31:07.8,->,current,ma,9031.8
16:31:07.915 -> The value of current in ma : 8962.68,,,,31:07.9,->,current,ma,8962.68
16:31:08.025 -> The value of current in ma : 8985.72,,,,31:08.0,->,current,ma,8985.72
16:31:08.166 -> The value of current in ma : 8962.68,,,,31:08.2,->,current,ma,8962.68
16:31:08.260 -> The value of current in ma : 9008.76,,,,31:08.3,->,current,ma,9008.76
16:31:08.401 -> The value of current in ma : 9031.80,,,,31:08.4,->,current,ma,9031.8
16:31:08.494 -> The value of current in ma : 9031.80,,,,31:08.5,->,current,ma,9031.8
16:31:08.651 -> The value of current in ma : 8985.72,,,,31:08.7,->,current,ma,8985.72
16:31:08.744 -> The value of current in ma : 8985.72,,,,31:08.7,->,current,ma,8985.72
16:31:08.885 -> The value of current in ma : 9054.84,,,,31:08.9,->,current,ma,9054.84
16:31:08.979 -> The value of current in ma : 8985.72,,,,31:09.0,->,current,ma,8985.72
16:31:09.120 -> The value of current in ma : 8985.72,,,,31:09.1,->,current,ma,8985.72
16:31:09.213 -> The value of current in ma : 8985.72,,,,31:09.2,->,current,ma,8985.72
16:31:09.354 -> The value of current in ma : 9054.84,,,,31:09.4,->,current,ma,9054.84
16:31:09.463 -> The value of current in ma : 8985.72,,,,31:09.5,->,current,ma,8985.72
16:31:09.604 -> The value of current in ma : 9031.80,,,,31:09.6,->,current,ma,9031.8
16:31:09.698 -> The value of current in ma : 8985.72,,,,31:09.7,->,current,ma,8985.72
16:31:09.839 -> The value of current in ma : 9031.80,,,,31:09.8,->,current,ma,9031.8
16:31:09.948 -> The value of current in ma : 9031.80,,,,31:09.9,->,current,ma,9031.8
16:31:10.089 -> The value of current in ma : 9008.76,,,,31:10.1,->,current,ma,9008.76
16:31:10.183 -> The value of current in ma : 9008.76,,,,31:10.2,->,current,ma,9008.76
16:31:10.323 -> The value of current in ma : 9008.76,,,,31:10.3,->,current,ma,9008.76
16:31:10.464 -> The value of current in ma : 9008.76,,,,31:10.5,->,current,ma,9008.76
16:31:10.557 -> The value of current in ma : 8985.72,,,,31:10.6,->,current,ma,8985.72
16:31:10.667 -> The value of current in ma : 9031.80,,,,31:10.7,->,current,ma,9031.8
16:31:10.807 -> The value of current in ma : 9031.80,,,,31:10.8,->,current,ma,9031.8
16:31:10.918 -> The value of current in ma : 9054.84,,,,31:10.9,->,current,ma,9054.84
16:31:11.058 -> The value of current in ma : 8985.72,,,,31:11.1,->,current,ma,8985.72
16:31:11.167 -> The value of current in ma : 9008.76,,,,31:11.2,->,current,ma,9008.76
16:31:11.308 -> The value of current in ma : 8985.72,,,,31:11.3,->,current,ma,8985.72
16:31:11.402 -> The value of current in ma : 9031.80,,,,31:11.4,->,current,ma,9031.8
16:31:11.542 -> The value of current in ma : 9008.76,,,,31:11.5,->,current,ma,9008.76
16:31:11.636 -> The value of current in ma : 9031.80,,,,31:11.6,->,current,ma,9031.8
16:31:11.777 -> The value of current in ma : 8985.72,,,,31:11.8,->,current,ma,8985.72
16:31:11.917 -> The value of current in ma : 9008.76,,,,31:11.9,->,current,ma,9008.76
16:31:12.011 -> The value of current in ma : 9031.80,,,,31:12.0,->,current,ma,9031.8
16:31:12.152 -> The value of current in ma : 8985.72,,,,31:12.2,->,current,ma,8985.72
16:31:12.246 -> The value of current in ma : 9031.80,,,,31:12.2,->,current,ma,9031.8
16:31:12.387 -> The value of current in ma : 9008.76,,,,31:12.4,->,current,ma,9008.76
16:31:12.528 -> The value of current in ma : 9008.76,,,,31:12.5,->,current,ma,9008.76
16:31:12.622 -> The value of current in ma : 8985.72,,,,31:12.6,->,current,ma,8985.72
16:31:12.763 -> The value of current in ma : 9054.84,,,,31:12.8,->,current,ma,9054.84
16:31:12.856 -> The value of current in ma : 9031.80,,,,31:12.9,->,current,ma,9031.8
16:31:13.028 -> The value of current in ma : 9008.76,,,,31:13.0,->,current,ma,9008.76
16:31:13.122 -> The value of current in ma : 8985.72,,,,31:13.1,->,current,ma,8985.72
16:31:13.216 -> The value of current in ma : 9008.76,,,,31:13.2,->,current,ma,9008.76
16:31:13.356 -> The value of current in ma : 9008.76,,,,31:13.4,->,current,ma,9008.76
16:31:13.497 -> The value of current in ma : 9054.84,,,,31:13.5,->,current,ma,9054.84
16:31:13.591 -> The value of current in ma : 9054.84,,,,31:13.6,->,current,ma,9054.84
16:31:13.732 -> The value of current in ma : 9008.76,,,,31:13.7,->,current,ma,9008.76
16:31:13.826 -> The value of current in ma : 9008.76,,,,31:13.8,->,current,ma,9008.76
16:31:13.966 -> The value of current in ma : 9031.80,,,,31:14.0,->,current,ma,9031.8
16:31:14.060 -> The value of current in ma : 9008.76,,,,31:14.1,->,current,ma,9008.76
16:31:14.201 -> The value of current in ma : 8985.72,,,,31:14.2,->,current,ma,8985.72
16:31:14.341 -> The value of current in ma : 8985.72,,,,31:14.3,->,current,ma,8985.72
16:31:14.435 -> The value of current in ma : 8962.68,,,,31:14.4,->,current,ma,8962.68
16:31:14.576 -> The value of current in ma : 9008.76,,,,31:14.6,->,current,ma,9008.76
16:31:14.685 -> The value of current in ma : 8962.68,,,,31:14.7,->,current,ma,8962.68
16:31:14.826 -> The value of current in ma : 9008.76,,,,31:14.8,->,current,ma,9008.76
16:31:14.920 -> The value of current in ma : 9031.80,,,,31:14.9,->,current,ma,9031.8
16:31:15.061 -> The value of current in ma : 9008.76,,,,31:15.1,->,current,ma,9008.76
16:31:15.155 -> The value of current in ma : 8985.72,,,,31:15.2,->,current,ma,8985.72
16:31:15.295 -> The value of current in ma : 9031.80,,,,31:15.3,->,current,ma,9031.8
16:31:15.389 -> The value of current in ma : 8985.72,,,,31:15.4,->,current,ma,8985.72
16:31:15.530 -> The value of current in ma : 9008.76,,,,31:15.5,->,current,ma,9008.76
16:31:15.670 -> The value of current in ma : 9077.88,,,,31:15.7,->,current,ma,9077.88
16:31:15.764 -> The value of current in ma : 8939.64,,,,31:15.8,->,current,ma,8939.64
16:31:15.905 -> The value of current in ma : 9008.76,,,,31:15.9,->,current,ma,9008.76
16:31:15.998 -> The value of current in ma : 9008.76,,,,31:16.0,->,current,ma,9008.76
16:31:16.139 -> The value of current in ma : 9054.84,,,,31:16.1,->,current,ma,9054.84
16:31:16.248 -> The value of current in ma : 9008.76,,,,31:16.2,->,current,ma,9008.76
16:31:16.390 -> The value of current in ma : 8985.72,,,,31:16.4,->,current,ma,8985.72
16:31:16.483 -> The value of current in ma : 9008.76,,,,31:16.5,->,current,ma,9008.76
16:31:16.624 -> The value of current in ma : 9008.76,,,,31:16.6,->,current,ma,9008.76
16:31:16.765 -> The value of current in ma : 9077.88,,,,31:16.8,->,current,ma,9077.88
16:31:16.858 -> The value of current in ma : 9008.76,,,,31:16.9,->,current,ma,9008.76
16:31:16.983 -> The value of current in ma : 9008.76,,,,31:17.0,->,current,ma,9008.76
16:31:17.124 -> The value of current in ma : 8939.64,,,,31:17.1,->,current,ma,8939.64
16:31:17.218 -> The value of current in ma : 9008.76,,,,31:17.2,->,current,ma,9008.76
16:31:17.358 -> The value of current in ma : 8985.72,,,,31:17.4,->,current,ma,8985.72
16:31:17.453 -> The value of current in ma : 8962.68,,,,31:17.5,->,current,ma,8962.68
16:31:17.593 -> The value of current in ma : 8962.68,,,,31:17.6,->,current,ma,8962.68
16:31:17.735 -> The value of current in ma : 9008.76,,,,31:17.7,->,current,ma,9008.76
16:31:17.828 -> The value of current in ma : 9031.80,,,,31:17.8,->,current,ma,9031.8
16:31:17.969 -> The value of current in ma : 8985.72,,,,31:18.0,->,current,ma,8985.72
16:31:18.063 -> The value of current in ma : 9008.76,,,,31:18.1,->,current,ma,9008.76
16:31:18.204 -> The value of current in ma : 9008.76,,,,31:18.2,->,current,ma,9008.76
16:31:18.297 -> The value of current in ma : 9008.76,,,,31:18.3,->,current,ma,9008.76
16:31:18.438 -> The value of current in ma : 9008.76,,,,31:18.4,->,current,ma,9008.76
16:31:18.532 -> The value of current in ma : 8939.64,,,,31:18.5,->,current,ma,8939.64
16:31:18.672 -> The value of current in ma : 8962.68,,,,31:18.7,->,current,ma,8962.68
16:31:18.813 -> The value of current in ma : 8962.68,,,,31:18.8,->,current,ma,8962.68
16:31:18.907 -> The value of current in ma : 9031.80,,,,31:18.9,->,current,ma,9031.8
16:31:19.047 -> The value of current in ma : 8985.72,,,,31:19.0,->,current,ma,8985.72
16:31:19.188 -> The value of current in ma : 9008.76,,,,31:19.2,->,current,ma,9008.76
16:31:19.282 -> The value of current in ma : 8985.72,,,,31:19.3,->,current,ma,8985.72
16:31:19.407 -> The value of current in ma : 9008.76,,,,31:19.4,->,current,ma,9008.76
16:31:19.548 -> The value of current in ma : 9008.76,,,,31:19.5,->,current,ma,9008.76
16:31:19.641 -> The value of current in ma : 9008.76,,,,31:19.6,->,current,ma,9008.76
16:31:19.782 -> The value of current in ma : 8962.68,,,,31:19.8,->,current,ma,8962.68
16:31:19.876 -> The value of current in ma : 8962.68,,,,31:19.9,->,current,ma,8962.68
16:31:20.017 -> The value of current in ma : 9008.76,,,,31:20.0,->,current,ma,9008.76
16:31:20.158 -> The value of current in ma : 8939.64,,,,31:20.2,->,current,ma,8939.64
16:31:20.251 -> The value of current in ma : 9031.80,,,,31:20.3,->,current,ma,9031.8
16:31:20.392 -> The value of current in ma : 8962.68,,,,31:20.4,->,current,ma,8962.68
16:31:20.486 -> The value of current in ma : 9031.80,,,,31:20.5,->,current,ma,9031.8
16:31:20.626 -> The value of current in ma : 9008.76,,,,31:20.6,->,current,ma,9008.76
16:31:20.720 -> The value of current in ma : 9031.80,,,,31:20.7,->,current,ma,9031.8
16:31:20.861 -> The value of current in ma : 8962.68,,,,31:20.9,->,current,ma,8962.68
16:31:20.970 -> The value of current in ma : 9031.80,,,,31:21.0,->,current,ma,9031.8
16:31:21.111 -> The value of current in ma : 9031.80,,,,31:21.1,->,current,ma,9031.8
16:31:21.251 -> The value of current in ma : 8985.72,,,,31:21.3,->,current,ma,8985.72
16:31:21.345 -> The value of current in ma : 8962.68,,,,31:21.3,->,current,ma,8962.68
16:31:21.486 -> The value of current in ma : 9077.88,,,,31:21.5,->,current,ma,9077.88
16:31:21.579 -> The value of current in ma : 8962.68,,,,31:21.6,->,current,ma,8962.68
16:31:21.720 -> The value of current in ma : 9008.76,,,,31:21.7,->,current,ma,9008.76
16:31:21.814 -> The value of current in ma : 8962.68,,,,31:21.8,->,current,ma,8962.68
16:31:21.955 -> The value of current in ma : 9008.76,,,,31:22.0,->,current,ma,9008.76
16:31:22.095 -> The value of current in ma : 9031.80,,,,31:22.1,->,current,ma,9031.8
16:31:22.189 -> The value of current in ma : 9008.76,,,,31:22.2,->,current,ma,9008.76
16:31:22.330 -> The value of current in ma : 8962.68,,,,31:22.3,->,current,ma,8962.68
16:31:22.424 -> The value of current in ma : 9008.76,,,,31:22.4,->,current,ma,9008.76
16:31:22.565 -> The value of current in ma : 8962.68,,,,31:22.6,->,current,ma,8962.68
16:31:22.659 -> The value of current in ma : 8962.68,,,,31:22.7,->,current,ma,8962.68
16:31:22.799 -> The value of current in ma : 8962.68,,,,31:22.8,->,current,ma,8962.68
16:31:22.940 -> The value of current in ma : 8985.72,,,,31:22.9,->,current,ma,8985.72
16:31:23.034 -> The value of current in ma : 8962.68,,,,31:23.0,->,current,ma,8962.68
16:31:23.175 -> The value of current in ma : 8985.72,,,,31:23.2,->,current,ma,8985.72
16:31:23.268 -> The value of current in ma : 8962.68,,,,31:23.3,->,current,ma,8962.68
16:31:23.409 -> The value of current in ma : 9008.76,,,,31:23.4,->,current,ma,9008.76
16:31:23.550 -> The value of current in ma : 8962.68,,,,31:23.6,->,current,ma,8962.68
16:31:23.644 -> The value of current in ma : 9008.76,,,,31:23.6,->,current,ma,9008.76
16:31:23.784 -> The value of current in ma : 9008.76,,,,31:23.8,->,current,ma,9008.76
16:31:23.878 -> The value of current in ma : 9008.76,,,,31:23.9,->,current,ma,9008.76
16:31:24.019 -> The value of current in ma : 8962.68,,,,31:24.0,->,current,ma,8962.68
16:31:24.159 -> The value of current in ma : 8985.72,,,,31:24.2,->,current,ma,8985.72
16:31:24.253 -> The value of current in ma : 8985.72,,,,31:24.3,->,current,ma,8985.72
16:31:24.394 -> The value of current in ma : 8985.72,,,,31:24.4,->,current,ma,8985.72
16:31:24.488 -> The value of current in ma : 8962.68,,,,31:24.5,->,current,ma,8962.68
16:31:24.629 -> The value of current in ma : 9031.80,,,,31:24.6,->,current,ma,9031.8
16:31:24.723 -> The value of current in ma : 8939.64,,,,31:24.7,->,current,ma,8939.64
16:31:24.864 -> The value of current in ma : 9008.76,,,,31:24.9,->,current,ma,9008.76
16:31:25.004 -> The value of current in ma : 8985.72,,,,31:25.0,->,current,ma,8985.72
16:31:25.098 -> The value of current in ma : 8962.68,,,,31:25.1,->,current,ma,8962.68
16:31:25.238 -> The value of current in ma : 8985.72,,,,31:25.2,->,current,ma,8985.72
16:31:25.332 -> The value of current in ma : 9008.76,,,,31:25.3,->,current,ma,9008.76
16:31:25.473 -> The value of current in ma : 8916.60,,,,31:25.5,->,current,ma,8916.6
16:31:25.567 -> The value of current in ma : 8985.72,,,,31:25.6,->,current,ma,8985.72
16:31:25.707 -> The value of current in ma : 8985.72,,,,31:25.7,->,current,ma,8985.72
16:31:25.817 -> The value of current in ma : 9008.76,,,,31:25.8,->,current,ma,9008.76
16:31:25.957 -> The value of current in ma : 8962.68,,,,31:26.0,->,current,ma,8962.68
16:31:26.098 -> The value of current in ma : 8985.72,,,,31:26.1,->,current,ma,8985.72
16:31:26.192 -> The value of current in ma : 8962.68,,,,31:26.2,->,current,ma,8962.68
16:31:26.332 -> The value of current in ma : 9008.76,,,,31:26.3,->,current,ma,9008.76
16:31:26.426 -> The value of current in ma : 8939.64,,,,31:26.4,->,current,ma,8939.64
16:31:26.567 -> The value of current in ma : 8962.68,,,,31:26.6,->,current,ma,8962.68
16:31:26.661 -> The value of current in ma : 9031.80,,,,31:26.7,->,current,ma,9031.8
16:31:26.802 -> The value of current in ma : 9008.76,,,,31:26.8,->,current,ma,9008.76
16:31:26.942 -> The value of current in ma : 9031.80,,,,31:26.9,->,current,ma,9031.8
16:31:27.036 -> The value of current in ma : 8962.68,,,,31:27.0,->,current,ma,8962.68
16:31:27.178 -> The value of current in ma : 8985.72,,,,31:27.2,->,current,ma,8985.72
16:31:27.271 -> The value of current in ma : 8985.72,,,,31:27.3,->,current,ma,8985.72
16:31:27.412 -> The value of current in ma : 8985.72,,,,31:27.4,->,current,ma,8985.72
16:31:27.534 -> The value of current in ma : 8962.68,,,,31:27.5,->,current,ma,8962.68
16:31:27.654 -> The value of current in ma : 9008.76,,,,31:27.7,->,current,ma,9008.76
16:31:27.775 -> The value of current in ma : 8962.68,,,,31:27.8,->,current,ma,8962.68
16:31:27.895 -> The value of current in ma : 8962.68,,,,31:27.9,->,current,ma,8962.68
16:31:28.014 -> The value of current in ma : 8962.68,,,,31:28.0,->,current,ma,8962.68
16:31:28.135 -> The value of current in ma : 8985.72,,,,31:28.1,->,current,ma,8985.72
16:31:28.254 -> The value of current in ma : 8962.68,,,,31:28.3,->,current,ma,8962.68
16:31:28.375 -> The value of current in ma : 9008.76,,,,31:28.4,->,current,ma,9008.76
16:31:28.495 -> The value of current in ma : 8985.72,,,,31:28.5,->,current,ma,8985.72
16:31:28.615 -> The value of current in ma : 8985.72,,,,31:28.6,->,current,ma,8985.72
16:31:28.736 -> The value of current in ma : 8916.60,,,,31:28.7,->,current,ma,8916.6
16:31:28.856 -> The value of current in ma : 8962.68,,,,31:28.9,->,current,ma,8962.68
16:31:28.976 -> The value of current in ma : 8962.68,,,,31:29.0,->,current,ma,8962.68
16:31:29.096 -> The value of current in ma : 8962.68,,,,31:29.1,->,current,ma,8962.68
16:31:29.216 -> The value of current in ma : 8939.64,,,,31:29.2,->,current,ma,8939.64
16:31:29.336 -> The value of current in ma : 8939.64,,,,31:29.3,->,current,ma,8939.64
16:31:29.466 -> The value of current in ma : 9008.76,,,,31:29.5,->,current,ma,9008.76
16:31:29.596 -> The value of current in ma : 8962.68,,,,31:29.6,->,current,ma,8962.68
16:31:29.716 -> The value of current in ma : 8985.72,,,,31:29.7,->,current,ma,8985.72
16:31:29.836 -> The value of current in ma : 9008.76,,,,31:29.8,->,current,ma,9008.76
16:31:29.955 -> The value of current in ma : 9031.80,,,,31:30.0,->,current,ma,9031.8
16:31:30.077 -> The value of current in ma : 9008.76,,,,31:30.1,->,current,ma,9008.76
16:31:30.200 -> The value of current in ma : 8962.68,,,,31:30.2,->,current,ma,8962.68
16:31:30.323 -> The value of current in ma : 8962.68,,,,31:30.3,->,current,ma,8962.68
16:31:30.448 -> The value of current in ma : 9008.76,,,,31:30.4,->,current,ma,9008.76
16:31:30.568 -> The value of current in ma : 9008.76,,,,31:30.6,->,current,ma,9008.76
16:31:30.690 -> The value of current in ma : 9008.76,,,,31:30.7,->,current,ma,9008.76
16:31:30.803 -> The value of current in ma : 8985.72,,,,31:30.8,->,current,ma,8985.72
16:31:30.927 -> The value of current in ma : 8939.64,,,,31:30.9,->,current,ma,8939.64
16:31:31.050 -> The value of current in ma : 9008.76,,,,31:31.1,->,current,ma,9008.76
16:31:31.175 -> The value of current in ma : 8985.72,,,,31:31.2,->,current,ma,8985.72
16:31:31.296 -> The value of current in ma : 8985.72,,,,31:31.3,->,current,ma,8985.72
16:31:31.418 -> The value of current in ma : 8985.72,,,,31:31.4,->,current,ma,8985.72
16:31:31.540 -> The value of current in ma : 8985.72,,,,31:31.5,->,current,ma,8985.72
16:31:31.663 -> The value of current in ma : 8962.68,,,,31:31.7,->,current,ma,8962.68
16:31:31.785 -> The value of current in ma : 8985.72,,,,31:31.8,->,current,ma,8985.72
16:31:31.904 -> The value of current in ma : 8916.60,,,,31:31.9,->,current,ma,8916.6
16:31:32.026 -> The value of current in ma : 8985.72,,,,31:32.0,->,current,ma,8985.72
16:31:32.148 -> The value of current in ma : 8985.72,,,,31:32.1,->,current,ma,8985.72
16:31:32.269 -> The value of current in ma : 8962.68,,,,31:32.3,->,current,ma,8962.68
16:31:32.361 -> The value of current in ma : 8939.64,,,,31:32.4,->,current,ma,8939.64
16:31:32.482 -> The value of current in ma : 8962.68,,,,31:32.5,->,current,ma,8962.68
16:31:32.597 -> The value of current in ma : 8939.64,,,,31:32.6,->,current,ma,8939.64
16:31:32.719 -> The value of current in ma : 8985.72,,,,31:32.7,->,current,ma,8985.72
16:31:32.846 -> The value of current in ma : 8939.64,,,,31:32.8,->,current,ma,8939.64
16:31:32.974 -> The value of current in ma : 8985.72,,,,31:33.0,->,current,ma,8985.72
16:31:33.097 -> The value of current in ma : 8985.72,,,,31:33.1,->,current,ma,8985.72
16:31:33.218 -> The value of current in ma : 9008.76,,,,31:33.2,->,current,ma,9008.76
16:31:33.339 -> The value of current in ma : 8985.72,,,,31:33.3,->,current,ma,8985.72
16:31:33.460 -> The value of current in ma : 8985.72,,,,31:33.5,->,current,ma,8985.72
16:31:33.585 -> The value of current in ma : 9031.80,,,,31:33.6,->,current,ma,9031.8
16:31:33.707 -> The value of current in ma : 8985.72,,,,31:33.7,->,current,ma,8985.72
16:31:33.830 -> The value of current in ma : 8939.64,,,,31:33.8,->,current,ma,8939.64
16:31:33.952 -> The value of current in ma : 8939.64,,,,31:34.0,->,current,ma,8939.64
16:31:34.072 -> The value of current in ma : 8985.72,,,,31:34.1,->,current,ma,8985.72
16:31:34.194 -> The value of current in ma : 8939.64,,,,31:34.2,->,current,ma,8939.64
16:31:34.316 -> The value of current in ma : 9008.76,,,,31:34.3,->,current,ma,9008.76
16:31:34.438 -> The value of current in ma : 8939.64,,,,31:34.4,->,current,ma,8939.64
16:31:34.560 -> The value of current in ma : 8985.72,,,,31:34.6,->,current,ma,8985.72
16:31:34.680 -> The value of current in ma : 8985.72,,,,31:34.7,->,current,ma,8985.72
16:31:34.800 -> The value of current in ma : 8939.64,,,,31:34.8,->,current,ma,8939.64
16:31:34.920 -> The value of current in ma : 8916.60,,,,31:34.9,->,current,ma,8916.6
16:31:35.061 -> The value of current in ma : 8985.72,,,,31:35.1,->,current,ma,8985.72
16:31:35.155 -> The value of current in ma : 8939.64,,,,31:35.2,->,current,ma,8939.64
16:31:35.264 -> The value of current in ma : 8962.68,,,,31:35.3,->,current,ma,8962.68
